Date/Time,Electricity:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Water:Facility [m3](Hourly) 
 01/03  21:00:00,12964410.5814144,3806638.44758271,0.0 
 01/03  22:00:00,12964410.5814144,6388676.63435161,0.0 
 01/03  23:00:00,12167826.1189344,7680901.23664134,0.0 
 01/03  24:00:00,10574657.1939744,8548794.19116495,0.0 
 01/04  01:00:00,9761104.7920944,9472525.97664701,0.0 
 01/04  02:00:00,9761104.7920944,9933948.94184079,0.0 
 01/04  03:00:00,9761104.7920944,10423074.2927354,0.0 
 01/04  04:00:00,9761104.7920944,11232154.856819,0.0 
 01/04  05:00:00,9761104.7920944,12993255.584111,0.0 
 01/04  06:00:00,9761104.7920944,816481535.206322,0.0 
 01/04  07:00:00,14346905.2545744,703517338.425117,2.444085151515151E-004 
 01/04  08:00:00,491776278.979594,720015161.792491,4.797188754545453E-002 
 01/04  09:00:00,458119770.417812,651412099.6018,6.680264650505051E-002 
 01/04  10:00:00,330099370.209024,648716472.356034,0.103975347393939 
 01/04  11:00:00,280513275.915518,602419559.192848,0.103975347393939 
 01/04  12:00:00,272707185.972085,567320733.384556,0.134665347393939 
 01/04  13:00:00,288578148.17672,566196776.184539,0.208148996949495 
 01/04  14:00:00,296942976.878043,577979723.409146,0.208148996949495 
 01/04  15:00:00,322752663.830734,577132711.037957,0.195800938878788 
 01/04  16:00:00,437133682.923107,499202867.908843,0.103242121848485 
 01/04  17:00:00,499076725.73256,334061182.674154,7.458981029292929E-002 
 01/04  18:00:00,485817047.84952,281145280.743518,3.717270088888888E-002 
 01/04  19:00:00,482700801.242074,252889784.406743,1.858635044444444E-002 
 01/04  20:00:00,168554793.242074,33266.3040276935,0.0 
 01/04  21:00:00,12964410.5814144,5224986.31166543,0.0 
 01/04  22:00:00,12964410.5814144,7352063.87577855,0.0 
 01/04  23:00:00,12167826.1189344,8336635.97732653,0.0 
 01/04  24:00:00,10574657.1939744,9177036.36741771,0.0 
 01/05  01:00:00,9761104.7920944,9964226.90515325,0.0 
 01/05  02:00:00,9761104.7920944,10628317.5952702,0.0 
 01/05  03:00:00,9761104.7920944,12027745.7490077,0.0 
 01/05  04:00:00,9761104.7920944,14081913.6017209,0.0 
 01/05  05:00:00,9761104.7920944,18599308.1819794,0.0 
 01/05  06:00:00,9761104.7920944,839048409.964667,0.0 
 01/05  07:00:00,14346905.2545744,739835581.035918,2.444085151515151E-004 
 01/05  08:00:00,491776278.979594,780999947.003104,4.797188754545453E-002 
 01/05  09:00:00,458029172.257208,697241881.960835,6.680264650505051E-002 
 01/05  10:00:00,327495091.163591,720614812.174897,0.103975347393939 
 01/05  11:00:00,273259478.296523,673732230.270718,0.103975347393939 
 01/05  12:00:00,261021702.474882,626464182.815913,0.134665347393939 
 01/05  13:00:00,261723425.829414,567782223.511132,0.208148996949495 
 01/05  14:00:00,295793158.031132,557783489.12098,0.208148996949495 
 01/05  15:00:00,320598179.877604,560191717.998535,0.195800938878788 
 01/05  16:00:00,432287820.478563,484612259.270113,0.103242121848485 
 01/05  17:00:00,499076725.73256,337243907.502382,7.458981029292929E-002 
 01/05  18:00:00,485817047.84952,294372195.613733,3.717270088888888E-002 
 01/05  19:00:00,482700801.242074,273945498.075988,1.858635044444444E-002 
 01/05  20:00:00,168554793.242074,147484.010644146,0.0 
 01/05  21:00:00,12964410.5814144,6126950.3788803,0.0 
 01/05  22:00:00,12964410.5814144,8303078.07725297,0.0 
 01/05  23:00:00,12167826.1189344,9438137.16978639,0.0 
 01/05  24:00:00,10574657.1939744,10375000.8541434,0.0 
 01/06  01:00:00,9761104.7920944,11425700.0414371,0.0 
 01/06  02:00:00,9761104.7920944,13127261.0750917,0.0 
 01/06  03:00:00,9761104.7920944,16958166.4581141,0.0 
 01/06  04:00:00,9761104.7920944,21103942.3549059,0.0 
 01/06  05:00:00,9761104.7920944,26182976.1885859,0.0 
 01/06  06:00:00,9761104.7920944,852385003.16089,0.0 
 01/06  07:00:00,14346905.2545744,751966741.966316,2.444085151515151E-004 
 01/06  08:00:00,491776278.979594,793396994.060726,4.797188754545453E-002 
 01/06  09:00:00,474267383.178209,674313122.347786,6.680264650505051E-002 
 01/06  10:00:00,373229642.320668,652488132.304775,0.103975347393939 
 01/06  11:00:00,307730907.789118,608550179.320529,0.103975347393939 
 01/06  12:00:00,280234705.895931,555411725.568808,0.134665347393939 
 01/06  13:00:00,255510905.786566,465266199.16576,0.208148996949495 
 01/06  14:00:00,255964476.038511,380818794.741234,0.208148996949495 
 01/06  15:00:00,260235054.931007,358834809.918498,0.195800938878788 
 01/06  16:00:00,323407454.526388,312259531.30038,0.103242121848485 
 01/06  17:00:00,499076725.73256,194982901.63582,7.458981029292927E-002 
 01/06  18:00:00,485817047.84952,174253398.762906,3.717270088888888E-002 
 01/06  19:00:00,482700801.242074,155495105.151841,1.858635044444444E-002 
 01/06  20:00:00,168554793.242074,0.0,0.0 
 01/06  21:00:00,12964410.5814144,0.0,0.0 
 01/06  22:00:00,12964410.5814144,550695.472377001,0.0 
 01/06  23:00:00,12167826.1189344,1705930.29056594,0.0 
 01/06  24:00:00,10574657.1939744,2384283.10460651,0.0 
 01/07  01:00:00,9761104.7920944,3076628.61088237,0.0 
 01/07  02:00:00,9761104.7920944,3733239.08296648,0.0 
 01/07  03:00:00,9761104.7920944,4525844.71039974,0.0 
 01/07  04:00:00,9761104.7920944,4916881.36559337,0.0 
 01/07  05:00:00,9761104.7920944,5469900.29590588,0.0 
 01/07  06:00:00,9761104.7920944,6047854.30790182,0.0 
 01/07  07:00:00,9761104.7920944,6531836.64879505,0.0 
 01/07  08:00:00,9778072.7314944,7052885.13278202,0.0 
 01/07  09:00:00,10660430.5714944,7850880.83478138,0.0 
 01/07  10:00:00,10660430.5714944,6968441.18630022,0.0 
 01/07  11:00:00,10660430.5714944,5787113.93260555,0.0 
 01/07  12:00:00,10660430.5714944,5559333.16381259,0.0 
 01/07  13:00:00,10660430.5714944,5043231.85675742,0.0 
 01/07  14:00:00,10660430.5714944,6411013.4824557,0.0 
 01/07  15:00:00,10660430.5714944,7383226.29203567,0.0 
 01/07  16:00:00,10660430.5714944,8197384.71440332,0.0 
 01/07  17:00:00,10660430.5714944,9245511.71549153,0.0 
 01/07  18:00:00,10660430.5714944,11325574.0691957,0.0 
 01/07  19:00:00,9778072.7314944,13868393.8716179,0.0 
 01/07  20:00:00,9778072.7314944,16285295.6713329,0.0 
 01/07  21:00:00,9778072.7314944,18707450.3270586,0.0 
 01/07  22:00:00,9778072.7314944,21704978.1171807,0.0 
 01/07  23:00:00,9778072.7314944,25339414.8861009,0.0 
 01/07  24:00:00,9778072.7314944,31473739.141861,0.0 
 01/08  01:00:00,9761104.7920944,34984624.1357973,0.0 
 01/08  02:00:00,9761104.7920944,36701202.3296559,0.0 
 01/08  03:00:00,9761104.7920944,35851634.779201,0.0 
 01/08  04:00:00,9761104.7920944,35559934.2999632,0.0 
 01/08  05:00:00,9761104.7920944,36131580.2236151,0.0 
 01/08  06:00:00,9761104.7920944,36883714.2646027,0.0 
 01/08  07:00:00,9761104.7920944,40491104.2908612,0.0 
 01/08  08:00:00,9778072.7314944,42739878.3843536,0.0 
 01/08  09:00:00,9778072.7314944,42254839.662998,0.0 
 01/08  10:00:00,9778072.7314944,39669902.139779,0.0 
 01/08  11:00:00,9778072.7314944,35651435.6047917,0.0 
 01/08  12:00:00,9778072.7314944,31595577.6716153,0.0 
 01/08  13:00:00,9778072.7314944,29006918.270645,0.0 
 01/08  14:00:00,9778072.7314944,27822460.8026121,0.0 
 01/08  15:00:00,9778072.7314944,28807666.5952609,0.0 
 01/08  16:00:00,9778072.7314944,30844270.7441099,0.0 
 01/08  17:00:00,9778072.7314944,30208534.260652,0.0 
 01/08  18:00:00,9778072.7314944,25731480.1856193,0.0 
 01/08  19:00:00,9778072.7314944,23357825.0686217,0.0 
 01/08  20:00:00,9778072.7314944,22109538.3353893,0.0 
 01/08  21:00:00,9778072.7314944,20358975.4295797,0.0 
 01/08  22:00:00,9778072.7314944,18657800.3765479,0.0 
 01/08  23:00:00,9778072.7314944,17028128.0207402,0.0 
 01/08  24:00:00,9778072.7314944,15283330.7454036,0.0 
 01/09  01:00:00,9761104.7920944,13925912.8407594,0.0 
 01/09  02:00:00,9761104.7920944,12808195.2830942,0.0 
 01/09  03:00:00,9761104.7920944,11819231.6261183,0.0 
 01/09  04:00:00,9761104.7920944,10480708.3733622,0.0 
 01/09  05:00:00,9761104.7920944,10134333.1790319,0.0 
 01/09  06:00:00,9761104.7920944,766271656.972263,0.0 
 01/09  07:00:00,14346905.2545744,662812131.793196,2.444085151515151E-004 
 01/09  08:00:00,491776278.979594,669864050.307511,4.797188754545454E-002 
 01/09  09:00:00,456453195.373401,570823592.563379,6.680264650505051E-002 
 01/09  10:00:00,325774883.228987,541882329.485422,0.103975347393939 
 01/09  11:00:00,278583012.493835,468925225.958056,0.103975347393939 
 01/09  12:00:00,265840782.680287,412088712.719041,0.134665347393939 
 01/09  13:00:00,262222396.552193,369432947.192211,0.208148996949495 
 01/09  14:00:00,264974826.141533,320217266.407182,0.208148996949495 
 01/09  15:00:00,284516994.540851,278779155.987474,0.195800938878788 
 01/09  16:00:00,366286387.143681,216287350.444441,0.103242121848485 
 01/09  17:00:00,499076725.73256,118158672.753186,7.458981029292929E-002 
 01/09  18:00:00,485817047.84952,89965650.3150071,3.717270088888888E-002 
 01/09  19:00:00,482700801.242074,75906999.5432346,1.858635044444444E-002 
 01/09  20:00:00,168554793.242074,0.0,0.0 
 01/09  21:00:00,12964410.5814144,0.0,0.0 
 01/09  22:00:00,12964410.5814144,0.0,0.0 
 01/09  23:00:00,12167826.1189344,0.0,0.0 
 01/09  24:00:00,10574657.1939744,0.0,0.0 
 01/10  01:00:00,9761104.7920944,0.0,0.0 
 01/10  02:00:00,9761104.7920944,0.0,0.0 
 01/10  03:00:00,9761104.7920944,0.0,0.0 
 01/10  04:00:00,9761104.7920944,0.0,0.0 
 01/10  05:00:00,9761104.7920944,0.0,0.0 
 01/10  06:00:00,9761104.7920944,465950234.727744,0.0 
 01/10  07:00:00,14346905.2545744,358573877.721588,2.444085151515151E-004 
 01/10  08:00:00,491776278.979594,203246755.303301,4.797188754545453E-002 
 01/10  09:00:00,454944838.556243,173987555.377431,6.680264650505051E-002 
 01/10  10:00:00,317853028.08351,214263811.085809,0.103975347393939 
 01/10  11:00:00,274872012.505657,172354458.693031,0.103975347393939 
 01/10  12:00:00,258232005.408449,125339457.015503,0.134665347393939 
 01/10  13:00:00,255401196.999429,105670967.688266,0.208148996949495 
 01/10  14:00:00,257278168.882316,95141045.6047435,0.208148996949495 
 01/10  15:00:00,264071657.844555,96373200.4758783,0.195800938878788 
 01/10  16:00:00,337709015.670604,68678380.1723966,0.103242121848485 
 01/10  17:00:00,499076725.73256,27996693.6448765,7.458981029292929E-002 
 01/10  18:00:00,485817047.84952,19005332.6653173,3.717270088888888E-002 
 01/10  19:00:00,482700801.242074,13862255.1209628,1.858635044444444E-002 
 01/10  20:00:00,168554793.242074,0.0,0.0 
 01/10  21:00:00,12964410.5814144,0.0,0.0 
 01/10  22:00:00,12964410.5814144,0.0,0.0 
 01/10  23:00:00,12167826.1189344,0.0,0.0 
 01/10  24:00:00,10574657.1939744,0.0,0.0 
 01/11  01:00:00,9761104.7920944,0.0,0.0 
 01/11  02:00:00,9761104.7920944,0.0,0.0 
 01/11  03:00:00,9761104.7920944,0.0,0.0 
 01/11  04:00:00,9761104.7920944,0.0,0.0 
 01/11  05:00:00,9761104.7920944,0.0,0.0 
 01/11  06:00:00,9761104.7920944,385045862.000141,0.0 
 01/11  07:00:00,14346905.2545744,288223618.302309,2.444085151515151E-004 
 01/11  08:00:00,491776278.979594,139294420.959925,4.797188754545455E-002 
 01/11  09:00:00,454834880.600885,116210519.716242,6.680264650505051E-002 
 01/11  10:00:00,317542486.525174,167932394.262847,0.103975347393939 
 01/11  11:00:00,277259835.353791,157359402.849635,0.103975347393939 
 01/11  12:00:00,265090065.985364,157119140.614247,0.134665347393939 
 01/11  13:00:00,263452195.053159,152843585.100481,0.208148996949495 
 01/11  14:00:00,275514270.925308,154238340.499785,0.208148996949495 
 01/11  15:00:00,314522355.926969,162771675.596706,0.195800938878788 
 01/11  16:00:00,414181378.707361,122501475.024327,0.103242121848485 
 01/11  17:00:00,499076725.73256,72942473.3568354,7.458981029292927E-002 
 01/11  18:00:00,485817047.84952,49288387.6423891,3.717270088888888E-002 
 01/11  19:00:00,482700801.242074,51222661.9283973,1.858635044444444E-002 
 01/11  20:00:00,168554793.242074,0.0,0.0 
 01/11  21:00:00,12964410.5814144,0.0,0.0 
 01/11  22:00:00,12964410.5814144,0.0,0.0 
 01/11  23:00:00,12167826.1189344,0.0,0.0 
 01/11  24:00:00,10574657.1939744,0.0,0.0 
 01/12  01:00:00,9761104.7920944,0.0,0.0 
 01/12  02:00:00,9761104.7920944,0.0,0.0 
 01/12  03:00:00,9761104.7920944,0.0,0.0 
 01/12  04:00:00,9761104.7920944,0.0,0.0 
 01/12  05:00:00,9761104.7920944,0.0,0.0 
 01/12  06:00:00,9761104.7920944,525009815.891996,0.0 
 01/12  07:00:00,14346905.2545744,394201023.619729,2.444085151515151E-004 
 01/12  08:00:00,491776278.979594,263745754.235537,4.797188754545454E-002 
 01/12  09:00:00,469441147.097743,215389908.238177,6.680264650505051E-002 
 01/12  10:00:00,358061584.115979,277273840.853242,0.103975347393939 
 01/12  11:00:00,283694528.848448,278000211.767121,0.103975347393939 
 01/12  12:00:00,265125864.657007,265102461.119908,0.134665347393939 
 01/12  13:00:00,261511160.375378,246341151.037421,0.208148996949495 
 01/12  14:00:00,262635234.729929,221301655.102035,0.208148996949495 
 01/12  15:00:00,279746376.875739,220778845.10741,0.195800938878788 
 01/12  16:00:00,355409592.987851,191815849.101749,0.103242121848485 
 01/12  17:00:00,499076725.73256,121015789.844399,7.458981029292929E-002 
 01/12  18:00:00,485817047.84952,99774891.2569873,3.717270088888888E-002 
 01/12  19:00:00,482700801.242074,89714738.6542198,1.858635044444444E-002 
 01/12  20:00:00,168554793.242074,0.0,0.0 
 01/12  21:00:00,12964410.5814144,0.0,0.0 
 01/12  22:00:00,12964410.5814144,0.0,0.0 
 01/12  23:00:00,12167826.1189344,0.0,0.0 
 01/12  24:00:00,10574657.1939744,0.0,0.0 
 01/13  01:00:00,9761104.7920944,0.0,0.0 
 01/13  02:00:00,9761104.7920944,413293.096019014,0.0 
 01/13  03:00:00,9761104.7920944,907793.006897578,0.0 
 01/13  04:00:00,9761104.7920944,1894716.33293907,0.0 
 01/13  05:00:00,9761104.7920944,2467394.22104461,0.0 
 01/13  06:00:00,9761104.7920944,624795335.135151,0.0 
 01/13  07:00:00,14346905.2545744,487252238.750419,2.444085151515151E-004 
 01/13  08:00:00,491776278.979594,426863403.13505,4.797188754545453E-002 
 01/13  09:00:00,469346144.345335,380680854.166406,6.680264650505051E-002 
 01/13  10:00:00,363612239.277696,424735623.209613,0.103975347393939 
 01/13  11:00:00,302822232.752272,431744000.551753,0.103975347393939 
 01/13  12:00:00,287302919.050344,428589373.503641,0.134665347393939 
 01/13  13:00:00,281138949.235406,424516307.939561,0.208148996949495 
 01/13  14:00:00,288652666.270696,416148980.966536,0.208148996949495 
 01/13  15:00:00,311448360.841472,413023684.881926,0.195800938878788 
 01/13  16:00:00,404279840.435674,347018333.671968,0.103242121848485 
 01/13  17:00:00,499076725.73256,237269088.604907,7.458981029292930E-002 
 01/13  18:00:00,485817047.84952,198422676.276082,3.717270088888888E-002 
 01/13  19:00:00,482700801.242074,187237048.968717,1.858635044444444E-002 
 01/13  20:00:00,168554793.242074,0.0,0.0 
 01/13  21:00:00,12964410.5814144,470062.256166628,0.0 
 01/13  22:00:00,12964410.5814144,2385698.25800803,0.0 
 01/13  23:00:00,12167826.1189344,3418398.5604826,0.0 
 01/13  24:00:00,10574657.1939744,4042959.90893124,0.0 
 01/14  01:00:00,9761104.7920944,4758497.92265435,0.0 
 01/14  02:00:00,9761104.7920944,5337063.32063776,0.0 
 01/14  03:00:00,9761104.7920944,5810791.35980105,0.0 
 01/14  04:00:00,9761104.7920944,6355700.93432919,0.0 
 01/14  05:00:00,9761104.7920944,7154770.86997003,0.0 
 01/14  06:00:00,9761104.7920944,7976903.43237079,0.0 
 01/14  07:00:00,9761104.7920944,9206261.88116454,0.0 
 01/14  08:00:00,9778072.7314944,10648710.8259097,0.0 
 01/14  09:00:00,10660430.5714944,11862543.9999953,0.0 
 01/14  10:00:00,10660430.5714944,9189324.05981963,0.0 
 01/14  11:00:00,10660430.5714944,7161305.36878419,0.0 
 01/14  12:00:00,10660430.5714944,5667119.80893953,0.0 
 01/14  13:00:00,10660430.5714944,4354092.37411532,0.0 
 01/14  14:00:00,10660430.5714944,3543090.95753792,0.0 
 01/14  15:00:00,10660430.5714944,3297625.64564929,0.0 
 01/14  16:00:00,10660430.5714944,4347600.26133463,0.0 
 01/14  17:00:00,10660430.5714944,6168081.72303227,0.0 
 01/14  18:00:00,10660430.5714944,6531132.41252995,0.0 
 01/14  19:00:00,9778072.7314944,6574634.34242657,0.0 
 01/14  20:00:00,9778072.7314944,6524850.91874893,0.0 
 01/14  21:00:00,9778072.7314944,7217054.35346748,0.0 
 01/14  22:00:00,9778072.7314944,7383558.78274257,0.0 
 01/14  23:00:00,9778072.7314944,7550367.0967754,0.0 
 01/14  24:00:00,9778072.7314944,7372113.4706139,0.0 
 01/15  01:00:00,9761104.7920944,7069255.12563524,0.0 
 01/15  02:00:00,9761104.7920944,7121336.98058966,0.0 
 01/15  03:00:00,9761104.7920944,7138314.31612788,0.0 
 01/15  04:00:00,9761104.7920944,7693300.41531926,0.0 
 01/15  05:00:00,9761104.7920944,8370861.49951348,0.0 
 01/15  06:00:00,9761104.7920944,9068066.06428191,0.0 
 01/15  07:00:00,9761104.7920944,10788814.8926922,0.0 
 01/15  08:00:00,9778072.7314944,12835256.6970143,0.0 
 01/15  09:00:00,9778072.7314944,14932627.0665492,0.0 
 01/15  10:00:00,9778072.7314944,10731313.6690439,0.0 
 01/15  11:00:00,9778072.7314944,7171800.70264669,0.0 
 01/15  12:00:00,9778072.7314944,5303070.20874574,0.0 
 01/15  13:00:00,9778072.7314944,4262675.67073479,0.0 
 01/15  14:00:00,9778072.7314944,3631019.53860585,0.0 
 01/15  15:00:00,9778072.7314944,3547086.03973124,0.0 
 01/15  16:00:00,9778072.7314944,4814193.85437546,0.0 
 01/15  17:00:00,9778072.7314944,6184573.14864677,0.0 
 01/15  18:00:00,9778072.7314944,6419898.47038039,0.0 
 01/15  19:00:00,9778072.7314944,6726357.75709977,0.0 
 01/15  20:00:00,9778072.7314944,7091788.04474661,0.0 
 01/15  21:00:00,9778072.7314944,7310043.63170757,0.0 
 01/15  22:00:00,9778072.7314944,7683707.94486776,0.0 
 01/15  23:00:00,9778072.7314944,8087061.02287696,0.0 
 01/15  24:00:00,9778072.7314944,8944203.82505262,0.0 
 01/16  01:00:00,9761104.7920944,10276329.4458697,0.0 
 01/16  02:00:00,9761104.7920944,10906798.5375502,0.0 
 01/16  03:00:00,9761104.7920944,11844547.8633168,0.0 
 01/16  04:00:00,9761104.7920944,14700653.3196216,0.0 
 01/16  05:00:00,9761104.7920944,19259279.4958207,0.0 
 01/16  06:00:00,9761104.7920944,838414465.016857,0.0 
 01/16  07:00:00,14346905.2545744,746655763.736857,2.444085151515151E-004 
 01/16  08:00:00,491776278.979594,836791821.824066,4.797188754545453E-002 
 01/16  09:00:00,422061858.107936,765306762.388097,6.680264650505051E-002 
 01/16  10:00:00,278132535.498891,742751332.364525,0.103975347393939 
 01/16  11:00:00,259341914.713045,622593010.936088,0.103975347393939 
 01/16  12:00:00,257067636.95597,516753529.822709,0.134665347393939 
 01/16  13:00:00,255088056.530175,438644014.355713,0.208148996949495 
 01/16  14:00:00,255015036.907141,382542129.839621,0.208148996949495 
 01/16  15:00:00,256403960.046887,359540248.505916,0.195800938878788 
 01/16  16:00:00,289691094.761709,319003352.580848,0.103242121848485 
 01/16  17:00:00,499076725.73256,188915190.530217,7.458981029292927E-002 
 01/16  18:00:00,485817047.84952,159677272.15928,3.717270088888888E-002 
 01/16  19:00:00,482700801.242074,147249515.850286,1.858635044444444E-002 
 01/16  20:00:00,168554793.242074,0.0,0.0 
 01/16  21:00:00,12964410.5814144,0.0,0.0 
 01/16  22:00:00,12964410.5814144,0.0,0.0 
 01/16  23:00:00,12167826.1189344,708189.377445542,0.0 
 01/16  24:00:00,10574657.1939744,1782914.55539437,0.0 
 01/17  01:00:00,9761104.7920944,2574097.27625195,0.0 
 01/17  02:00:00,9761104.7920944,3245268.7450145,0.0 
 01/17  03:00:00,9761104.7920944,3749642.24883149,0.0 
 01/17  04:00:00,9761104.7920944,4299523.68103172,0.0 
 01/17  05:00:00,9761104.7920944,4986941.10232915,0.0 
 01/17  06:00:00,9761104.7920944,701936277.140795,0.0 
 01/17  07:00:00,14346905.2545744,558970252.184511,2.444085151515151E-004 
 01/17  08:00:00,491776278.979594,510560347.365029,4.797188754545454E-002 
 01/17  09:00:00,464470233.338142,442666102.033525,6.680264650505051E-002 
 01/17  10:00:00,355190797.776694,463330071.357228,0.103975347393939 
 01/17  11:00:00,299803622.730099,442199801.052694,0.103975347393939 
 01/17  12:00:00,277724226.062152,419701914.78016,0.134665347393939 
 01/17  13:00:00,259366675.873568,387219513.396427,0.208148996949495 
 01/17  14:00:00,261987035.805173,365852339.462749,0.208148996949495 
 01/17  15:00:00,287411662.027474,362731181.049912,0.195800938878788 
 01/17  16:00:00,384635618.752008,298017377.959024,0.103242121848485 
 01/17  17:00:00,490529899.223489,194785037.668328,7.458981029292929E-002 
 01/17  18:00:00,485817047.84952,157324947.523193,3.717270088888888E-002 
 01/17  19:00:00,482700801.242074,139042001.363534,1.858635044444444E-002 
 01/17  20:00:00,168554793.242074,0.0,0.0 
 01/17  21:00:00,12964410.5814144,0.0,0.0 
 01/17  22:00:00,12964410.5814144,0.0,0.0 
 01/17  23:00:00,12167826.1189344,0.0,0.0 
 01/17  24:00:00,10574657.1939744,567557.622664147,0.0 
 01/18  01:00:00,9761104.7920944,1158596.43022668,0.0 
 01/18  02:00:00,9761104.7920944,1707089.25392196,0.0 
 01/18  03:00:00,9761104.7920944,1993550.85341204,0.0 
 01/18  04:00:00,9761104.7920944,2331456.85979181,0.0 
 01/18  05:00:00,9761104.7920944,2845696.62618819,0.0 
 01/18  06:00:00,9761104.7920944,647636230.472612,0.0 
 01/18  07:00:00,14346905.2545744,515322297.125393,2.444085151515151E-004 
 01/18  08:00:00,491776278.979594,457846236.492184,4.797188754545455E-002 
 01/18  09:00:00,464375912.076171,413119595.757038,6.680264650505051E-002 
 01/18  10:00:00,351270999.847471,447322800.327627,0.103975347393939 
 01/18  11:00:00,298838568.787037,447116424.438514,0.103975347393939 
 01/18  12:00:00,283152572.531283,431606087.725823,0.134665347393939 
 01/18  13:00:00,278084654.29488,421432701.082879,0.208148996949495 
 01/18  14:00:00,283442335.35045,407529458.875729,0.208148996949495 
 01/18  15:00:00,304118682.164862,398830593.932993,0.195800938878788 
 01/18  16:00:00,382769359.855273,353487366.437798,0.103242121848485 
