Date/Time,Electricity:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Water:Facility [m3](Hourly) 
 03/02  19:00:00,470351466.855814,217940066.382712,1.503520511111111E-002 
 03/02  20:00:00,163453733.055814,0.0,0.0 
 03/02  21:00:00,12249030.8975472,1132657.18622296,0.0 
 03/02  22:00:00,12249030.8975472,3898391.50116734,0.0 
 03/02  23:00:00,11560350.5404272,4951330.79470808,0.0 
 03/02  24:00:00,10182989.8261872,5680309.1689983,0.0 
 03/03  01:00:00,9478623.9918672,6304897.6091955,0.0 
 03/03  02:00:00,9478623.9918672,6877265.64243647,0.0 
 03/03  03:00:00,9478623.9918672,7474173.93266445,0.0 
 03/03  04:00:00,9478623.9918672,8513377.84556941,0.0 
 03/03  05:00:00,9478623.9918672,10849885.272618,0.0 
 03/03  06:00:00,9478623.9918672,862694095.472215,0.0 
 03/03  07:00:00,14017756.3489872,720582435.137668,2.444085151515151E-004 
 03/03  08:00:00,302508609.612359,806501316.028325,4.325677287878787E-002 
 03/03  09:00:00,245021452.853742,661620286.522348,5.853638650505051E-002 
 03/03  10:00:00,246045418.558132,526409228.570249,8.860679672727272E-002 
 03/03  11:00:00,242604718.384294,419427124.564266,8.860679672727272E-002 
 03/03  12:00:00,242665445.05079,361739333.000787,0.109565663393939 
 03/03  13:00:00,243201498.142827,352854953.672053,0.157407058282828 
 03/03  14:00:00,243352794.604622,338520243.10416,0.157407058282828 
 03/03  15:00:00,244961806.147606,337187215.648143,0.151238988212121 
 03/03  16:00:00,248643975.962043,352911548.251541,8.787357118181820E-002 
 03/03  17:00:00,254374712.915256,267701879.794948,6.038522895959597E-002 
 03/03  18:00:00,383969867.699962,236293195.011281,3.007041022222222E-002 
 03/03  19:00:00,470351466.855814,213146727.267214,1.503520511111111E-002 
 03/03  20:00:00,163453733.055814,0.0,0.0 
 03/03  21:00:00,12249030.8975472,2736218.13347046,0.0 
 03/03  22:00:00,12249030.8975472,5694107.88773768,0.0 
 03/03  23:00:00,11560350.5404272,7396324.93605836,0.0 
 03/03  24:00:00,10182989.8261872,8683423.10560715,0.0 
 03/04  01:00:00,9478623.9918672,9956509.85314568,0.0 
 03/04  02:00:00,9478623.9918672,11153188.1099734,0.0 
 03/04  03:00:00,9478623.9918672,13364252.6762611,0.0 
 03/04  04:00:00,9478623.9918672,16864556.0331015,0.0 
 03/04  05:00:00,9478623.9918672,20988122.5669061,0.0 
 03/04  06:00:00,9478623.9918672,25527149.8954743,0.0 
 03/04  07:00:00,9478623.9918672,41532372.1014636,0.0 
 03/04  08:00:00,9494309.4690672,45199108.9914165,0.0 
 03/04  09:00:00,10387684.0290672,34464123.6707083,0.0 
 03/04  10:00:00,10387684.0290672,23380812.3518971,0.0 
 03/04  11:00:00,10387684.0290672,15395699.888763,0.0 
 03/04  12:00:00,10387684.0290672,9472765.50971677,0.0 
 03/04  13:00:00,10387684.0290672,7286521.95187094,0.0 
 03/04  14:00:00,10387684.0290672,5674163.56442868,0.0 
 03/04  15:00:00,10387684.0290672,6239165.20008886,0.0 
 03/04  16:00:00,10387684.0290672,6760851.30684755,0.0 
 03/04  17:00:00,10387684.0290672,9200925.16587409,0.0 
 03/04  18:00:00,10387684.0290672,10774231.1558311,0.0 
 03/04  19:00:00,9494309.4690672,11908904.9730096,0.0 
 03/04  20:00:00,9494309.4690672,15188236.4529282,0.0 
 03/04  21:00:00,9494309.4690672,19118276.7695433,0.0 
 03/04  22:00:00,9494309.4690672,28501264.7403222,0.0 
 03/04  23:00:00,9494309.4690672,42102955.5561954,0.0 
 03/04  24:00:00,9494309.4690672,51676161.2772345,0.0 
 03/05  01:00:00,9478623.9918672,61258971.9329743,0.0 
 03/05  02:00:00,9478623.9918672,71378589.0364967,0.0 
 03/05  03:00:00,9478623.9918672,81224235.1279173,0.0 
 03/05  04:00:00,9478623.9918672,90254433.5173508,0.0 
 03/05  05:00:00,9478623.9918672,101947076.336782,0.0 
 03/05  06:00:00,9478623.9918672,108953120.684077,0.0 
 03/05  07:00:00,9478623.9918672,115292052.595427,0.0 
 03/05  08:00:00,9494309.4690672,108738962.062004,0.0 
 03/05  09:00:00,9494309.4690672,84749236.6074021,0.0 
 03/05  10:00:00,9494309.4690672,60665243.4645935,0.0 
 03/05  11:00:00,9494309.4690672,34837387.1466285,0.0 
 03/05  12:00:00,9494309.4690672,32234070.49522,0.0 
 03/05  13:00:00,9494309.4690672,18629371.7855838,0.0 
 03/05  14:00:00,9494309.4690672,11690130.2072164,0.0 
 03/05  15:00:00,9494309.4690672,6937431.84187094,0.0 
 03/05  16:00:00,9494309.4690672,5702595.43942296,0.0 
 03/05  17:00:00,9494309.4690672,6524212.33804678,0.0 
 03/05  18:00:00,9494309.4690672,10480145.3768195,0.0 
 03/05  19:00:00,9494309.4690672,11968187.085385,0.0 
 03/05  20:00:00,9494309.4690672,14554291.9684441,0.0 
 03/05  21:00:00,9494309.4690672,16556166.0753979,0.0 
 03/05  22:00:00,9494309.4690672,19572556.1169089,0.0 
 03/05  23:00:00,9494309.4690672,23069832.4843473,0.0 
 03/05  24:00:00,9494309.4690672,26583853.3028341,0.0 
 03/06  01:00:00,9478623.9918672,45441418.465244,0.0 
 03/06  02:00:00,9478623.9918672,49651188.8983275,0.0 
 03/06  03:00:00,9478623.9918672,52069940.8916182,0.0 
 03/06  04:00:00,9478623.9918672,53259478.5044944,0.0 
 03/06  05:00:00,9478623.9918672,48151285.219194,0.0 
 03/06  06:00:00,9478623.9918672,919134681.92342,0.0 
 03/06  07:00:00,14017756.3489872,831838558.447672,2.444085151515151E-004 
 03/06  08:00:00,350989682.370617,987953128.324732,4.325677287878787E-002 
 03/06  09:00:00,258011474.297833,896483713.193706,5.853638650505051E-002 
 03/06  10:00:00,256824658.529536,784552116.259892,8.860679672727272E-002 
 03/06  11:00:00,249090890.124617,681784248.815411,8.860679672727272E-002 
 03/06  12:00:00,248937411.526361,584956676.476137,0.109565663393939 
 03/06  13:00:00,248100082.4641,510614283.270974,0.157407058282828 
 03/06  14:00:00,246975739.799445,444283878.22263,0.157407058282828 
 03/06  15:00:00,243323863.918486,369312929.004697,0.151238988212121 
 03/06  16:00:00,242934745.276021,326094154.208673,8.787357118181820E-002 
 03/06  17:00:00,253219534.632883,235944740.013201,6.038522895959597E-002 
 03/06  18:00:00,346605666.274765,238299289.601786,3.007041022222222E-002 
 03/06  19:00:00,470351466.855814,191286352.764788,1.503520511111111E-002 
 03/06  20:00:00,163453733.055814,0.0,0.0 
 03/06  21:00:00,12249030.8975472,0.0,0.0 
 03/06  22:00:00,12249030.8975472,0.0,0.0 
 03/06  23:00:00,11560350.5404272,556096.595851377,0.0 
 03/06  24:00:00,10182989.8261872,1519227.2110863,0.0 
 03/07  01:00:00,9478623.9918672,2272293.77902918,0.0 
 03/07  02:00:00,9478623.9918672,2682360.07203188,0.0 
 03/07  03:00:00,9478623.9918672,2951944.35022424,0.0 
 03/07  04:00:00,9478623.9918672,3165359.39513518,0.0 
 03/07  05:00:00,9478623.9918672,4536679.74675818,0.0 
 03/07  06:00:00,9478623.9918672,765561090.940409,0.0 
 03/07  07:00:00,14017756.3489872,612520143.65218,2.444085151515151E-004 
 03/07  08:00:00,313706999.227074,606898292.251132,4.325677287878787E-002 
 03/07  09:00:00,243882301.639461,495163277.705681,5.853638650505051E-002 
 03/07  10:00:00,246618759.604858,392799634.086029,8.860679672727272E-002 
 03/07  11:00:00,243291691.239494,314005560.463267,8.860679672727272E-002 
 03/07  12:00:00,243255053.904505,240280561.313075,0.109565663393939 
 03/07  13:00:00,243813944.265959,230530239.506407,0.157407058282828 
 03/07  14:00:00,246883063.283354,237105335.712254,0.157407058282828 
 03/07  15:00:00,243229628.659168,194676001.881,0.151238988212121 
 03/07  16:00:00,242704578.547197,159492487.936118,8.787357118181820E-002 
 03/07  17:00:00,252142422.718227,133624424.144252,6.038522895959597E-002 
 03/07  18:00:00,340591588.602471,130488118.956473,3.007041022222222E-002 
 03/07  19:00:00,470351466.855814,91272974.7846826,1.503520511111111E-002 
 03/07  20:00:00,163453733.055814,0.0,0.0 
 03/07  21:00:00,12249030.8975472,0.0,0.0 
 03/07  22:00:00,12249030.8975472,0.0,0.0 
 03/07  23:00:00,11560350.5404272,0.0,0.0 
 03/07  24:00:00,10182989.8261872,0.0,0.0 
 03/08  01:00:00,9478623.9918672,0.0,0.0 
 03/08  02:00:00,9478623.9918672,0.0,0.0 
 03/08  03:00:00,9478623.9918672,320683.608788598,0.0 
 03/08  04:00:00,9478623.9918672,1052626.28616391,0.0 
 03/08  05:00:00,9478623.9918672,2112259.72760272,0.0 
 03/08  06:00:00,9478623.9918672,695004839.063429,0.0 
 03/08  07:00:00,14017756.3489872,551371805.446245,2.444085151515151E-004 
 03/08  08:00:00,270609520.003013,561321794.037449,4.325677287878787E-002 
 03/08  09:00:00,242230758.419143,428950895.258169,5.853638650505051E-002 
 03/08  10:00:00,246291786.385646,330705896.342655,8.860679672727272E-002 
 03/08  11:00:00,243090801.778565,263413439.724621,8.860679672727272E-002 
 03/08  12:00:00,243084612.494461,208049077.302403,0.109565663393939 
 03/08  13:00:00,242366768.64536,183245345.550327,0.157407058282828 
 03/08  14:00:00,242410276.190475,161053242.169539,0.157407058282828 
 03/08  15:00:00,242741526.339323,143061393.346783,0.151238988212121 
 03/08  16:00:00,242549764.068971,127893080.693157,8.787357118181820E-002 
 03/08  17:00:00,251499396.847605,108072730.846091,6.038522895959597E-002 
 03/08  18:00:00,333071216.01624,104157083.863726,3.007041022222222E-002 
 03/08  19:00:00,470351466.855814,65746496.708234,1.503520511111111E-002 
 03/08  20:00:00,163453733.055814,0.0,0.0 
 03/08  21:00:00,12249030.8975472,0.0,0.0 
 03/08  22:00:00,12249030.8975472,0.0,0.0 
 03/08  23:00:00,11560350.5404272,0.0,0.0 
 03/08  24:00:00,10182989.8261872,0.0,0.0 
 03/09  01:00:00,9478623.9918672,0.0,0.0 
 03/09  02:00:00,9478623.9918672,0.0,0.0 
 03/09  03:00:00,9478623.9918672,0.0,0.0 
 03/09  04:00:00,9478623.9918672,0.0,0.0 
 03/09  05:00:00,9478623.9918672,434441.619981694,0.0 
 03/09  06:00:00,9478623.9918672,643067881.346817,0.0 
 03/09  07:00:00,14017756.3489872,499181249.926559,2.444085151515151E-004 
 03/09  08:00:00,352117799.341662,448029381.977372,4.325677287878787E-002 
 03/09  09:00:00,269944579.79639,386409757.908908,5.853638650505051E-002 
 03/09  10:00:00,255184164.22524,313759029.357597,8.860679672727272E-002 
 03/09  11:00:00,248665407.951322,268034851.500072,8.860679672727272E-002 
 03/09  12:00:00,248490235.171643,251101231.071303,0.109565663393939 
 03/09  13:00:00,247775290.144857,264854556.726,0.157407058282828 
 03/09  14:00:00,247969696.964431,268388928.505353,0.157407058282828 
 03/09  15:00:00,248576011.944432,271149995.459291,0.151238988212121 
 03/09  16:00:00,249465261.150721,298720778.957101,8.787357118181820E-002 
 03/09  17:00:00,270383067.831168,228208032.808971,6.038522895959597E-002 
 03/09  18:00:00,326988980.606515,208392594.878495,3.007041022222222E-002 
 03/09  19:00:00,470351466.855814,169857333.073183,1.503520511111111E-002 
 03/09  20:00:00,163453733.055814,0.0,0.0 
 03/09  21:00:00,12249030.8975472,0.0,0.0 
 03/09  22:00:00,12249030.8975472,1624232.27450667,0.0 
 03/09  23:00:00,11560350.5404272,3373533.29904077,0.0 
 03/09  24:00:00,10182989.8261872,4587052.43558901,0.0 
 03/10  01:00:00,9478623.9918672,5768526.76153234,0.0 
 03/10  02:00:00,9478623.9918672,6784472.98194398,0.0 
 03/10  03:00:00,9478623.9918672,7659610.11921567,0.0 
 03/10  04:00:00,9478623.9918672,8550533.41555402,0.0 
 03/10  05:00:00,9478623.9918672,11317850.9090603,0.0 
 03/10  06:00:00,9478623.9918672,874854874.646487,0.0 
 03/10  07:00:00,13976389.6002455,731203744.381826,2.444085151515151E-004 
 03/10  08:00:00,282398585.19884,821781426.753722,4.325677287878787E-002 
 03/10  09:00:00,244516231.818885,678102808.500854,5.853638650505051E-002 
 03/10  10:00:00,244140890.721787,542617901.111515,8.860679672727272E-002 
 03/10  11:00:00,242688725.350423,437556846.065724,8.860679672727272E-002 
 03/10  12:00:00,241385607.872321,335689199.26165,0.109565663393939 
 03/10  13:00:00,242341880.357375,302415985.418249,0.157407058282828 
 03/10  14:00:00,240787608.166676,297176184.184943,0.157407058282828 
 03/10  15:00:00,237745520.313026,226636072.234315,0.151238988212121 
 03/10  16:00:00,238755736.03879,194869995.407361,8.787357118181820E-002 
 03/10  17:00:00,242630817.377373,158565113.851395,6.038522895959596E-002 
 03/10  18:00:00,266132247.603286,165503894.45087,3.007041022222222E-002 
 03/10  19:00:00,470351466.855814,128150493.664137,1.503520511111111E-002 
 03/10  20:00:00,163453733.055814,0.0,0.0 
 03/10  21:00:00,12249030.8975472,0.0,0.0 
 03/10  22:00:00,12249030.8975472,0.0,0.0 
 03/10  23:00:00,11560350.5404272,473473.698488573,0.0 
 03/10  24:00:00,10182989.8261872,1636865.92732157,0.0 
 03/11  01:00:00,9478623.9918672,2402721.35892447,0.0 
 03/11  02:00:00,9478623.9918672,2997184.28455644,0.0 
 03/11  03:00:00,9478623.9918672,3607730.93117679,0.0 
 03/11  04:00:00,9478623.9918672,3753624.5257773,0.0 
 03/11  05:00:00,9478623.9918672,3977115.99656135,0.0 
 03/11  06:00:00,9478623.9918672,4448502.5289452,0.0 
 03/11  07:00:00,9478623.9918672,4741970.05850756,0.0 
 03/11  08:00:00,9494309.4690672,4471211.19702872,0.0 
 03/11  09:00:00,10387684.0290672,3309624.71072414,0.0 
 03/11  10:00:00,10387684.0290672,3336266.06942429,0.0 
 03/11  11:00:00,10387684.0290672,2592390.06930858,0.0 
 03/11  12:00:00,10387684.0290672,1680194.20168892,0.0 
 03/11  13:00:00,10387684.0290672,233739.806861604,0.0 
 03/11  14:00:00,10387684.0290672,0.0,0.0 
 03/11  15:00:00,10387684.0290672,0.0,0.0 
 03/11  16:00:00,10387684.0290672,86270.5854833279,0.0 
 03/11  17:00:00,10387684.0290672,1194663.81433078,0.0 
 03/11  18:00:00,10387684.0290672,2284106.81870233,0.0 
 03/11  19:00:00,9494309.4690672,2910772.61012862,0.0 
 03/11  20:00:00,9494309.4690672,3318557.01323071,0.0 
 03/11  21:00:00,9494309.4690672,3650198.21698579,0.0 
 03/11  22:00:00,9494309.4690672,3988261.4036853,0.0 
 03/11  23:00:00,9494309.4690672,4221668.5421651,0.0 
 03/11  24:00:00,9494309.4690672,4415705.3692271,0.0 
 03/12  01:00:00,9478623.9918672,5042405.26317199,0.0 
 03/12  02:00:00,9478623.9918672,5576503.7318445,0.0 
 03/12  03:00:00,9478623.9918672,6263983.58221188,0.0 
 03/12  04:00:00,9478623.9918672,7130006.42293698,0.0 
 03/12  05:00:00,9478623.9918672,8662407.02040179,0.0 
 03/12  06:00:00,9478623.9918672,9966798.48620693,0.0 
 03/12  07:00:00,9478623.9918672,11465858.3095,0.0 
 03/12  08:00:00,9494309.4690672,10807685.1039898,0.0 
 03/12  09:00:00,9494309.4690672,6899578.26083995,0.0 
 03/12  10:00:00,9494309.4690672,2934803.62670898,0.0 
 03/12  11:00:00,9494309.4690672,1623110.72526414,0.0 
 03/12  12:00:00,9494309.4690672,392884.254711874,0.0 
 03/12  13:00:00,9494309.4690672,0.0,0.0 
 03/12  14:00:00,9494309.4690672,0.0,0.0 
 03/12  15:00:00,9494309.4690672,0.0,0.0 
 03/12  16:00:00,9494309.4690672,0.0,0.0 
 03/12  17:00:00,9494309.4690672,90605.3734554987,0.0 
 03/12  18:00:00,9494309.4690672,1624049.78654783,0.0 
 03/12  19:00:00,9494309.4690672,2535521.0277036,0.0 
 03/12  20:00:00,9494309.4690672,3401050.09390842,0.0 
 03/12  21:00:00,9494309.4690672,3500836.86960263,0.0 
 03/12  22:00:00,9494309.4690672,3931806.6716374,0.0 
 03/12  23:00:00,9494309.4690672,4987170.95762245,0.0 
 03/12  24:00:00,9494309.4690672,6137234.77094141,0.0 
 03/13  01:00:00,9478623.9918672,7434584.88175008,0.0 
 03/13  02:00:00,9478623.9918672,8657283.01749842,0.0 
 03/13  03:00:00,9478623.9918672,10916999.2807741,0.0 
 03/13  04:00:00,9478623.9918672,13765643.1430048,0.0 
 03/13  05:00:00,9478623.9918672,17626657.8132189,0.0 
 03/13  06:00:00,9478623.9918672,881046833.570687,0.0 
 03/13  07:00:00,13995926.9502864,773075984.612346,2.444085151515151E-004 
 03/13  08:00:00,328682166.404494,887701543.599701,4.325677287878786E-002 
 03/13  09:00:00,264277000.178958,796295277.650165,5.853638650505051E-002 
 03/13  10:00:00,252364276.103917,676715467.640859,8.860679672727272E-002 
 03/13  11:00:00,247926076.072413,581281619.883093,8.860679672727272E-002 
 03/13  12:00:00,247808085.163395,505440438.394711,0.109565663393939 
 03/13  13:00:00,247247733.017626,462051908.60354,0.157407058282828 
 03/13  14:00:00,247396101.484425,417076371.339835,0.157407058282828 
 03/13  15:00:00,246523593.815568,374717872.537577,0.151238988212121 
 03/13  16:00:00,242524236.384232,324075016.873928,8.787357118181820E-002 
 03/13  17:00:00,269519326.538105,242666632.719988,6.038522895959597E-002 
 03/13  18:00:00,355393412.462708,226843999.806331,3.007041022222222E-002 
 03/13  19:00:00,470351466.855814,184212379.289712,1.503520511111111E-002 
 03/13  20:00:00,163453733.055814,0.0,0.0 
 03/13  21:00:00,12249030.8975472,0.0,0.0 
 03/13  22:00:00,12249030.8975472,340914.974079917,0.0 
 03/13  23:00:00,11560350.5404272,1719274.2074489,0.0 
 03/13  24:00:00,10182989.8261872,2820759.81582806,0.0 
 03/14  01:00:00,9478623.9918672,3790174.29071575,0.0 
 03/14  02:00:00,9478623.9918672,4659052.13013604,0.0 
 03/14  03:00:00,9478623.9918672,5495686.09466679,0.0 
 03/14  04:00:00,9478623.9918672,6231082.69044896,0.0 
 03/14  05:00:00,9478623.9918672,8033858.98089357,0.0 
 03/14  06:00:00,9478623.9918672,838178230.699385,0.0 
 03/14  07:00:00,13996205.4683673,697512168.194083,2.444085151515151E-004 
 03/14  08:00:00,324103708.182914,770318538.659078,4.325677287878786E-002 
 03/14  09:00:00,262326101.911575,677110972.998503,5.853638650505051E-002 
 03/14  10:00:00,252037769.453741,598321722.619466,8.860679672727272E-002 
 03/14  11:00:00,247728647.695275,532863098.688795,8.860679672727272E-002 
 03/14  12:00:00,247632757.473015,477593411.981341,0.109565663393939 
 03/14  13:00:00,247042297.521292,437610024.705701,0.157407058282828 
 03/14  14:00:00,247219289.65244,394309281.541382,0.157407058282828 
 03/14  15:00:00,247780734.301075,357242778.884915,0.151238988212121 
 03/14  16:00:00,247959085.489862,323082014.013492,8.787357118181820E-002 
 03/14  17:00:00,268627990.270468,225138030.014801,6.038522895959597E-002 
 03/14  18:00:00,346966327.031881,202818248.325986,3.007041022222222E-002 
 03/14  19:00:00,470351466.855814,156771300.887959,1.503520511111111E-002 
 03/14  20:00:00,163453733.055814,0.0,0.0 
 03/14  21:00:00,12249030.8975472,0.0,0.0 
 03/14  22:00:00,12249030.8975472,0.0,0.0 
 03/14  23:00:00,11560350.5404272,0.0,0.0 
 03/14  24:00:00,10182989.8261872,0.0,0.0 
 03/15  01:00:00,9478623.9918672,0.0,0.0 
 03/15  02:00:00,9478623.9918672,367362.457938082,0.0 
 03/15  03:00:00,9478623.9918672,403171.951638768,0.0 
 03/15  04:00:00,9478623.9918672,614985.934551947,0.0 
 03/15  05:00:00,9478623.9918672,1262853.13574792,0.0 
 03/15  06:00:00,9478623.9918672,668216110.8145,0.0 
 03/15  07:00:00,13980771.1323446,524184232.844755,2.444085151515151E-004 
 03/15  08:00:00,294499634.039605,503918345.175489,4.325677287878787E-002 
 03/15  09:00:00,260766372.802738,444298447.038818,5.853638650505051E-002 
 03/15  10:00:00,251741740.292246,378769466.109778,8.860679672727272E-002 
 03/15  11:00:00,247518854.947605,358596616.405023,8.860679672727272E-002 
 03/15  12:00:00,247488482.700746,341584181.960901,0.109565663393939 
 03/15  13:00:00,246868181.162848,358936496.637366,0.157407058282828 
 03/15  14:00:00,245596595.30758,326061757.641919,0.157407058282828 
 03/15  15:00:00,241843123.63517,252527760.568225,0.151238988212121 
 03/15  16:00:00,241129148.083534,262828909.847663,8.787357118181820E-002 
 03/15  17:00:00,244917713.604807,203276806.733418,6.038522895959596E-002 
 03/15  18:00:00,248422829.431934,207877622.718168,3.007041022222222E-002 
 03/15  19:00:00,470351466.855814,157765307.963899,1.503520511111111E-002 
 03/15  20:00:00,163453733.055814,0.0,0.0 
 03/15  21:00:00,12249030.8975472,0.0,0.0 
 03/15  22:00:00,12249030.8975472,307849.709860431,0.0 
 03/15  23:00:00,11560350.5404272,1676609.24705314,0.0 
 03/15  24:00:00,10182989.8261872,2593935.60703573,0.0 
 03/16  01:00:00,9478623.9918672,3254138.50165261,0.0 
 03/16  02:00:00,9478623.9918672,3965777.39651503,0.0 
 03/16  03:00:00,9478623.9918672,4607725.54630655,0.0 
 03/16  04:00:00,9478623.9918672,5273610.03426496,0.0 
 03/16  05:00:00,9478623.9918672,6484344.44466903,0.0 
 03/16  06:00:00,9478623.9918672,785049022.258755,0.0 
 03/16  07:00:00,13897766.9319511,631930389.864337,2.444085151515151E-004 
 03/16  08:00:00,252473221.60767,666387217.507125,4.325677287878787E-002 
 03/16  09:00:00,244519409.61866,537045567.129937,5.853638650505051E-002 
 03/16  10:00:00,251399345.837353,456294684.992715,8.860679672727272E-002 
 03/16  11:00:00,247344813.326806,398371385.039292,8.860679672727272E-002 
 03/16  12:00:00,247319128.795978,359138520.574187,0.109565663393939 
 03/16  13:00:00,246730274.489066,349092420.168414,0.157407058282828 
 03/16  14:00:00,246886831.157849,328629629.690316,0.157407058282828 
 03/16  15:00:00,247409712.542982,306555209.692511,0.151238988212121 
 03/16  16:00:00,247480388.727445,328774710.455037,8.787357118181820E-002 
 03/16  17:00:00,264772692.294275,238574358.30187,6.038522895959597E-002 
 03/16  18:00:00,338971702.286748,217821031.637126,3.007041022222222E-002 
 03/16  19:00:00,470351466.855814,172404462.269965,1.503520511111111E-002 
 03/16  20:00:00,163453733.055814,0.0,0.0 
 03/16  21:00:00,12249030.8975472,0.0,0.0 
 03/16  22:00:00,12249030.8975472,667462.51169567,0.0 
 03/16  23:00:00,11560350.5404272,2115144.26633507,0.0 
 03/16  24:00:00,10182989.8261872,3046607.40159836,0.0 
 03/17  01:00:00,9478623.9918672,3898407.94848433,0.0 
 03/17  02:00:00,9478623.9918672,4587423.34629779,0.0 
 03/17  03:00:00,9478623.9918672,5087353.47463519,0.0 
 03/17  04:00:00,9478623.9918672,5789832.13637879,0.0 
 03/17  05:00:00,9478623.9918672,7402044.26161062,0.0 
 03/17  06:00:00,9478623.9918672,821906024.38608,0.0 
 03/17  07:00:00,13958086.5642447,668194635.216726,2.444085151515151E-004 
 03/17  08:00:00,271476106.123526,722801894.732114,4.325677287878786E-002 
 03/17  09:00:00,247188883.564723,596253469.114876,5.853638650505051E-002 
 03/17  10:00:00,250953417.146391,509816718.289832,8.860679672727272E-002 
 03/17  11:00:00,245784405.698462,430141227.498935,8.860679672727272E-002 
 03/17  12:00:00,243469234.516128,349645392.794255,0.109565663393939 
 03/17  13:00:00,246660472.144046,351586939.927317,0.157407058282828 
 03/17  14:00:00,246806099.636576,333674839.486441,0.157407058282828 
 03/17  15:00:00,247283714.746939,337987201.375381,0.151238988212121 
 03/17  16:00:00,247379794.185227,327661953.944886,8.787357118181820E-002 
 03/17  17:00:00,264108419.852188,246272192.942849,6.038522895959597E-002 
 03/17  18:00:00,335869140.172501,232615870.97222,3.007041022222222E-002 
 03/17  19:00:00,470351466.855814,188167050.077237,1.503520511111111E-002 
 03/17  20:00:00,163453733.055814,0.0,0.0 
 03/17  21:00:00,12249030.8975472,19516.1155017811,0.0 
 03/17  22:00:00,12249030.8975472,1404806.95129011,0.0 
 03/17  23:00:00,11560350.5404272,2993451.45823505,0.0 
 03/17  24:00:00,10182989.8261872,3817167.65648542,0.0 
 03/18  01:00:00,9478623.9918672,4332054.77410181,0.0 
 03/18  02:00:00,9478623.9918672,5402877.06270774,0.0 
 03/18  03:00:00,9478623.9918672,5946265.49557064,0.0 
 03/18  04:00:00,9478623.9918672,6387032.60804121,0.0 
 03/18  05:00:00,9478623.9918672,6886150.06262442,0.0 
 03/18  06:00:00,9478623.9918672,7634583.8043099,0.0 
 03/18  07:00:00,9478623.9918672,8548886.20367263,0.0 
 03/18  08:00:00,9494309.4690672,8983880.74309538,0.0 
 03/18  09:00:00,10387684.0290672,8403699.2450605,0.0 
 03/18  10:00:00,10387684.0290672,7450452.61875998,0.0 
 03/18  11:00:00,10387684.0290672,6458218.31857311,0.0 
 03/18  12:00:00,10387684.0290672,5619637.8713713,0.0 
 03/18  13:00:00,10387684.0290672,5134486.43194976,0.0 
 03/18  14:00:00,10387684.0290672,5088883.95370497,0.0 
 03/18  15:00:00,10387684.0290672,5231297.52473283,0.0 
 03/18  16:00:00,10387684.0290672,5830852.56730477,0.0 
 03/18  17:00:00,10387684.0290672,6734374.37177157,0.0 
 03/18  18:00:00,10387684.0290672,7821687.40665808,0.0 
 03/18  19:00:00,9494309.4690672,8891548.72984669,0.0 
 03/18  20:00:00,9494309.4690672,7596001.64817608,0.0 
 03/18  21:00:00,9494309.4690672,6603905.80148846,0.0 
 03/18  22:00:00,9494309.4690672,6123568.2849252,0.0 
 03/18  23:00:00,9494309.4690672,5663463.03616336,0.0 
 03/18  24:00:00,9494309.4690672,5144981.68567054,0.0 
 03/19  01:00:00,9478623.9918672,4682004.52984537,0.0 
 03/19  02:00:00,9478623.9918672,4417894.12573072,0.0 
 03/19  03:00:00,9478623.9918672,3821466.06910049,0.0 
 03/19  04:00:00,9478623.9918672,4083014.26877329,0.0 
 03/19  05:00:00,9478623.9918672,3738163.91390644,0.0 
 03/19  06:00:00,9478623.9918672,3165022.72036947,0.0 
 03/19  07:00:00,9478623.9918672,2376595.89431782,0.0 
 03/19  08:00:00,9494309.4690672,636574.573006262,0.0 
 03/19  09:00:00,9494309.4690672,0.0,0.0 
 03/19  10:00:00,9494309.4690672,0.0,0.0 
 03/19  11:00:00,9494309.4690672,0.0,0.0 
 03/19  12:00:00,9494309.4690672,0.0,0.0 
 03/19  13:00:00,9494309.4690672,0.0,0.0 
 03/19  14:00:00,9494309.4690672,0.0,0.0 
 03/19  15:00:00,9494309.4690672,0.0,0.0 
 03/19  16:00:00,9494309.4690672,0.0,0.0 
 03/19  17:00:00,9494309.4690672,0.0,0.0 
 03/19  18:00:00,9494309.4690672,0.0,0.0 
 03/19  19:00:00,9494309.4690672,0.0,0.0 
 03/19  20:00:00,9494309.4690672,0.0,0.0 
 03/19  21:00:00,9494309.4690672,0.0,0.0 
 03/19  22:00:00,9494309.4690672,422407.738313536,0.0 
 03/19  23:00:00,9494309.4690672,626823.879964636,0.0 
 03/19  24:00:00,9494309.4690672,933960.264500616,0.0 
 03/20  01:00:00,9478623.9918672,1508046.67367561,0.0 
 03/20  02:00:00,9478623.9918672,1618358.64636888,0.0 
 03/20  03:00:00,9478623.9918672,1595348.75578266,0.0 
 03/20  04:00:00,9478623.9918672,1925341.66879962,0.0 
 03/20  05:00:00,9478623.9918672,3807758.74351635,0.0 
 03/20  06:00:00,9478623.9918672,798297138.073896,0.0 
 03/20  07:00:00,13916927.6988926,682996101.396977,2.444085151515151E-004 
 03/20  08:00:00,257846126.153981,727475526.738803,4.325677287878787E-002 
 03/20  09:00:00,244228008.039736,587374657.660448,5.853638650505051E-002 
 03/20  10:00:00,249343546.362035,470181457.516589,8.860679672727272E-002 
 03/20  11:00:00,245371047.584322,366916991.504931,8.860679672727272E-002 
