Class,Object,Field,Default,Minimum,Maximum,Distribution,Type,Group
Lights,Level1Z1:Zone8 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,263
Lights,Level1Z1:Zone8 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,264
ElectricEquipment,Level1Z1:Zone8 Computing gain 1,Design Level,289.536,256.818432,309.80352,Uniform,Float,265
ElectricEquipment,Level1Z1:Zone8 Computing gain 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,266
ElectricEquipment,Level1Z1:Zone8 Equipment 2,Design Level,289.536,256.818432,309.80352,Uniform,Float,267
ElectricEquipment,Level1Z1:Zone8 Equipment 2,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,268
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone8 Infiltration,Design Flow Rate,0.010482,0.010480329,0.010483671,Uniform,Float,269
People,People Level1Z1:Zone10,Number of People,5.1683043,1.116353729,9.220254871,Uniform,Float,270
People,People Level1Z1:Zone10,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,271
Lights,Level1Z1:Zone10 General lighting,Lighting Level,931.226,877.214892,1015.03634,Uniform,Float,272
Lights,Level1Z1:Zone10 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,273
Lights,Level1Z1:Zone10 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,274
ElectricEquipment,Level1Z1:Zone10 Computing gain 1,Design Level,279.3678,247.7992386,298.923546,Uniform,Float,275
ElectricEquipment,Level1Z1:Zone10 Computing gain 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,276
ElectricEquipment,Level1Z1:Zone10 Equipment 2,Design Level,279.3678,247.7992386,298.923546,Uniform,Float,277
ElectricEquipment,Level1Z1:Zone10 Equipment 2,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,278
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone10 Infiltration,Design Flow Rate,0.010114,0.010112329,0.010115671,Uniform,Float,279
Lights,Level1Z1:Zone28 General lighting,Lighting Level,160.852,151.522584,175.32868,Uniform,Float,280
Lights,Level1Z1:Zone28 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,281
Lights,Level1Z1:Zone28 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,282
People,People Level1Z1:Zone11,Number of People,4.0709361,0.879322198,7.262550002,Uniform,Float,283
People,People Level1Z1:Zone11,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,284
Lights,Level1Z1:Zone11 General lighting,Lighting Level,733.502,690.958884,799.51718,Uniform,Float,285
Lights,Level1Z1:Zone11 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,286
Lights,Level1Z1:Zone11 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,287
ElectricEquipment,Level1Z1:Zone11 Computing gain 1,Design Level,220.0506,195.1848822,235.454142,Uniform,Float,288
ElectricEquipment,Level1Z1:Zone11 Computing gain 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,289
ElectricEquipment,Level1Z1:Zone11 Equipment 2,Design Level,220.0506,195.1848822,235.454142,Uniform,Float,290
ElectricEquipment,Level1Z1:Zone11 Equipment 2,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,291
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone11 Infiltration,Design Flow Rate,0.007967,0.007965329,0.007968671,Uniform,Float,292
People,People Level1Z1:Zone13,Number of People,5.1442728,1.111162925,9.177382675,Uniform,Float,293
People,People Level1Z1:Zone13,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,294
Lights,Level1Z1:Zone13 General lighting,Lighting Level,926.896,873.136032,1010.31664,Uniform,Float,295
Lights,Level1Z1:Zone13 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,296
Lights,Level1Z1:Zone13 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,297
ElectricEquipment,Level1Z1:Zone13 Computing gain 1,Design Level,278.0688,246.6470256,297.533616,Uniform,Float,298
ElectricEquipment,Level1Z1:Zone13 Computing gain 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,299
ElectricEquipment,Level1Z1:Zone13 Equipment 2,Design Level,278.0688,246.6470256,297.533616,Uniform,Float,300
ElectricEquipment,Level1Z1:Zone13 Equipment 2,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,301
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone13 Infiltration,Design Flow Rate,0.009863,0.009861329,0.009864671,Uniform,Float,302
People,People Level2:Zone4,Number of People,6.1040343,1.318471409,10.88959719,Uniform,Float,303
People,People Level2:Zone4,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,304
Lights,Level2:Zone4 General lighting,Lighting Level,1099.826,1036.036092,1198.81034,Uniform,Float,305
Lights,Level2:Zone4 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,306
Lights,Level2:Zone4 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,307
ElectricEquipment,Level2:Zone4 Equipment 1,Design Level,647.2476,574.1086212,692.554932,Uniform,Float,308
ElectricEquipment,Level2:Zone4 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,309
WaterUse:Equipment,DHW Level2:Zone4,Peak Flow Rate,3.39E-07,2.31E-07,4.97E-07,Uniform,Float,310
ZoneInfiltration:DesignFlowRate,Level2:Zone4 Infiltration,Design Flow Rate,0.011945,0.011943329,0.011946671,Uniform,Float,311
People,People Level2:Zone5,Number of People,5.8526193,1.264165769,10.44107283,Uniform,Float,312
People,People Level2:Zone5,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,313
Lights,Level2:Zone5 General lighting,Lighting Level,1054.526,993.363492,1149.43334,Uniform,Float,314
Lights,Level2:Zone5 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,315
Lights,Level2:Zone5 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,316
ElectricEquipment,Level2:Zone5 Equipment 1,Design Level,620.5886,550.4620882,664.029802,Uniform,Float,317
ElectricEquipment,Level2:Zone5 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,318
WaterUse:Equipment,DHW Level2:Zone5,Peak Flow Rate,3.25E-07,2.22E-07,4.76E-07,Uniform,Float,319
ZoneInfiltration:DesignFlowRate,Level2:Zone5 Infiltration,Design Flow Rate,0.011221,0.011219329,0.011222671,Uniform,Float,320
People,People Level2:Zone10,Number of People,2.554276259,0.551723672,4.556828846,Uniform,Float,321
People,People Level2:Zone10,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,322
ZoneInfiltration:DesignFlowRate,Level2:Zone10 Infiltration,Design Flow Rate,0.004729,0.004727329,0.004730671,Uniform,Float,323
People,People Level2:Zone3,Number of People,5.5555167,1.199991607,9.911041793,Uniform,Float,324
People,People Level2:Zone3,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,325
Lights,Level2:Zone3 General lighting,Lighting Level,1000.994,942.936348,1091.08346,Uniform,Float,326
Lights,Level2:Zone3 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,327
Lights,Level2:Zone3 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,328
ElectricEquipment,Level2:Zone3 Equipment 1,Design Level,589.085,522.518395,630.32095,Uniform,Float,329
ElectricEquipment,Level2:Zone3 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,330
WaterUse:Equipment,DHW Level2:Zone3,Peak Flow Rate,3.09E-07,2.11E-07,4.53E-07,Uniform,Float,331
ZoneInfiltration:DesignFlowRate,Level2:Zone3 Infiltration,Design Flow Rate,0.010652,0.010650329,0.010653671,Uniform,Float,332
People,People Level2:Zone36,Number of People,8.523715176,1.841122478,15.20630787,Uniform,Float,333
People,People Level2:Zone36,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,334
Lights,Level2:Zone36 General lighting,Lighting Level,363.2265,342.159363,395.916885,Uniform,Float,335
Lights,Level2:Zone36 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,336
Lights,Level2:Zone36 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,337
ElectricEquipment,Level2:Zone36 Equipment 1,Design Level,134.3938,119.2073006,143.801366,Uniform,Float,338
ElectricEquipment,Level2:Zone36 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,339
ZoneInfiltration:DesignFlowRate,Level2:Zone36 Infiltration,Design Flow Rate,0.01578,0.015778329,0.015781671,Uniform,Float,340
People,People Level2:Zone6,Number of People,7.1795133,1.550774873,12.80825173,Uniform,Float,341
People,People Level2:Zone6,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,342
Lights,Level2:Zone6 General lighting,Lighting Level,1293.606,1218.576852,1410.03054,Uniform,Float,343
Lights,Level2:Zone6 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,344
Lights,Level2:Zone6 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,345
ElectricEquipment,Level2:Zone6 Equipment 1,Design Level,761.2871,675.2616577,814.577197,Uniform,Float,346
ElectricEquipment,Level2:Zone6 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,347
WaterUse:Equipment,DHW Level2:Zone6,Peak Flow Rate,3.99E-07,2.72E-07,5.85E-07,Uniform,Float,348
ZoneInfiltration:DesignFlowRate,Level2:Zone6 Infiltration,Design Flow Rate,0.01405,0.014048329,0.014051671,Uniform,Float,349
People,People Level2:Zone12,Number of People,7.1795133,1.550774873,12.80825173,Uniform,Float,350
People,People Level2:Zone12,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,351
Lights,Level2:Zone12 General lighting,Lighting Level,1293.606,1218.576852,1410.03054,Uniform,Float,352
Lights,Level2:Zone12 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,353
Lights,Level2:Zone12 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,354
ElectricEquipment,Level2:Zone12 Equipment 1,Design Level,761.2871,675.2616577,814.577197,Uniform,Float,355
ElectricEquipment,Level2:Zone12 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,356
WaterUse:Equipment,DHW Level2:Zone12,Peak Flow Rate,3.99E-07,2.72E-07,5.85E-07,Uniform,Float,357
ZoneInfiltration:DesignFlowRate,Level2:Zone12 Infiltration,Design Flow Rate,0.01405,0.014048329,0.014051671,Uniform,Float,358
Lights,Level2:Zone26 General lighting,Lighting Level,220.252,207.477384,240.07468,Uniform,Float,359
Lights,Level2:Zone26 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,360
Lights,Level2:Zone26 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,361
ElectricEquipment,Level2:Zone26 Equipment 1,Design Level,129.6183,114.9714321,138.691581,Uniform,Float,362
ElectricEquipment,Level2:Zone26 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,363
ZoneInfiltration:DesignFlowRate,Level2:Zone26 Infiltration,Design Flow Rate,0.002392,0.002390329,0.002393671,Uniform,Float,364
People,People Level2:Zone7,Number of People,5.9473356,1.28462449,10.61004671,Uniform,Float,365
People,People Level2:Zone7,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,366
Lights,Level2:Zone7 General lighting,Lighting Level,1071.592,1009.439664,1168.03528,Uniform,Float,367
Lights,Level2:Zone7 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,368
Lights,Level2:Zone7 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,369
ElectricEquipment,Level2:Zone7 Equipment 1,Design Level,630.6319,559.3704953,674.776133,Uniform,Float,370
ElectricEquipment,Level2:Zone7 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,371
WaterUse:Equipment,DHW Level2:Zone7,Peak Flow Rate,3.31E-07,2.26E-07,4.85E-07,Uniform,Float,372
ZoneInfiltration:DesignFlowRate,Level2:Zone7 Infiltration,Design Flow Rate,0.011639,0.011637329,0.011640671,Uniform,Float,373
People,People Level2:Zone1,Number of People,4.9311972,1.065138595,8.797255805,Uniform,Float,374
People,People Level2:Zone1,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,375
Lights,Level2:Zone1 General lighting,Lighting Level,888.504,836.970768,968.46936,Uniform,Float,376
Lights,Level2:Zone1 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,377
Lights,Level2:Zone1 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,378
ElectricEquipment,Level2:Zone1 Equipment 1,Design Level,522.8846,463.7986402,559.486522,Uniform,Float,379
ElectricEquipment,Level2:Zone1 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,380
WaterUse:Equipment,DHW Level2:Zone1,Peak Flow Rate,2.74E-07,1.87E-07,4.01E-07,Uniform,Float,381
ZoneInfiltration:DesignFlowRate,Level2:Zone1 Infiltration,Design Flow Rate,0.00965,0.009648329,0.009651671,Uniform,Float,382
People,People Level2:Zone18,Number of People,5.0340165,1.087347564,8.980685436,Uniform,Float,383
People,People Level2:Zone18,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,384
Lights,Level2:Zone18 General lighting,Lighting Level,907.03,854.42226,988.6627,Uniform,Float,385
Lights,Level2:Zone18 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,386
Lights,Level2:Zone18 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,387
ElectricEquipment,Level2:Zone18 Equipment 1,Design Level,533.7872,473.4692464,571.152304,Uniform,Float,388
ElectricEquipment,Level2:Zone18 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,389
WaterUse:Equipment,DHW Level2:Zone18,Peak Flow Rate,2.80E-07,1.91E-07,4.10E-07,Uniform,Float,390
ZoneInfiltration:DesignFlowRate,Level2:Zone18 Infiltration,Design Flow Rate,0.009851,0.009849329,0.009852671,Uniform,Float,391
People,People Level2:Zone25,Number of People,1.336684796,0.288723916,2.384645676,Uniform,Float,392
People,People Level2:Zone25,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,393
People,People Level2:Zone29,Number of People,12.5783424,2.716921958,22.43976284,Uniform,Float,394
People,People Level2:Zone29,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,395
Lights,Level2:Zone29 General lighting,Lighting Level,2266.368,2134.918656,2470.34112,Uniform,Float,396
Lights,Level2:Zone29 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,397
Lights,Level2:Zone29 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,398
ElectricEquipment,Level2:Zone29 Equipment 1,Design Level,679.9104,603.0805248,727.504128,Uniform,Float,399
ElectricEquipment,Level2:Zone29 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,400
WaterUse:Equipment,DHW Level2:Zone29,Peak Flow Rate,6.99E-07,4.77E-07,1.02E-06,Uniform,Float,401
ZoneInfiltration:DesignFlowRate,Level2:Zone29 Infiltration,Design Flow Rate,0.024615,0.024613329,0.024616671,Uniform,Float,402
People,People Level2:Zone35,Number of People,7.547302379,1.630217314,13.46438744,Uniform,Float,403
People,People Level2:Zone35,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,404
ElectricEquipment,Level2:Zone35 Equipment 1,Design Level,118.9987,105.5518469,127.328609,Uniform,Float,405
ElectricEquipment,Level2:Zone35 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,406
ZoneInfiltration:DesignFlowRate,Level2:Zone35 Infiltration,Design Flow Rate,0.034816,0.034814329,0.034817671,Uniform,Float,407
People,People Level2:Zone30,Number of People,1.944354128,0.419980492,3.468727764,Uniform,Float,408
People,People Level2:Zone30,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,409
Lights,Level2:Zone30 General lighting,Lighting Level,82.856,78.050352,90.31304,Uniform,Float,410
Lights,Level2:Zone30 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,411
Lights,Level2:Zone30 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,412
ZoneInfiltration:DesignFlowRate,Level2:Zone30 Infiltration,Design Flow Rate,0.003598,0.003596329,0.003599671,Uniform,Float,413
Lights,Level2:Zone37 General lighting,Lighting Level,96.579,90.977418,105.27111,Uniform,Float,414
Lights,Level2:Zone37 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,415
Lights,Level2:Zone37 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,416
People,People Level2:Zone34,Number of People,1.327496617,0.286739269,2.368253965,Uniform,Float,417
People,People Level2:Zone34,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,418
ZoneInfiltration:DesignFlowRate,Level2:Zone34 Infiltration,Design Flow Rate,0.002564,0.002562329,0.002565671,Uniform,Float,419
People,People Level0:Zone2,Number of People,2.4850902,0.536779483,4.433400917,Uniform,Float,420
People,People Level0:Zone2,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,421
Lights,Level0:Zone2 General lighting,Lighting Level,447.764,421.793688,488.06276,Uniform,Float,422
Lights,Level0:Zone2 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,423
Lights,Level0:Zone2 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,424
ElectricEquipment,Level0:Zone2 Equipment 1,Design Level,263.5091,233.7325717,281.954737,Uniform,Float,425
ElectricEquipment,Level0:Zone2 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,426
ZoneInfiltration:DesignFlowRate,Level0:Zone2 Infiltration,Design Flow Rate,0.005164,0.005162329,0.005165671,Uniform,Float,427
People,People Level0:Zone35,Number of People,3.3240171,0.717987694,5.930046506,Uniform,Float,428
People,People Level0:Zone35,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,429
Lights,Level0:Zone35 General lighting,Lighting Level,598.922,564.184524,652.82498,Uniform,Float,430
Lights,Level0:Zone35 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,431
Lights,Level0:Zone35 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,432
ElectricEquipment,Level0:Zone35 Equipment 1,Design Level,352.4656,312.6369872,377.138192,Uniform,Float,433
ElectricEquipment,Level0:Zone35 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,434
ZoneInfiltration:DesignFlowRate,Level0:Zone35 Infiltration,Design Flow Rate,0.006505,0.006503329,0.006506671,Uniform,Float,435
People,People Level0:Zone28,Number of People,1.6540332,0.357271171,2.950795229,Uniform,Float,436
People,People Level0:Zone28,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,437
Lights,Level0:Zone28 General lighting,Lighting Level,298.024,280.738608,324.84616,Uniform,Float,438
Lights,Level0:Zone28 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,439
Lights,Level0:Zone28 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,440
ElectricEquipment,Level0:Zone28 Equipment 1,Design Level,175.3871,155.5683577,187.664197,Uniform,Float,441
ElectricEquipment,Level0:Zone28 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,442
ZoneInfiltration:DesignFlowRate,Level0:Zone28 Infiltration,Design Flow Rate,0.003237,0.003235329,0.003238671,Uniform,Float,443
People,People Level0:Zone6,Number of People,4.233651,0.914468616,7.552833384,Uniform,Float,444
People,People Level0:Zone6,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,445
Lights,Level0:Zone6 General lighting,Lighting Level,762.82,718.57644,831.4738,Uniform,Float,446
Lights,Level0:Zone6 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,447
Lights,Level0:Zone6 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,448
ElectricEquipment,Level0:Zone6 Equipment 1,Design Level,448.9196,398.1916852,480.343972,Uniform,Float,449
ElectricEquipment,Level0:Zone6 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,450
ZoneInfiltration:DesignFlowRate,Level0:Zone6 Infiltration,Design Flow Rate,0.008529,0.008527329,0.008530671,Uniform,Float,451
People,People Level0:Zone8,Number of People,2.5253055,0.545465988,4.505145012,Uniform,Float,452
People,People Level0:Zone8,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,453
Lights,Level0:Zone8 General lighting,Lighting Level,455.01,428.61942,495.9609,Uniform,Float,454
Lights,Level0:Zone8 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,455
Lights,Level0:Zone8 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,456
ElectricEquipment,Level0:Zone8 Equipment 1,Design Level,267.7734,237.5150058,286.517538,Uniform,Float,457
ElectricEquipment,Level0:Zone8 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,458
ZoneInfiltration:DesignFlowRate,Level0:Zone8 Infiltration,Design Flow Rate,0.005087,0.005085329,0.005088671,Uniform,Float,459
People,People Level0:Zone11,Number of People,1.657497595,0.358019481,2.956975709,Uniform,Float,460
People,People Level0:Zone11,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,461
ZoneInfiltration:DesignFlowRate,Level0:Zone11 Infiltration,Design Flow Rate,0.003159,0.003157329,0.003160671,Uniform,Float,462
People,People Level0:Zone13,Number of People,4.3869531,0.94758187,7.82632433,Uniform,Float,463
People,People Level0:Zone13,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,464
Lights,Level0:Zone13 General lighting,Lighting Level,790.442,744.596364,861.58178,Uniform,Float,465
Lights,Level0:Zone13 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,466
Lights,Level0:Zone13 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,467
ElectricEquipment,Level0:Zone13 Equipment 1,Design Level,465.1751,412.6103137,497.737357,Uniform,Float,468
ElectricEquipment,Level0:Zone13 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,469
WaterUse:Equipment,DHW Level0:Zone13,Peak Flow Rate,2.44E-07,1.66E-07,3.57E-07,Uniform,Float,470
ZoneInfiltration:DesignFlowRate,Level0:Zone13 Infiltration,Design Flow Rate,0.008838,0.008836329,0.008839671,Uniform,Float,471
People,People Level0:Zone7,Number of People,1.5386598,0.332350517,2.744969083,Uniform,Float,472
People,People Level0:Zone7,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,473
Lights,Level0:Zone7 General lighting,Lighting Level,277.236,261.156312,302.18724,Uniform,Float,474
Lights,Level0:Zone7 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,475
Lights,Level0:Zone7 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,476
ElectricEquipment,Level0:Zone7 Equipment 1,Design Level,163.1534,144.7170658,174.574138,Uniform,Float,477
ElectricEquipment,Level0:Zone7 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,478
ZoneInfiltration:DesignFlowRate,Level0:Zone7 Infiltration,Design Flow Rate,0.0031,0.003098329,0.003101671,Uniform,Float,479
People,People Level0:Zone32,Number of People,164.2705539,35.48243964,293.0586682,Uniform,Float,480
People,People Level0:Zone32,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,481
Lights,Level0:Zone32 General lighting,Lighting Level,29598.298,27881.59672,32262.14482,Uniform,Float,482
Lights,Level0:Zone32 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,483
Lights,Level0:Zone32 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,484
ElectricEquipment,Level0:Zone32 Equipment 1,Design Level,17418.5984,15450.29678,18637.90029,Uniform,Float,485
ElectricEquipment,Level0:Zone32 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,486
WaterUse:Equipment,DHW Level0:Zone32,Peak Flow Rate,9.14E-06,6.23E-06,1.34E-05,Uniform,Float,487
ZoneInfiltration:DesignFlowRate,Level0:Zone32 Infiltration,Design Flow Rate,0.493261,0.493259329,0.493262671,Uniform,Float,488
People,People Level0:Zone1,Number of People,5.1168669,1.10524325,9.12849055,Uniform,Float,489
People,People Level0:Zone1,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,490
Lights,Level0:Zone1 General lighting,Lighting Level,921.958,868.484436,1004.93422,Uniform,Float,491
Lights,Level0:Zone1 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,492
Lights,Level0:Zone1 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,493
ElectricEquipment,Level0:Zone1 Equipment 1,Design Level,542.5723,481.2616301,580.552361,Uniform,Float,494
ElectricEquipment,Level0:Zone1 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,495
WaterUse:Equipment,DHW Level0:Zone1,Peak Flow Rate,2.85E-07,1.94E-07,4.18E-07,Uniform,Float,496
ZoneInfiltration:DesignFlowRate,Level0:Zone1 Infiltration,Design Flow Rate,0.010308,0.010306329,0.010309671,Uniform,Float,497
ZoneInfiltration:DesignFlowRate,Level0:Zone51 Infiltration,Design Flow Rate,0.006068,0.006066329,0.006069671,Uniform,Float,498
People,People Level0:Zone33,Number of People,2.049727281,0.442741093,3.656713469,Uniform,Float,499
People,People Level0:Zone33,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,500
Lights,Level0:Zone33 General lighting,Lighting Level,182.288,171.715296,198.69392,Uniform,Float,501
Lights,Level0:Zone33 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,502
Lights,Level0:Zone33 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,503
ZoneInfiltration:DesignFlowRate,Level0:Zone33 Infiltration,Design Flow Rate,0.00396,0.003958329,0.003961671,Uniform,Float,504
Lights,Level0:Zone27 General lighting,Lighting Level,183.35,172.7157,199.8515,Uniform,Float,505
Lights,Level0:Zone27 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,506
Lights,Level0:Zone27 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,507
ElectricEquipment,Level0:Zone27 Equipment 1,Design Level,107.9015,95.7086305,115.454605,Uniform,Float,508
ElectricEquipment,Level0:Zone27 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,509
People,People Level0:Zone20,Number of People,4.0875306,0.88290661,7.29215459,Uniform,Float,510
People,People Level0:Zone20,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,511
Lights,Level0:Zone20 General lighting,Lighting Level,736.492,693.775464,802.77628,Uniform,Float,512
Lights,Level0:Zone20 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,513
Lights,Level0:Zone20 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,514
ElectricEquipment,Level0:Zone20 Equipment 1,Design Level,433.4255,384.4484185,463.765285,Uniform,Float,515
ElectricEquipment,Level0:Zone20 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,516
ZoneInfiltration:DesignFlowRate,Level0:Zone20 Infiltration,Design Flow Rate,0.008234,0.008232329,0.008235671,Uniform,Float,517
People,People Level0:Zone21,Number of People,4.6494681,1.00428511,8.29465109,Uniform,Float,518
People,People Level0:Zone21,Fraction Radiant,0.3,0.285,0.315,Uniform,Float,519
Lights,Level0:Zone21 General lighting,Lighting Level,837.742,789.152964,913.13878,Uniform,Float,520
Lights,Level0:Zone21 General lighting,Fraction Radiant,0.42,0.399,0.441,Uniform,Float,521
Lights,Level0:Zone21 General lighting,Fraction Visible,0.18,0.171,0.189,Uniform,Float,522
ElectricEquipment,Level0:Zone21 Equipment 1,Design Level,493.0112,437.3009344,527.521984,Uniform,Float,523
ElectricEquipment,Level0:Zone21 Equipment 1,Fraction Radiant,0.2,0.19,0.21,Uniform,Float,524
