# ID,Name,Parameter Type,Description,Search String,Value Type,Value String,Selected Value Index
P359,Level1Z1:Zone12 General lighting Fraction Visible,PARAMETRICS,Lights - Level1Z1:Zone12 General lighting Fraction Visible,@@tag359@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P360,Level1Z1:Zone12 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1Z1:Zone12 General lighting Fraction Replaceable,@@tag360@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P361,Level1Z1:Zone12 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone12 Equipment 1 Design Level,@@tag361@@,DOUBLE,"{411.5654, 365.0585098, 440.374978}",0
P362,Level1Z1:Zone12 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone12 Equipment 1 Fraction Radiant,@@tag362@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P363,DHW Level1Z1:Zone12 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level1Z1:Zone12 Peak Flow Rate,@@tag363@@,DOUBLE,"{6.23e-08, 4.24886e-08, 9.12695e-08}",0
P364,Level1Z1:Zone12 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1Z1:Zone12 Infiltration Design Flow Rate,@@tag364@@,DOUBLE,"{0.002117, 0.0021153288509802, 0.0021186711490197}",0
P365,People Level1Z1:Zone7 Number of People,PARAMETRICS,People - People Level1Z1:Zone7 Number of People,@@tag365@@,DOUBLE,"{1.2700065, 0.2743214039999999, 2.265691596}",0
P366,People Level1Z1:Zone7 Fraction Radiant,PARAMETRICS,People - People Level1Z1:Zone7 Fraction Radiant,@@tag366@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P367,People Level1Z1:Zone7 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1Z1:Zone7 Carbon Dioxide Generation Rate,@@tag367@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P368,Level1Z1:Zone7 General lighting Lighting Level,PARAMETRICS,Lights - Level1Z1:Zone7 General lighting Lighting Level,@@tag368@@,DOUBLE,"{228.83, 215.55786, 249.4247}",0
P369,Level1Z1:Zone7 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1Z1:Zone7 General lighting Fraction Radiant,@@tag369@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P370,Level1Z1:Zone7 General lighting Fraction Visible,PARAMETRICS,Lights - Level1Z1:Zone7 General lighting Fraction Visible,@@tag370@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P371,Level1Z1:Zone7 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1Z1:Zone7 General lighting Fraction Replaceable,@@tag371@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P372,Level1Z1:Zone7 Computing gain 1 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone7 Computing gain 1 Design Level,@@tag372@@,DOUBLE,"{68.649, 60.891663, 73.45443}",0
P373,Level1Z1:Zone7 Computing gain 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone7 Computing gain 1 Fraction Radiant,@@tag373@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P374,Level1Z1:Zone7 Equipment 2 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone7 Equipment 2 Design Level,@@tag374@@,DOUBLE,"{68.649, 60.891663, 73.45443}",0
P375,Level1Z1:Zone7 Equipment 2 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone7 Equipment 2 Fraction Radiant,@@tag375@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P376,DHW Level1Z1:Zone7 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level1Z1:Zone7 Peak Flow Rate,@@tag376@@,DOUBLE,"{7.06e-08, 4.81492e-08, 1.03429e-07}",0
P377,Level1Z1:Zone7 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1Z1:Zone7 Infiltration Design Flow Rate,@@tag377@@,DOUBLE,"{0.002485, 0.0024833288509802, 0.0024866711490197}",0
P378,People Level1Z1:Zone45 Number of People,PARAMETRICS,People - People Level1Z1:Zone45 Number of People,@@tag378@@,DOUBLE,"{0.8647122, 0.1867778351999999, 1.5426465648}",0
P379,People Level1Z1:Zone45 Fraction Radiant,PARAMETRICS,People - People Level1Z1:Zone45 Fraction Radiant,@@tag379@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P380,People Level1Z1:Zone45 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1Z1:Zone45 Carbon Dioxide Generation Rate,@@tag380@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P381,Level1Z1:Zone45 General lighting Lighting Level,PARAMETRICS,Lights - Level1Z1:Zone45 General lighting Lighting Level,@@tag381@@,DOUBLE,"{155.804, 146.767368, 169.82636}",0
P382,Level1Z1:Zone45 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1Z1:Zone45 General lighting Fraction Radiant,@@tag382@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P383,Level1Z1:Zone45 General lighting Fraction Visible,PARAMETRICS,Lights - Level1Z1:Zone45 General lighting Fraction Visible,@@tag383@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P384,Level1Z1:Zone45 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1Z1:Zone45 General lighting Fraction Replaceable,@@tag384@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P385,Level1Z1:Zone45 Computing gain 1 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone45 Computing gain 1 Design Level,@@tag385@@,DOUBLE,"{46.7412, 41.4594444, 50.013084}",0
P386,Level1Z1:Zone45 Computing gain 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone45 Computing gain 1 Fraction Radiant,@@tag386@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P387,Level1Z1:Zone45 Equipment 2 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone45 Equipment 2 Design Level,@@tag387@@,DOUBLE,"{46.7412, 41.4594444, 50.013084}",0
P388,Level1Z1:Zone45 Equipment 2 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone45 Equipment 2 Fraction Radiant,@@tag388@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P389,DHW Level1Z1:Zone45 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level1Z1:Zone45 Peak Flow Rate,@@tag389@@,DOUBLE,"{4.81e-08, 3.2804200000000005e-08, 7.04665e-08}",0
P390,Level1Z1:Zone45 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1Z1:Zone45 Infiltration Design Flow Rate,@@tag390@@,DOUBLE,"{0.001692, 0.0016903288509802, 0.0016936711490197}",0
P391,People Level1Z1:Zone47 Number of People,PARAMETRICS,People - People Level1Z1:Zone47 Number of People,@@tag391@@,DOUBLE,"{1.971759816, 0.425900120256, 3.517619511744}",0
P392,People Level1Z1:Zone47 Fraction Radiant,PARAMETRICS,People - People Level1Z1:Zone47 Fraction Radiant,@@tag392@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P393,People Level1Z1:Zone47 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1Z1:Zone47 Carbon Dioxide Generation Rate,@@tag393@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P394,Level1Z1:Zone47 General lighting Lighting Level,PARAMETRICS,Lights - Level1Z1:Zone47 General lighting Lighting Level,@@tag394@@,DOUBLE,"{456.275, 429.81105, 497.33975}",0
P395,Level1Z1:Zone47 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1Z1:Zone47 General lighting Fraction Radiant,@@tag395@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P396,Level1Z1:Zone47 General lighting Fraction Visible,PARAMETRICS,Lights - Level1Z1:Zone47 General lighting Fraction Visible,@@tag396@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P397,Level1Z1:Zone47 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1Z1:Zone47 General lighting Fraction Replaceable,@@tag397@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P398,Level1Z1:Zone47 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone47 Equipment 1 Design Level,@@tag398@@,DOUBLE,"{770.9222, 683.8079914, 824.886754}",0
P399,Level1Z1:Zone47 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone47 Equipment 1 Fraction Radiant,@@tag399@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P400,DHW Level1Z1:Zone47 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level1Z1:Zone47 Peak Flow Rate,@@tag400@@,DOUBLE,"{1.17e-07, 7.9794e-08, 1.71405e-07}",0
P401,Level1Z1:Zone47 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1Z1:Zone47 Infiltration Design Flow Rate,@@tag401@@,DOUBLE,"{0.003965, 0.0039633288509802, 0.0039666711490197}",0
P402,People Level1Z1:Zone44 Number of People,PARAMETRICS,People - People Level1Z1:Zone44 Number of People,@@tag402@@,DOUBLE,"{0.9587847, 0.2070974951999999, 1.7104719048}",0
P403,People Level1Z1:Zone44 Fraction Radiant,PARAMETRICS,People - People Level1Z1:Zone44 Fraction Radiant,@@tag403@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P404,People Level1Z1:Zone44 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1Z1:Zone44 Carbon Dioxide Generation Rate,@@tag404@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P405,Level1Z1:Zone44 General lighting Lighting Level,PARAMETRICS,Lights - Level1Z1:Zone44 General lighting Lighting Level,@@tag405@@,DOUBLE,"{172.754, 162.734268, 188.30186}",0
P406,Level1Z1:Zone44 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1Z1:Zone44 General lighting Fraction Radiant,@@tag406@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P407,Level1Z1:Zone44 General lighting Fraction Visible,PARAMETRICS,Lights - Level1Z1:Zone44 General lighting Fraction Visible,@@tag407@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P408,Level1Z1:Zone44 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1Z1:Zone44 General lighting Fraction Replaceable,@@tag408@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P409,Level1Z1:Zone44 Computing gain 1 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone44 Computing gain 1 Design Level,@@tag409@@,DOUBLE,"{51.8262, 45.9698394, 55.454034}",0
P410,Level1Z1:Zone44 Computing gain 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone44 Computing gain 1 Fraction Radiant,@@tag410@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P411,Level1Z1:Zone44 Equipment 2 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone44 Equipment 2 Design Level,@@tag411@@,DOUBLE,"{51.8262, 45.9698394, 55.454034}",0
P412,Level1Z1:Zone44 Equipment 2 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone44 Equipment 2 Fraction Radiant,@@tag412@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P413,DHW Level1Z1:Zone44 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level1Z1:Zone44 Peak Flow Rate,@@tag413@@,DOUBLE,"{5.33e-08, 3.63506e-08, 7.80845e-08}",0
P414,Level1Z1:Zone44 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1Z1:Zone44 Infiltration Design Flow Rate,@@tag414@@,DOUBLE,"{0.001876, 0.0018743288509802, 0.0018776711490197}",0
P415,People Level1Z1:Zone2 Number of People,PARAMETRICS,People - People Level1Z1:Zone2 Number of People,@@tag415@@,DOUBLE,"{10.0135653, 2.1629301048, 17.8642004952}",0
P416,People Level1Z1:Zone2 Fraction Radiant,PARAMETRICS,People - People Level1Z1:Zone2 Fraction Radiant,@@tag416@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P417,People Level1Z1:Zone2 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1Z1:Zone2 Carbon Dioxide Generation Rate,@@tag417@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P418,Level1Z1:Zone2 General lighting Lighting Level,PARAMETRICS,Lights - Level1Z1:Zone2 General lighting Lighting Level,@@tag418@@,DOUBLE,"{1804.246, 1699.599732, 1966.62814}",0
P419,Level1Z1:Zone2 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1Z1:Zone2 General lighting Fraction Radiant,@@tag419@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P420,Level1Z1:Zone2 General lighting Fraction Visible,PARAMETRICS,Lights - Level1Z1:Zone2 General lighting Fraction Visible,@@tag420@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P421,Level1Z1:Zone2 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1Z1:Zone2 General lighting Fraction Replaceable,@@tag421@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P422,Level1Z1:Zone2 Computing gain 1 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone2 Computing gain 1 Design Level,@@tag422@@,DOUBLE,"{541.2738, 480.1098606000001, 579.1629660000001}",0
P423,Level1Z1:Zone2 Computing gain 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone2 Computing gain 1 Fraction Radiant,@@tag423@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P424,Level1Z1:Zone2 Equipment 2 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone2 Equipment 2 Design Level,@@tag424@@,DOUBLE,"{541.2738, 480.1098606000001, 579.1629660000001}",0
P425,Level1Z1:Zone2 Equipment 2 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone2 Equipment 2 Fraction Radiant,@@tag425@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P426,DHW Level1Z1:Zone2 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level1Z1:Zone2 Peak Flow Rate,@@tag426@@,DOUBLE,"{5.57e-07, 3.79874e-07, 8.16005e-07}",0
P427,Level1Z1:Zone2 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1Z1:Zone2 Infiltration Design Flow Rate,@@tag427@@,DOUBLE,"{0.019596, 0.0195943288509802, 0.0195976711490197}",0
P428,People Level1Z1:Zone43 Number of People,PARAMETRICS,People - People Level1Z1:Zone43 Number of People,@@tag428@@,DOUBLE,"{7.0987497, 1.5333299352000005, 12.6641694648}",0
P429,People Level1Z1:Zone43 Fraction Radiant,PARAMETRICS,People - People Level1Z1:Zone43 Fraction Radiant,@@tag429@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P430,People Level1Z1:Zone43 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1Z1:Zone43 Carbon Dioxide Generation Rate,@@tag430@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P431,Level1Z1:Zone43 General lighting Lighting Level,PARAMETRICS,Lights - Level1Z1:Zone43 General lighting Lighting Level,@@tag431@@,DOUBLE,"{1279.054, 1204.868868, 1394.16886}",0
P432,Level1Z1:Zone43 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1Z1:Zone43 General lighting Fraction Radiant,@@tag432@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P433,Level1Z1:Zone43 General lighting Fraction Visible,PARAMETRICS,Lights - Level1Z1:Zone43 General lighting Fraction Visible,@@tag433@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P434,Level1Z1:Zone43 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1Z1:Zone43 General lighting Fraction Replaceable,@@tag434@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P435,Level1Z1:Zone43 Computing gain 1 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone43 Computing gain 1 Design Level,@@tag435@@,DOUBLE,"{383.7162, 340.35626940000003, 410.576334}",0
P436,Level1Z1:Zone43 Computing gain 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone43 Computing gain 1 Fraction Radiant,@@tag436@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P437,Level1Z1:Zone43 Equipment 2 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone43 Equipment 2 Design Level,@@tag437@@,DOUBLE,"{383.7162, 340.35626940000003, 410.576334}",0
P438,Level1Z1:Zone43 Equipment 2 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone43 Equipment 2 Fraction Radiant,@@tag438@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P439,DHW Level1Z1:Zone43 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level1Z1:Zone43 Peak Flow Rate,@@tag439@@,DOUBLE,"{3.95e-07, 2.6939e-07, 5.78675e-07}",0
P440,Level1Z1:Zone43 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1Z1:Zone43 Infiltration Design Flow Rate,@@tag440@@,DOUBLE,"{0.01361, 0.0136083288509802, 0.0136116711490197}",0
P441,People Level1Z1:Zone37 Number of People,PARAMETRICS,People - People Level1Z1:Zone37 Number of People,@@tag441@@,DOUBLE,"{1.639619905, 0.3541578994799998, 2.9250819105200003}",0
P442,People Level1Z1:Zone37 Fraction Radiant,PARAMETRICS,People - People Level1Z1:Zone37 Fraction Radiant,@@tag442@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P443,People Level1Z1:Zone37 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1Z1:Zone37 Carbon Dioxide Generation Rate,@@tag443@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P444,Level1Z1:Zone37 General lighting Lighting Level,PARAMETRICS,Lights - Level1Z1:Zone37 General lighting Lighting Level,@@tag444@@,DOUBLE,"{145.816, 137.358672, 158.93944}",0
P445,Level1Z1:Zone37 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1Z1:Zone37 General lighting Fraction Radiant,@@tag445@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P446,Level1Z1:Zone37 General lighting Fraction Visible,PARAMETRICS,Lights - Level1Z1:Zone37 General lighting Fraction Visible,@@tag446@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P447,Level1Z1:Zone37 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1Z1:Zone37 General lighting Fraction Replaceable,@@tag447@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P448,Level1Z1:Zone37 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone37 Equipment 1 Design Level,@@tag448@@,DOUBLE,"{79.9072, 70.8776864, 85.500704}",0
P449,Level1Z1:Zone37 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone37 Equipment 1 Fraction Radiant,@@tag449@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P450,Level1Z1:Zone37 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1Z1:Zone37 Infiltration Design Flow Rate,@@tag450@@,DOUBLE,"{0.003167, 0.0031653288509802, 0.0031686711490197}",0
P451,People Level1Z1:Zone36 Number of People,PARAMETRICS,People - People Level1Z1:Zone36 Number of People,@@tag451@@,DOUBLE,"{2.225545413, 0.480717809208, 3.970373016792}",0
P452,People Level1Z1:Zone36 Fraction Radiant,PARAMETRICS,People - People Level1Z1:Zone36 Fraction Radiant,@@tag452@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P453,People Level1Z1:Zone36 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1Z1:Zone36 Carbon Dioxide Generation Rate,@@tag453@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P454,Level1Z1:Zone36 General lighting Lighting Level,PARAMETRICS,Lights - Level1Z1:Zone36 General lighting Lighting Level,@@tag454@@,DOUBLE,"{197.924, 186.444408, 215.73716}",0
P455,Level1Z1:Zone36 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1Z1:Zone36 General lighting Fraction Radiant,@@tag455@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P456,Level1Z1:Zone36 General lighting Fraction Visible,PARAMETRICS,Lights - Level1Z1:Zone36 General lighting Fraction Visible,@@tag456@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P457,Level1Z1:Zone36 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1Z1:Zone36 General lighting Fraction Replaceable,@@tag457@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P458,Level1Z1:Zone36 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone36 Equipment 1 Design Level,@@tag458@@,DOUBLE,"{108.4624, 96.2061488, 116.054768}",0
P459,Level1Z1:Zone36 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone36 Equipment 1 Fraction Radiant,@@tag459@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P460,Level1Z1:Zone36 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1Z1:Zone36 Infiltration Design Flow Rate,@@tag460@@,DOUBLE,"{0.004299, 0.0042973288509802, 0.0043006711490197}",0
P461,People Level1Z1:Zone38 Number of People,PARAMETRICS,People - People Level1Z1:Zone38 Number of People,@@tag461@@,DOUBLE,"{7.9998588, 1.7279695007999996, 14.2717480992}",0
P462,People Level1Z1:Zone38 Fraction Radiant,PARAMETRICS,People - People Level1Z1:Zone38 Fraction Radiant,@@tag462@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P463,People Level1Z1:Zone38 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1Z1:Zone38 Carbon Dioxide Generation Rate,@@tag463@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P464,Level1Z1:Zone38 General lighting Lighting Level,PARAMETRICS,Lights - Level1Z1:Zone38 General lighting Lighting Level,@@tag464@@,DOUBLE,"{1441.416, 1357.813872, 1571.1434399999998}",0
P465,Level1Z1:Zone38 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1Z1:Zone38 General lighting Fraction Radiant,@@tag465@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P466,Level1Z1:Zone38 General lighting Fraction Visible,PARAMETRICS,Lights - Level1Z1:Zone38 General lighting Fraction Visible,@@tag466@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P467,Level1Z1:Zone38 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1Z1:Zone38 General lighting Fraction Replaceable,@@tag467@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P468,Level1Z1:Zone38 Computing gain 1 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone38 Computing gain 1 Design Level,@@tag468@@,DOUBLE,"{432.4248, 383.5607976, 462.694536}",0
P469,Level1Z1:Zone38 Computing gain 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone38 Computing gain 1 Fraction Radiant,@@tag469@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P470,Level1Z1:Zone38 Equipment 2 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone38 Equipment 2 Design Level,@@tag470@@,DOUBLE,"{432.4248, 383.5607976, 462.694536}",0
P471,Level1Z1:Zone38 Equipment 2 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone38 Equipment 2 Fraction Radiant,@@tag471@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P472,DHW Level1Z1:Zone38 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level1Z1:Zone38 Peak Flow Rate,@@tag472@@,DOUBLE,"{4.45e-07, 3.0349e-07, 6.51925e-07}",0
P473,Level1Z1:Zone38 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1Z1:Zone38 Infiltration Design Flow Rate,@@tag473@@,DOUBLE,"{0.015338, 0.0153363288509802, 0.0153396711490197}",0
P474,People Level1Z1:Zone35 Number of People,PARAMETRICS,People - People Level1Z1:Zone35 Number of People,@@tag474@@,DOUBLE,"{0.1474302, 0.0318449232, 0.2630154768}",0
P475,People Level1Z1:Zone35 Fraction Radiant,PARAMETRICS,People - People Level1Z1:Zone35 Fraction Radiant,@@tag475@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P476,People Level1Z1:Zone35 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1Z1:Zone35 Carbon Dioxide Generation Rate,@@tag476@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P477,Level1Z1:Zone35 General lighting Lighting Level,PARAMETRICS,Lights - Level1Z1:Zone35 General lighting Lighting Level,@@tag477@@,DOUBLE,"{26.564, 25.023288, 28.95476}",0
P478,Level1Z1:Zone35 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1Z1:Zone35 General lighting Fraction Radiant,@@tag478@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P479,Level1Z1:Zone35 General lighting Fraction Visible,PARAMETRICS,Lights - Level1Z1:Zone35 General lighting Fraction Visible,@@tag479@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P480,Level1Z1:Zone35 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1Z1:Zone35 General lighting Fraction Replaceable,@@tag480@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P481,Level1Z1:Zone35 Computing gain 1 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone35 Computing gain 1 Design Level,@@tag481@@,DOUBLE,"{7.9692, 7.0686804, 8.527044}",0
P482,Level1Z1:Zone35 Computing gain 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone35 Computing gain 1 Fraction Radiant,@@tag482@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P483,Level1Z1:Zone35 Equipment 2 Design Level,PARAMETRICS,ElectricEquipment - Level1Z1:Zone35 Equipment 2 Design Level,@@tag483@@,DOUBLE,"{7.9692, 7.0686804, 8.527044}",0
P484,Level1Z1:Zone35 Equipment 2 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1Z1:Zone35 Equipment 2 Fraction Radiant,@@tag484@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P485,DHW Level1Z1:Zone35 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level1Z1:Zone35 Peak Flow Rate,@@tag485@@,DOUBLE,"{8.2e-09, 5.5924e-09, 1.2013e-08}",0
P486,Level1Z1:Zone35 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1Z1:Zone35 Infiltration Design Flow Rate,@@tag486@@,DOUBLE,"{0.000289, 0.0002873288509802, 0.0002906711490197}",0
P487,People Level1Z1:Zone33 Number of People,PARAMETRICS,People - People Level1Z1:Zone33 Number of People,@@tag487@@,DOUBLE,"{0.50909222, 0.1099639195199999, 0.90822052048}",0
P488,People Level1Z1:Zone33 Fraction Radiant,PARAMETRICS,People - People Level1Z1:Zone33 Fraction Radiant,@@tag488@@,DOUBLE,"{0.3, 0.285, 0.315}",0
