# ID,Name,Parameter Type,Description,Search String,Value Type,Value String,Selected Value Index
P902,Level0:Zone8 General lighting Fraction Radiant,PARAMETRICS,Lights - Level0:Zone8 General lighting Fraction Radiant,@@tag902@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P903,Level0:Zone8 General lighting Fraction Visible,PARAMETRICS,Lights - Level0:Zone8 General lighting Fraction Visible,@@tag903@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P904,Level0:Zone8 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level0:Zone8 General lighting Fraction Replaceable,@@tag904@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P905,Level0:Zone8 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level0:Zone8 Equipment 1 Design Level,@@tag905@@,DOUBLE,"{267.7734, 237.5150058, 286.517538}",0
P906,Level0:Zone8 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level0:Zone8 Equipment 1 Fraction Radiant,@@tag906@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P907,DHW Level0:Zone8 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level0:Zone8 Peak Flow Rate,@@tag907@@,DOUBLE,"{1.4e-07, 9.548e-08, 2.051e-07}",0
P908,Level0:Zone8 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level0:Zone8 Infiltration Design Flow Rate,@@tag908@@,DOUBLE,"{0.005087, 0.0050853288509802, 0.0050886711490197}",0
P909,People Level0:Zone18 Number of People,PARAMETRICS,People - People Level0:Zone18 Number of People,@@tag909@@,DOUBLE,"{0.376362799, 0.0812943645839999, 0.6714312334160001}",0
P910,People Level0:Zone18 Fraction Radiant,PARAMETRICS,People - People Level0:Zone18 Fraction Radiant,@@tag910@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P911,People Level0:Zone18 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level0:Zone18 Carbon Dioxide Generation Rate,@@tag911@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P912,Level0:Zone18 General lighting Lighting Level,PARAMETRICS,Lights - Level0:Zone18 General lighting Lighting Level,@@tag912@@,DOUBLE,"{33.471, 31.529682, 36.48338999999999}",0
P913,Level0:Zone18 General lighting Fraction Radiant,PARAMETRICS,Lights - Level0:Zone18 General lighting Fraction Radiant,@@tag913@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P914,Level0:Zone18 General lighting Fraction Visible,PARAMETRICS,Lights - Level0:Zone18 General lighting Fraction Visible,@@tag914@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P915,Level0:Zone18 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level0:Zone18 General lighting Fraction Replaceable,@@tag915@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P916,Level0:Zone18 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level0:Zone18 Equipment 1 Design Level,@@tag916@@,DOUBLE,"{18.3421, 16.2694427, 19.626047}",0
P917,Level0:Zone18 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level0:Zone18 Equipment 1 Fraction Radiant,@@tag917@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P918,Level0:Zone18 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level0:Zone18 Infiltration Design Flow Rate,@@tag918@@,DOUBLE,"{0.000748, 0.0007463288509802, 0.0007496711490197}",0
P919,People Level0:Zone17 Number of People,PARAMETRICS,People - People Level0:Zone17 Number of People,@@tag919@@,DOUBLE,"{0.214262888, 0.0462807838079999, 0.382244992192}",0
P920,People Level0:Zone17 Fraction Radiant,PARAMETRICS,People - People Level0:Zone17 Fraction Radiant,@@tag920@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P921,People Level0:Zone17 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level0:Zone17 Carbon Dioxide Generation Rate,@@tag921@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P922,Level0:Zone17 General lighting Lighting Level,PARAMETRICS,Lights - Level0:Zone17 General lighting Lighting Level,@@tag922@@,DOUBLE,"{19.055, 17.94981, 20.76995}",0
P923,Level0:Zone17 General lighting Fraction Radiant,PARAMETRICS,Lights - Level0:Zone17 General lighting Fraction Radiant,@@tag923@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P924,Level0:Zone17 General lighting Fraction Visible,PARAMETRICS,Lights - Level0:Zone17 General lighting Fraction Visible,@@tag924@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P925,Level0:Zone17 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level0:Zone17 General lighting Fraction Replaceable,@@tag925@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P926,Level0:Zone17 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level0:Zone17 Equipment 1 Design Level,@@tag926@@,DOUBLE,"{10.4421, 9.2621427, 11.173047}",0
P927,Level0:Zone17 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level0:Zone17 Equipment 1 Fraction Radiant,@@tag927@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P928,Level0:Zone17 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level0:Zone17 Infiltration Design Flow Rate,@@tag928@@,DOUBLE,"{0.000426, 0.0004243288509802, 0.0004276711490197}",0
P929,People Level0:Zone12 Number of People,PARAMETRICS,People - People Level0:Zone12 Number of People,@@tag929@@,DOUBLE,"{0.644817065, 0.1392804860399999, 1.15035364396}",0
P930,People Level0:Zone12 Fraction Radiant,PARAMETRICS,People - People Level0:Zone12 Fraction Radiant,@@tag930@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P931,People Level0:Zone12 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level0:Zone12 Carbon Dioxide Generation Rate,@@tag931@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P932,Level0:Zone12 General lighting Lighting Level,PARAMETRICS,Lights - Level0:Zone12 General lighting Lighting Level,@@tag932@@,DOUBLE,"{27.478, 25.884276, 29.95102}",0
P933,Level0:Zone12 General lighting Fraction Radiant,PARAMETRICS,Lights - Level0:Zone12 General lighting Fraction Radiant,@@tag933@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P934,Level0:Zone12 General lighting Fraction Visible,PARAMETRICS,Lights - Level0:Zone12 General lighting Fraction Visible,@@tag934@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P935,Level0:Zone12 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level0:Zone12 General lighting Fraction Replaceable,@@tag935@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P936,Level0:Zone12 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level0:Zone12 Equipment 1 Design Level,@@tag936@@,DOUBLE,"{10.1669, 9.0180403, 10.878583}",0
P937,Level0:Zone12 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level0:Zone12 Equipment 1 Fraction Radiant,@@tag937@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P938,Level0:Zone12 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level0:Zone12 Infiltration Design Flow Rate,@@tag938@@,DOUBLE,"{0.001229, 0.0012273288509802, 0.0012306711490197}",0
P939,People Level0:Zone14 Number of People,PARAMETRICS,People - People Level0:Zone14 Number of People,@@tag939@@,DOUBLE,"{0.214262888, 0.0462807838079999, 0.382244992192}",0
P940,People Level0:Zone14 Fraction Radiant,PARAMETRICS,People - People Level0:Zone14 Fraction Radiant,@@tag940@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P941,People Level0:Zone14 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level0:Zone14 Carbon Dioxide Generation Rate,@@tag941@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P942,Level0:Zone14 General lighting Lighting Level,PARAMETRICS,Lights - Level0:Zone14 General lighting Lighting Level,@@tag942@@,DOUBLE,"{19.055, 17.94981, 20.76995}",0
P943,Level0:Zone14 General lighting Fraction Radiant,PARAMETRICS,Lights - Level0:Zone14 General lighting Fraction Radiant,@@tag943@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P944,Level0:Zone14 General lighting Fraction Visible,PARAMETRICS,Lights - Level0:Zone14 General lighting Fraction Visible,@@tag944@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P945,Level0:Zone14 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level0:Zone14 General lighting Fraction Replaceable,@@tag945@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P946,Level0:Zone14 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level0:Zone14 Equipment 1 Design Level,@@tag946@@,DOUBLE,"{10.4421, 9.2621427, 11.173047}",0
P947,Level0:Zone14 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level0:Zone14 Equipment 1 Fraction Radiant,@@tag947@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P948,Level0:Zone14 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level0:Zone14 Infiltration Design Flow Rate,@@tag948@@,DOUBLE,"{0.000426, 0.0004243288509802, 0.0004276711490197}",0
P949,People Level0:Zone15 Number of People,PARAMETRICS,People - People Level0:Zone15 Number of People,@@tag949@@,DOUBLE,"{0.380534487, 0.082195449192, 0.678873524808}",0
P950,People Level0:Zone15 Fraction Radiant,PARAMETRICS,People - People Level0:Zone15 Fraction Radiant,@@tag950@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P951,People Level0:Zone15 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level0:Zone15 Carbon Dioxide Generation Rate,@@tag951@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P952,Level0:Zone15 General lighting Lighting Level,PARAMETRICS,Lights - Level0:Zone15 General lighting Lighting Level,@@tag952@@,DOUBLE,"{33.842, 31.879164, 36.88778}",0
P953,Level0:Zone15 General lighting Fraction Radiant,PARAMETRICS,Lights - Level0:Zone15 General lighting Fraction Radiant,@@tag953@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P954,Level0:Zone15 General lighting Fraction Visible,PARAMETRICS,Lights - Level0:Zone15 General lighting Fraction Visible,@@tag954@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P955,Level0:Zone15 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level0:Zone15 General lighting Fraction Replaceable,@@tag955@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P956,Level0:Zone15 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level0:Zone15 Equipment 1 Design Level,@@tag956@@,DOUBLE,"{18.5454, 16.449769800000002, 19.843578}",0
P957,Level0:Zone15 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level0:Zone15 Equipment 1 Fraction Radiant,@@tag957@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P958,Level0:Zone15 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level0:Zone15 Infiltration Design Flow Rate,@@tag958@@,DOUBLE,"{0.000757, 0.0007553288509802, 0.0007586711490197}",0
P959,People Level0:Zone11 Number of People,PARAMETRICS,People - People Level0:Zone11 Number of People,@@tag959@@,DOUBLE,"{1.657497595, 0.3580194805199999, 2.95697570948}",0
P960,People Level0:Zone11 Fraction Radiant,PARAMETRICS,People - People Level0:Zone11 Fraction Radiant,@@tag960@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P961,People Level0:Zone11 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level0:Zone11 Carbon Dioxide Generation Rate,@@tag961@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P962,Level0:Zone11 General lighting Lighting Level,PARAMETRICS,Lights - Level0:Zone11 General lighting Lighting Level,@@tag962@@,DOUBLE,"{70.632, 66.53534400000001, 76.98888000000001}",0
P963,Level0:Zone11 General lighting Fraction Radiant,PARAMETRICS,Lights - Level0:Zone11 General lighting Fraction Radiant,@@tag963@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P964,Level0:Zone11 General lighting Fraction Visible,PARAMETRICS,Lights - Level0:Zone11 General lighting Fraction Visible,@@tag964@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P965,Level0:Zone11 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level0:Zone11 General lighting Fraction Replaceable,@@tag965@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P966,Level0:Zone11 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level0:Zone11 Equipment 1 Design Level,@@tag966@@,DOUBLE,"{26.1338, 23.1806806, 27.963166}",0
P967,Level0:Zone11 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level0:Zone11 Equipment 1 Fraction Radiant,@@tag967@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P968,Level0:Zone11 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level0:Zone11 Infiltration Design Flow Rate,@@tag968@@,DOUBLE,"{0.003159, 0.0031573288509802, 0.0031606711490197}",0
P969,People Level0:Zone13 Number of People,PARAMETRICS,People - People Level0:Zone13 Number of People,@@tag969@@,DOUBLE,"{4.3869531, 0.9475818696, 7.8263243304}",0
P970,People Level0:Zone13 Fraction Radiant,PARAMETRICS,People - People Level0:Zone13 Fraction Radiant,@@tag970@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P971,People Level0:Zone13 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level0:Zone13 Carbon Dioxide Generation Rate,@@tag971@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P972,Level0:Zone13 General lighting Lighting Level,PARAMETRICS,Lights - Level0:Zone13 General lighting Lighting Level,@@tag972@@,DOUBLE,"{790.442, 744.596364, 861.58178}",0
P973,Level0:Zone13 General lighting Fraction Radiant,PARAMETRICS,Lights - Level0:Zone13 General lighting Fraction Radiant,@@tag973@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P974,Level0:Zone13 General lighting Fraction Visible,PARAMETRICS,Lights - Level0:Zone13 General lighting Fraction Visible,@@tag974@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P975,Level0:Zone13 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level0:Zone13 General lighting Fraction Replaceable,@@tag975@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P976,Level0:Zone13 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level0:Zone13 Equipment 1 Design Level,@@tag976@@,DOUBLE,"{465.1751, 412.6103137, 497.737357}",0
P977,Level0:Zone13 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level0:Zone13 Equipment 1 Fraction Radiant,@@tag977@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P978,DHW Level0:Zone13 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level0:Zone13 Peak Flow Rate,@@tag978@@,DOUBLE,"{2.44e-07, 1.6640800000000004e-07, 3.5746e-07}",0
P979,Level0:Zone13 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level0:Zone13 Infiltration Design Flow Rate,@@tag979@@,DOUBLE,"{0.008838, 0.0088363288509802, 0.0088396711490197}",0
P980,People Level0:Zone7 Number of People,PARAMETRICS,People - People Level0:Zone7 Number of People,@@tag980@@,DOUBLE,"{1.5386598, 0.3323505167999998, 2.7449690832}",0
P981,People Level0:Zone7 Fraction Radiant,PARAMETRICS,People - People Level0:Zone7 Fraction Radiant,@@tag981@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P982,People Level0:Zone7 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level0:Zone7 Carbon Dioxide Generation Rate,@@tag982@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P983,Level0:Zone7 General lighting Lighting Level,PARAMETRICS,Lights - Level0:Zone7 General lighting Lighting Level,@@tag983@@,DOUBLE,"{277.236, 261.156312, 302.18724}",0
P984,Level0:Zone7 General lighting Fraction Radiant,PARAMETRICS,Lights - Level0:Zone7 General lighting Fraction Radiant,@@tag984@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P985,Level0:Zone7 General lighting Fraction Visible,PARAMETRICS,Lights - Level0:Zone7 General lighting Fraction Visible,@@tag985@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P986,Level0:Zone7 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level0:Zone7 General lighting Fraction Replaceable,@@tag986@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P987,Level0:Zone7 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level0:Zone7 Equipment 1 Design Level,@@tag987@@,DOUBLE,"{163.1534, 144.7170658, 174.574138}",0
P988,Level0:Zone7 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level0:Zone7 Equipment 1 Fraction Radiant,@@tag988@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P989,DHW Level0:Zone7 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level0:Zone7 Peak Flow Rate,@@tag989@@,DOUBLE,"{8.56e-08, 5.83792e-08, 1.25404e-07}",0
P990,Level0:Zone7 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level0:Zone7 Infiltration Design Flow Rate,@@tag990@@,DOUBLE,"{0.0031, 0.0030983288509802, 0.0031016711490197}",0
P991,People Level0:Zone32 Number of People,PARAMETRICS,People - People Level0:Zone32 Number of People,@@tag991@@,DOUBLE,"{164.2705539, 35.48243964239998, 293.05866815760004}",0
P992,People Level0:Zone32 Fraction Radiant,PARAMETRICS,People - People Level0:Zone32 Fraction Radiant,@@tag992@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P993,People Level0:Zone32 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level0:Zone32 Carbon Dioxide Generation Rate,@@tag993@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P994,Level0:Zone32 General lighting Lighting Level,PARAMETRICS,Lights - Level0:Zone32 General lighting Lighting Level,@@tag994@@,DOUBLE,"{29598.298, 27881.596716, 32262.14482}",0
P995,Level0:Zone32 General lighting Fraction Radiant,PARAMETRICS,Lights - Level0:Zone32 General lighting Fraction Radiant,@@tag995@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P996,Level0:Zone32 General lighting Fraction Visible,PARAMETRICS,Lights - Level0:Zone32 General lighting Fraction Visible,@@tag996@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P997,Level0:Zone32 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level0:Zone32 General lighting Fraction Replaceable,@@tag997@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P998,Level0:Zone32 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level0:Zone32 Equipment 1 Design Level,@@tag998@@,DOUBLE,"{17418.5984, 15450.2967808, 18637.900288}",0
P999,Level0:Zone32 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level0:Zone32 Equipment 1 Fraction Radiant,@@tag999@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1000,DHW Level0:Zone32 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level0:Zone32 Peak Flow Rate,@@tag1000@@,DOUBLE,"{9.14e-06, 6.233480000000001e-06, 1.33901e-05}",0
P1001,Level0:Zone32 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level0:Zone32 Infiltration Design Flow Rate,@@tag1001@@,DOUBLE,"{0.493261, 0.4932593288509802, 0.4932626711490198}",0
P1002,People Level0:Zone1 Number of People,PARAMETRICS,People - People Level0:Zone1 Number of People,@@tag1002@@,DOUBLE,"{5.1168669, 1.1052432504, 9.1284905496}",0
P1003,People Level0:Zone1 Fraction Radiant,PARAMETRICS,People - People Level0:Zone1 Fraction Radiant,@@tag1003@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P1004,People Level0:Zone1 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level0:Zone1 Carbon Dioxide Generation Rate,@@tag1004@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P1005,Level0:Zone1 General lighting Lighting Level,PARAMETRICS,Lights - Level0:Zone1 General lighting Lighting Level,@@tag1005@@,DOUBLE,"{921.958, 868.484436, 1004.93422}",0
P1006,Level0:Zone1 General lighting Fraction Radiant,PARAMETRICS,Lights - Level0:Zone1 General lighting Fraction Radiant,@@tag1006@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P1007,Level0:Zone1 General lighting Fraction Visible,PARAMETRICS,Lights - Level0:Zone1 General lighting Fraction Visible,@@tag1007@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P1008,Level0:Zone1 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level0:Zone1 General lighting Fraction Replaceable,@@tag1008@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P1009,Level0:Zone1 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level0:Zone1 Equipment 1 Design Level,@@tag1009@@,DOUBLE,"{542.5723, 481.2616301000001, 580.552361}",0
P1010,Level0:Zone1 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level0:Zone1 Equipment 1 Fraction Radiant,@@tag1010@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1011,DHW Level0:Zone1 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level0:Zone1 Peak Flow Rate,@@tag1011@@,DOUBLE,"{2.85e-07, 1.9437e-07, 4.175250000000001e-07}",0
P1012,Level0:Zone1 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level0:Zone1 Infiltration Design Flow Rate,@@tag1012@@,DOUBLE,"{0.010308, 0.0103063288509802, 0.0103096711490197}",0
P1013,People Level0:Zone51 Fraction Radiant,PARAMETRICS,People - People Level0:Zone51 Fraction Radiant,@@tag1013@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P1014,People Level0:Zone51 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level0:Zone51 Carbon Dioxide Generation Rate,@@tag1014@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P1015,Level0:Zone51 General lighting Lighting Level,PARAMETRICS,Lights - Level0:Zone51 General lighting Lighting Level,@@tag1015@@,DOUBLE,"{118.9905, 112.089051, 129.699645}",0
P1016,Level0:Zone51 General lighting Fraction Radiant,PARAMETRICS,Lights - Level0:Zone51 General lighting Fraction Radiant,@@tag1016@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P1017,Level0:Zone51 General lighting Fraction Visible,PARAMETRICS,Lights - Level0:Zone51 General lighting Fraction Visible,@@tag1017@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P1018,Level0:Zone51 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level0:Zone51 General lighting Fraction Replaceable,@@tag1018@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P1019,Level0:Zone51 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level0:Zone51 Infiltration Design Flow Rate,@@tag1019@@,DOUBLE,"{0.006068, 0.0060663288509802, 0.0060696711490197}",0
P1020,People Level0:Zone44 Number of People,PARAMETRICS,People - People Level0:Zone44 Number of People,@@tag1020@@,DOUBLE,"{0.152058622, 0.0328446623519999, 0.271272581648}",0
P1021,People Level0:Zone44 Fraction Radiant,PARAMETRICS,People - People Level0:Zone44 Fraction Radiant,@@tag1021@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P1022,People Level0:Zone44 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level0:Zone44 Carbon Dioxide Generation Rate,@@tag1022@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P1023,Level0:Zone44 General lighting Lighting Level,PARAMETRICS,Lights - Level0:Zone44 General lighting Lighting Level,@@tag1023@@,DOUBLE,"{13.523, 12.738666, 14.74007}",0
P1024,Level0:Zone44 General lighting Fraction Radiant,PARAMETRICS,Lights - Level0:Zone44 General lighting Fraction Radiant,@@tag1024@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P1025,Level0:Zone44 General lighting Fraction Visible,PARAMETRICS,Lights - Level0:Zone44 General lighting Fraction Visible,@@tag1025@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P1026,Level0:Zone44 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level0:Zone44 General lighting Fraction Replaceable,@@tag1026@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P1027,Level0:Zone44 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level0:Zone44 Equipment 1 Design Level,@@tag1027@@,DOUBLE,"{7.4106, 6.5732022, 7.929342}",0
P1028,Level0:Zone44 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level0:Zone44 Equipment 1 Fraction Radiant,@@tag1028@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1029,Level0:Zone44 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level0:Zone44 Infiltration Design Flow Rate,@@tag1029@@,DOUBLE,"{0.000294, 0.0002923288509802, 0.0002956711490197}",0
P1030,People Level0:Zone33 Number of People,PARAMETRICS,People - People Level0:Zone33 Number of People,@@tag1030@@,DOUBLE,"{2.049727281, 0.442741092696, 3.656713469304}",0
P1031,People Level0:Zone33 Fraction Radiant,PARAMETRICS,People - People Level0:Zone33 Fraction Radiant,@@tag1031@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P1032,People Level0:Zone33 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level0:Zone33 Carbon Dioxide Generation Rate,@@tag1032@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P1033,Level0:Zone33 General lighting Lighting Level,PARAMETRICS,Lights - Level0:Zone33 General lighting Lighting Level,@@tag1033@@,DOUBLE,"{182.288, 171.71529600000002, 198.69392}",0
P1034,Level0:Zone33 General lighting Fraction Radiant,PARAMETRICS,Lights - Level0:Zone33 General lighting Fraction Radiant,@@tag1034@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P1035,Level0:Zone33 General lighting Fraction Visible,PARAMETRICS,Lights - Level0:Zone33 General lighting Fraction Visible,@@tag1035@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P1036,Level0:Zone33 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level0:Zone33 General lighting Fraction Replaceable,@@tag1036@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P1037,Level0:Zone33 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level0:Zone33 Equipment 1 Design Level,@@tag1037@@,DOUBLE,"{99.8938, 88.6058006, 106.886366}",0
P1038,Level0:Zone33 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level0:Zone33 Equipment 1 Fraction Radiant,@@tag1038@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1039,Level0:Zone33 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level0:Zone33 Infiltration Design Flow Rate,@@tag1039@@,DOUBLE,"{0.00396, 0.0039583288509802, 0.0039616711490197}",0
