,Class,Object,Field,Default,Minimum,Maximum,Type,Group
2853,People,People Level0:Zone26,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
2854,Lights,Level0:Zone26 General lighting,Lighting Level,300.72,283.27824000000004,327.7848,Float,G502
2855,Lights,Level0:Zone26 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
2856,Lights,Level0:Zone26 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
2857,Lights,Level0:Zone26 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
2858,ElectricEquipment,Level0:Zone26 Equipment 1,Design Level,176.9737,156.9756719,189.361859,Float,G503
2859,ElectricEquipment,Level0:Zone26 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G504
2860,WaterUse:Equipment,DHW Level0:Zone26,Peak Flow Rate,9.28e-08,6.32896e-08,1.35952e-07,Float,G505
2873,ZoneInfiltration:DesignFlowRate,Level0:Zone26 Infiltration,Design Flow Rate,0.003266,0.0032643288509802424,0.0032676711490197572,Float,G228
2879,People,People Level0:Zone36,Number of People,1.851768837,0.39998206879199993,3.3035556052080004,Float,G520
2880,People,People Level0:Zone36,Fraction Radiant,0.3,0.285,0.315,Float,G521
2881,People,People Level0:Zone36,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
2882,Lights,Level0:Zone36 General lighting,Lighting Level,164.683,155.131386,179.50447,Float,G522
2883,Lights,Level0:Zone36 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
2884,Lights,Level0:Zone36 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
2885,Lights,Level0:Zone36 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
2886,ElectricEquipment,Level0:Zone36 Equipment 1,Design Level,90.2463,80.04846810000001,96.563541,Float,G413
2887,ElectricEquipment,Level0:Zone36 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G414
2900,ZoneInfiltration:DesignFlowRate,Level0:Zone36 Infiltration,Design Flow Rate,0.003682,0.0036803288509802425,0.0036836711490197574,Float,G228
2906,People,People Level0:Zone34,Number of People,0.235751021,0.050922220535999985,0.420579821464,Float,G541
2907,People,People Level0:Zone34,Fraction Radiant,0.3,0.285,0.315,Float,G542
2908,People,People Level0:Zone34,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
2909,Lights,Level0:Zone34 General lighting,Lighting Level,20.966,19.749972,22.85294,Float,G543
2910,Lights,Level0:Zone34 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
2911,Lights,Level0:Zone34 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
2912,Lights,Level0:Zone34 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
2913,ElectricEquipment,Level0:Zone34 Equipment 1,Design Level,11.4894,10.1910978,12.293658,Float,G216
2914,ElectricEquipment,Level0:Zone34 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G217
2927,ZoneInfiltration:DesignFlowRate,Level0:Zone34 Infiltration,Design Flow Rate,0.000455,0.00045332885098024273,0.0004566711490197573,Float,G228
2933,People,People Level0:Zone24,Number of People,1.56169946,0.33732708335999995,2.78607183664,Float,G500
2934,People,People Level0:Zone24,Fraction Radiant,0.3,0.285,0.315,Float,G501
2935,People,People Level0:Zone24,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
2936,Lights,Level0:Zone24 General lighting,Lighting Level,361.385,340.42467,393.90965,Float,G502
2937,Lights,Level0:Zone24 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
2938,Lights,Level0:Zone24 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
2939,Lights,Level0:Zone24 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
2940,ElectricEquipment,Level0:Zone24 Equipment 1,Design Level,610.5961,541.5987407,653.337827,Float,G503
2941,ElectricEquipment,Level0:Zone24 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G504
2942,WaterUse:Equipment,DHW Level0:Zone24,Peak Flow Rate,9.25e-08,6.3085e-08,1.355125e-07,Float,G505
2955,ZoneInfiltration:DesignFlowRate,Level0:Zone24 Infiltration,Design Flow Rate,0.003232,0.0032303288509802426,0.0032336711490197575,Float,G228
2961,People,People Level0:Zone53,Number of People,32.77176311,7.078700831759999,58.46482538824,Float,G640
2962,People,People Level0:Zone53,Fraction Radiant,0.3,0.285,0.315,Float,G641
2963,People,People Level0:Zone53,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
2964,Lights,Level0:Zone53 General lighting,Lighting Level,1396.524,1315.525608,1522.2111599999998,Float,G642
2965,Lights,Level0:Zone53 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
2966,Lights,Level0:Zone53 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
2967,Lights,Level0:Zone53 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
2968,ElectricEquipment,Level0:Zone53 Equipment 1,Design Level,516.7139,458.3252293,552.883873,Float,G413
2969,ElectricEquipment,Level0:Zone53 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G414
2982,ZoneInfiltration:DesignFlowRate,Level0:Zone53 Infiltration,Design Flow Rate,0.083393,0.08339132885098023,0.08339467114901976,Float,G228
2988,People,People Level0:Zone22,Number of People,3.0852228,0.6664081247999998,5.5040374752000005,Float,G500
2989,People,People Level0:Zone22,Fraction Radiant,0.3,0.285,0.315,Float,G501
2990,People,People Level0:Zone22,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
2991,Lights,Level0:Zone22 General lighting,Lighting Level,555.896,523.6540319999999,605.9266399999999,Float,G502
2992,Lights,Level0:Zone22 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
2993,Lights,Level0:Zone22 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
2994,Lights,Level0:Zone22 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
2995,ElectricEquipment,Level0:Zone22 Equipment 1,Design Level,327.1448,290.17743759999996,350.04493599999995,Float,G503
2996,ElectricEquipment,Level0:Zone22 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G504
2997,WaterUse:Equipment,DHW Level0:Zone22,Peak Flow Rate,1.72e-07,1.17304e-07,2.5198e-07,Float,G505
3010,ZoneInfiltration:DesignFlowRate,Level0:Zone22 Infiltration,Design Flow Rate,0.006215,0.006213328850980243,0.0062166711490197575,Float,G228
3016,People,People Level0:Zone29,Number of People,2.5953909,0.5606044343999996,4.6301773656,Float,G500
3017,People,People Level0:Zone29,Fraction Radiant,0.3,0.285,0.315,Float,G501
3018,People,People Level0:Zone29,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
3019,Lights,Level0:Zone29 General lighting,Lighting Level,467.638,440.514996,509.72542,Float,G502
3020,Lights,Level0:Zone29 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
3021,Lights,Level0:Zone29 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
3022,Lights,Level0:Zone29 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
3023,ElectricEquipment,Level0:Zone29 Equipment 1,Design Level,275.205,244.106835,294.46934999999996,Float,G503
3024,ElectricEquipment,Level0:Zone29 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G504
3025,WaterUse:Equipment,DHW Level0:Zone29,Peak Flow Rate,1.44e-07,9.8208e-08,2.1095999999999998e-07,Float,G505
3038,ZoneInfiltration:DesignFlowRate,Level0:Zone29 Infiltration,Design Flow Rate,0.005228,0.005226328850980243,0.0052296711490197574,Float,G228
3044,People,People Level0:Zone31,Number of People,2.0655102,0.44615020319999976,3.6848701968,Float,G500
3045,People,People Level0:Zone31,Fraction Radiant,0.3,0.285,0.315,Float,G501
3046,People,People Level0:Zone31,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
3047,Lights,Level0:Zone31 General lighting,Lighting Level,372.164,350.578488,405.65876,Float,G502
3048,Lights,Level0:Zone31 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
3049,Lights,Level0:Zone31 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
3050,Lights,Level0:Zone31 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
3051,ElectricEquipment,Level0:Zone31 Equipment 1,Design Level,219.0185,194.2694095,234.349795,Float,G503
3052,ElectricEquipment,Level0:Zone31 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G504
3053,WaterUse:Equipment,DHW Level0:Zone31,Peak Flow Rate,1.15e-07,7.843e-08,1.68475e-07,Float,G565
3066,ZoneInfiltration:DesignFlowRate,Level0:Zone31 Infiltration,Design Flow Rate,0.004161,0.004159328850980242,0.004162671149019757,Float,G228
3072,People,People Level0:Zone49,Number of People,1.192599463,0.257601484008,2.127597441992,Float,G541
3073,People,People Level0:Zone49,Fraction Radiant,0.3,0.285,0.315,Float,G542
3074,People,People Level0:Zone49,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
3075,Lights,Level0:Zone49 General lighting,Lighting Level,50.821,47.873382,55.39489,Float,G543
3076,Lights,Level0:Zone49 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
3077,Lights,Level0:Zone49 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
3078,Lights,Level0:Zone49 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
3079,ElectricEquipment,Level0:Zone49 Equipment 1,Design Level,18.8038,16.6789706,20.120065999999998,Float,G216
3080,ElectricEquipment,Level0:Zone49 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G217
3093,ZoneInfiltration:DesignFlowRate,Level0:Zone49 Infiltration,Design Flow Rate,0.002273,0.0022713288509802424,0.0022746711490197573,Float,G228
3099,People,People Level0:Zone48,Number of People,0.797568441,0.17227478325599999,1.422862098744,Float,G500
3100,People,People Level0:Zone48,Fraction Radiant,0.3,0.285,0.315,Float,G501
3101,People,People Level0:Zone48,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
3102,Lights,Level0:Zone48 General lighting,Lighting Level,70.93,66.81606000000001,77.31370000000001,Float,G502
3103,Lights,Level0:Zone48 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
3104,Lights,Level0:Zone48 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
3105,Lights,Level0:Zone48 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
3106,ElectricEquipment,Level0:Zone48 Equipment 1,Design Level,38.8696,34.4773352,41.590472,Float,G503
3107,ElectricEquipment,Level0:Zone48 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G504
3120,ZoneInfiltration:DesignFlowRate,Level0:Zone48 Infiltration,Design Flow Rate,0.001586,0.0015843288509802427,0.0015876711490197572,Float,G228
3126,People,People Level0:Zone9,Number of People,4.739589,1.0237512240000002,8.455426776,Float,G500
3127,People,People Level0:Zone9,Fraction Radiant,0.3,0.285,0.315,Float,G501
3128,People,People Level0:Zone9,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
3129,Lights,Level0:Zone9 General lighting,Lighting Level,853.98,804.44916,930.8382,Float,G502
3130,Lights,Level0:Zone9 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
3131,Lights,Level0:Zone9 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
3132,Lights,Level0:Zone9 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
3133,ElectricEquipment,Level0:Zone9 Equipment 1,Design Level,502.5672,445.7771064,537.746904,Float,G503
3134,ElectricEquipment,Level0:Zone9 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G504
3135,WaterUse:Equipment,DHW Level0:Zone9,Peak Flow Rate,2.64e-07,1.8004799999999997e-07,3.8676e-07,Float,G505
3148,ZoneInfiltration:DesignFlowRate,Level0:Zone9 Infiltration,Design Flow Rate,0.009548,0.009546328850980243,0.009549671149019756,Float,G228
3154,People,People Level0AddedPart:Zone2,Number of People,2.7093768,0.5852253887999996,4.8335282112,Float,G659
3155,People,People Level0AddedPart:Zone2,Fraction Radiant,0.3,0.285,0.315,Float,G660
3156,People,People Level0AddedPart:Zone2,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G661
3157,Lights,Level0AddedPart:Zone2 General lighting,Lighting Level,488.176,459.861792,532.11184,Float,G662
3158,Lights,Level0AddedPart:Zone2 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G663
3159,Lights,Level0AddedPart:Zone2 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G664
3160,Lights,Level0AddedPart:Zone2 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G665
3161,ElectricEquipment,Level0AddedPart:Zone2 Computing gain 1,Design Level,146.4528,129.9036336,156.704496,Float,G666
3162,ElectricEquipment,Level0AddedPart:Zone2 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G667
3163,ElectricEquipment,Level0AddedPart:Zone2 Equipment 2,Design Level,146.4528,129.9036336,156.704496,Float,G668
3164,ElectricEquipment,Level0AddedPart:Zone2 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G669
3165,WaterUse:Equipment,DHW Level0AddedPart:Zone2,Peak Flow Rate,1.51e-07,1.0298199999999999e-07,2.2121499999999999e-07,Float,G670
3178,ZoneInfiltration:DesignFlowRate,Level0AddedPart:Zone2 Infiltration,Design Flow Rate,0.005302,0.005300328850980243,0.005303671149019758,Float,G681
3184,People,People Level0AddedPart:Zone1,Fraction Radiant,0.3,0.285,0.315,Float,G687
3185,People,People Level0AddedPart:Zone1,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G661
3186,Lights,Level0AddedPart:Zone1 General lighting,Lighting Level,9.6098,9.0524316,10.474682,Float,G662
3187,Lights,Level0AddedPart:Zone1 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G663
3188,Lights,Level0AddedPart:Zone1 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G664
3189,Lights,Level0AddedPart:Zone1 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G665
3202,ZoneInfiltration:DesignFlowRate,Level0AddedPart:Zone1 Infiltration,Design Flow Rate,0.000278,0.0002763288509802427,0.00027967114901975725,Float,G681
3208,People,People Level0AddedPart:Zone3,Number of People,16.2118608,3.501761932799999,28.9219596672,Float,G692
3209,People,People Level0AddedPart:Zone3,Fraction Radiant,0.3,0.285,0.315,Float,G693
3210,People,People Level0AddedPart:Zone3,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G661
3211,Lights,Level0AddedPart:Zone3 General lighting,Lighting Level,2921.056,2751.634752,3183.95104,Float,G662
3212,Lights,Level0AddedPart:Zone3 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G663
3213,Lights,Level0AddedPart:Zone3 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G664
3214,Lights,Level0AddedPart:Zone3 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G665
3215,ElectricEquipment,Level0AddedPart:Zone3 Computing gain 1,Design Level,876.3168,777.2930015999999,937.6589759999999,Float,G666
3216,ElectricEquipment,Level0AddedPart:Zone3 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G667
3217,ElectricEquipment,Level0AddedPart:Zone3 Equipment 2,Design Level,876.3168,777.2930015999999,937.6589759999999,Float,G668
3218,ElectricEquipment,Level0AddedPart:Zone3 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G669
3219,WaterUse:Equipment,DHW Level0AddedPart:Zone3,Peak Flow Rate,9.02e-07,6.15164e-07,1.3214300000000002e-06,Float,G670
3232,ZoneInfiltration:DesignFlowRate,Level0AddedPart:Zone3 Infiltration,Design Flow Rate,0.031726,0.03172432885098024,0.031727671149019754,Float,G681
3238,People,People Level1AddedPart:Zone1,Number of People,25.99410725,5.614727165999998,46.373487334000004,Float,G698
3239,People,People Level1AddedPart:Zone1,Fraction Radiant,0.3,0.285,0.315,Float,G699
3240,People,People Level1AddedPart:Zone1,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G661
3241,Lights,Level1AddedPart:Zone1 General lighting,Lighting Level,2577.928,2428.408176,2809.94152,Float,G662
3242,Lights,Level1AddedPart:Zone1 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G663
3243,Lights,Level1AddedPart:Zone1 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G664
3244,Lights,Level1AddedPart:Zone1 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G665
3245,ElectricEquipment,Level1AddedPart:Zone1 Equipment 1,Design Level,1595.7374,1415.4190738,1707.439018,Float,G700
3246,ElectricEquipment,Level1AddedPart:Zone1 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G701
3247,WaterUse:Equipment,DHW Level1AddedPart:Zone1,Peak Flow Rate,2.39e-07,1.6299800000000001e-07,3.50135e-07,Float,G702
3260,ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone1 Infiltration,Design Flow Rate,0.082822,0.08282032885098024,0.08282367114901977,Float,G681
3266,People,People Level1AddedPart:Zone3,Number of People,2.876356258,0.6212929517279999,5.131419564272,Float,G707
3267,People,People Level1AddedPart:Zone3,Fraction Radiant,0.3,0.285,0.315,Float,G708
3268,People,People Level1AddedPart:Zone3,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G661
3269,Lights,Level1AddedPart:Zone3 General lighting,Lighting Level,122.572,115.462824,133.60348,Float,G662
3270,Lights,Level1AddedPart:Zone3 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G663
3271,Lights,Level1AddedPart:Zone3 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G664
3272,Lights,Level1AddedPart:Zone3 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G665
3273,ElectricEquipment,Level1AddedPart:Zone3 Equipment 1,Design Level,45.3516,40.226869199999996,48.526212,Float,G700
3274,ElectricEquipment,Level1AddedPart:Zone3 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G701
3287,ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone3 Infiltration,Design Flow Rate,0.005482,0.0054803288509802425,0.005483671149019757,Float,G681
3293,People,People Level1AddedPart:Zone5,Number of People,2.842505592,0.613981207872,5.071029976128001,Float,G713
3294,People,People Level1AddedPart:Zone5,Fraction Radiant,0.3,0.285,0.315,Float,G714
3295,People,People Level1AddedPart:Zone5,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G661
3296,Lights,Level1AddedPart:Zone5 General lighting,Lighting Level,121.1295,114.103989,132.03115499999998,Float,G662
3297,Lights,Level1AddedPart:Zone5 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G663
3298,Lights,Level1AddedPart:Zone5 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G664
3299,Lights,Level1AddedPart:Zone5 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G665
3300,ElectricEquipment,Level1AddedPart:Zone5 Equipment 1,Design Level,44.8179,39.7534773,47.955153,Float,G700
3301,ElectricEquipment,Level1AddedPart:Zone5 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G701
3314,ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone5 Infiltration,Design Flow Rate,0.005417,0.0054153288509802425,0.005418671149019757,Float,G681
3320,People,People Level1AddedPart:Zone9,Number of People,0.242722577,0.052428076632,0.433017077368,Float,G719
3321,People,People Level1AddedPart:Zone9,Fraction Radiant,0.3,0.285,0.315,Float,G720
3322,People,People Level1AddedPart:Zone9,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G661
3323,Lights,Level1AddedPart:Zone9 General lighting,Lighting Level,21.586,20.334011999999998,23.52874,Float,G662
3324,Lights,Level1AddedPart:Zone9 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G663
3325,Lights,Level1AddedPart:Zone9 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G664
3326,Lights,Level1AddedPart:Zone9 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G665
3327,ElectricEquipment,Level1AddedPart:Zone9 Equipment 1,Design Level,11.8291,10.4924117,12.657137,Float,G700
3328,ElectricEquipment,Level1AddedPart:Zone9 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G701
3341,ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone9 Infiltration,Design Flow Rate,0.000483,0.0004813288509802427,0.00048467114901975725,Float,G681
3347,People,People Level1AddedPart:Zone10,Number of People,0.242722577,0.052428076632,0.433017077368,Float,G698
3348,People,People Level1AddedPart:Zone10,Fraction Radiant,0.3,0.285,0.315,Float,G699
3349,People,People Level1AddedPart:Zone10,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G661
3350,Lights,Level1AddedPart:Zone10 General lighting,Lighting Level,21.586,20.334011999999998,23.52874,Float,G662
3351,Lights,Level1AddedPart:Zone10 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G663
3352,Lights,Level1AddedPart:Zone10 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G664
3353,Lights,Level1AddedPart:Zone10 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G665
3354,ElectricEquipment,Level1AddedPart:Zone10 Equipment 1,Design Level,11.8291,10.4924117,12.657137,Float,G700
3355,ElectricEquipment,Level1AddedPart:Zone10 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G701
3368,ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone10 Infiltration,Design Flow Rate,0.000483,0.0004813288509802427,0.00048467114901975725,Float,G681
3374,People,People Level1AddedPart:Zone11,Number of People,0.242722577,0.052428076632,0.433017077368,Float,G698
3375,People,People Level1AddedPart:Zone11,Fraction Radiant,0.3,0.285,0.315,Float,G699
3376,People,People Level1AddedPart:Zone11,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G661
3377,Lights,Level1AddedPart:Zone11 General lighting,Lighting Level,21.586,20.334011999999998,23.52874,Float,G662
3378,Lights,Level1AddedPart:Zone11 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G663
3379,Lights,Level1AddedPart:Zone11 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G664
3380,Lights,Level1AddedPart:Zone11 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G665
3381,ElectricEquipment,Level1AddedPart:Zone11 Equipment 1,Design Level,11.8291,10.4924117,12.657137,Float,G700
3382,ElectricEquipment,Level1AddedPart:Zone11 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G701
3395,ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone11 Infiltration,Design Flow Rate,0.000483,0.0004813288509802427,0.00048467114901975725,Float,G681
3401,People,People Level1AddedPart:Zone12,Number of People,0.242722577,0.052428076632,0.433017077368,Float,G698
3402,People,People Level1AddedPart:Zone12,Fraction Radiant,0.3,0.285,0.315,Float,G699
3403,People,People Level1AddedPart:Zone12,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G661
3404,Lights,Level1AddedPart:Zone12 General lighting,Lighting Level,21.586,20.334011999999998,23.52874,Float,G662
3405,Lights,Level1AddedPart:Zone12 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G663
3406,Lights,Level1AddedPart:Zone12 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G664
3407,Lights,Level1AddedPart:Zone12 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G665
3408,ElectricEquipment,Level1AddedPart:Zone12 Equipment 1,Design Level,11.8291,10.4924117,12.657137,Float,G700
3409,ElectricEquipment,Level1AddedPart:Zone12 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G701
3422,ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone12 Infiltration,Design Flow Rate,0.000483,0.0004813288509802427,0.00048467114901975725,Float,G681
3428,People,People Level1AddedPart:Zone8,Number of People,0.378611687,0.08178012439199994,0.6754432496080001,Float,G725
3429,People,People Level1AddedPart:Zone8,Fraction Radiant,0.3,0.285,0.315,Float,G726
3430,People,People Level1AddedPart:Zone8,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G661
3431,Lights,Level1AddedPart:Zone8 General lighting,Lighting Level,33.671,31.718082,36.701389999999996,Float,G662
3432,Lights,Level1AddedPart:Zone8 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G663
3433,Lights,Level1AddedPart:Zone8 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G664
3434,Lights,Level1AddedPart:Zone8 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G665
3435,ElectricEquipment,Level1AddedPart:Zone8 Equipment 1,Design Level,18.4517,16.3666579,19.743319,Float,G700
3436,ElectricEquipment,Level1AddedPart:Zone8 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G701
3449,ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone8 Infiltration,Design Flow Rate,0.000753,0.0007513288509802427,0.0007546711490197573,Float,G681
3455,People,People Level1AddedPart:Zone7,Number of People,0.993590397,0.21461552575199994,1.772565268248,Float,G731
3456,People,People Level1AddedPart:Zone7,Fraction Radiant,0.3,0.285,0.315,Float,G732
3457,People,People Level1AddedPart:Zone7,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G661
3458,Lights,Level1AddedPart:Zone7 General lighting,Lighting Level,42.3405,39.884751,46.151145,Float,G662
3459,Lights,Level1AddedPart:Zone7 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G663
3460,Lights,Level1AddedPart:Zone7 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G664
3461,Lights,Level1AddedPart:Zone7 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G665
3462,ElectricEquipment,Level1AddedPart:Zone7 Equipment 1,Design Level,15.666,13.895742,16.762620000000002,Float,G700
3463,ElectricEquipment,Level1AddedPart:Zone7 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G701
3476,ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone7 Infiltration,Design Flow Rate,0.001894,0.0018923288509802428,0.0018956711490197573,Float,G681
3482,People,People Level1AddedPart:Zone2,Fraction Radiant,0.3,0.285,0.315,Float,G699
3483,People,People Level1AddedPart:Zone2,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G661
3484,Lights,Level1AddedPart:Zone2 General lighting,Lighting Level,9.6098,9.0524316,10.474682,Float,G662
3485,Lights,Level1AddedPart:Zone2 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G663
