,Class,Object,Field,Default,Minimum,Maximum,Type,Group
3,Site:GroundTemperature:BuildingSurface,Site:GroundTemperature:BuildingSurface,January Ground Temperature,18.0,16.0,20.0,Float,G004
4,Site:GroundTemperature:BuildingSurface,Site:GroundTemperature:BuildingSurface,February Ground Temperature,18.0,16.0,20.0,Float,G005
5,Site:GroundTemperature:BuildingSurface,Site:GroundTemperature:BuildingSurface,March Ground Temperature,18.0,16.0,20.0,Float,G006
6,Site:GroundTemperature:BuildingSurface,Site:GroundTemperature:BuildingSurface,April Ground Temperature,18.0,16.0,20.0,Float,G007
7,Site:GroundTemperature:BuildingSurface,Site:GroundTemperature:BuildingSurface,May Ground Temperature,18.0,16.0,20.0,Float,G008
8,Site:GroundTemperature:BuildingSurface,Site:GroundTemperature:BuildingSurface,June Ground Temperature,18.0,16.0,20.0,Float,G009
9,Site:GroundTemperature:BuildingSurface,Site:GroundTemperature:BuildingSurface,July Ground Temperature,18.0,16.0,20.0,Float,G010
10,Site:GroundTemperature:BuildingSurface,Site:GroundTemperature:BuildingSurface,August Ground Temperature,18.0,16.0,20.0,Float,G011
11,Site:GroundTemperature:BuildingSurface,Site:GroundTemperature:BuildingSurface,September Ground Temperature,18.0,16.0,20.0,Float,G012
12,Site:GroundTemperature:BuildingSurface,Site:GroundTemperature:BuildingSurface,October Ground Temperature,18.0,16.0,20.0,Float,G013
13,Site:GroundTemperature:BuildingSurface,Site:GroundTemperature:BuildingSurface,November Ground Temperature,18.0,16.0,20.0,Float,G014
14,Site:GroundTemperature:BuildingSurface,Site:GroundTemperature:BuildingSurface,December Ground Temperature,18.0,16.0,20.0,Float,G015
15,Site:GroundTemperature:Deep,Site:GroundTemperature:Deep,January Deep Ground Temperature,14.0,12.0,16.0,Float,G016
16,Site:GroundTemperature:Deep,Site:GroundTemperature:Deep,February Deep Ground Temperature,14.0,12.0,16.0,Float,G017
17,Site:GroundTemperature:Deep,Site:GroundTemperature:Deep,March Deep Ground Temperature,14.0,12.0,16.0,Float,G018
18,Site:GroundTemperature:Deep,Site:GroundTemperature:Deep,April Deep Ground Temperature,14.0,12.0,16.0,Float,G019
19,Site:GroundTemperature:Deep,Site:GroundTemperature:Deep,May Deep Ground Temperature,14.0,12.0,16.0,Float,G020
20,Site:GroundTemperature:Deep,Site:GroundTemperature:Deep,June Deep Ground Temperature,14.0,12.0,16.0,Float,G021
21,Site:GroundTemperature:Deep,Site:GroundTemperature:Deep,July Deep Ground Temperature,14.0,12.0,16.0,Float,G022
22,Site:GroundTemperature:Deep,Site:GroundTemperature:Deep,August Deep Ground Temperature,14.0,12.0,16.0,Float,G023
23,Site:GroundTemperature:Deep,Site:GroundTemperature:Deep,September Deep Ground Temperature,14.0,12.0,16.0,Float,G024
24,Site:GroundTemperature:Deep,Site:GroundTemperature:Deep,October Deep Ground Temperature,14.0,12.0,16.0,Float,G025
25,Site:GroundTemperature:Deep,Site:GroundTemperature:Deep,November Deep Ground Temperature,14.0,12.0,16.0,Float,G026
26,Site:GroundTemperature:Deep,Site:GroundTemperature:Deep,December Deep Ground Temperature,14.0,12.0,16.0,Float,G027
27,Site:GroundTemperature:Shallow,Site:GroundTemperature:Shallow,January Surface Ground Temperature,14.0,12.0,16.0,Float,G028
28,Site:GroundTemperature:Shallow,Site:GroundTemperature:Shallow,February Surface Ground Temperature,14.0,12.0,16.0,Float,G029
29,Site:GroundTemperature:Shallow,Site:GroundTemperature:Shallow,March Surface Ground Temperature,14.0,12.0,16.0,Float,G030
30,Site:GroundTemperature:Shallow,Site:GroundTemperature:Shallow,April Surface Ground Temperature,14.0,12.0,16.0,Float,G031
31,Site:GroundTemperature:Shallow,Site:GroundTemperature:Shallow,May Surface Ground Temperature,14.0,12.0,16.0,Float,G032
32,Site:GroundTemperature:Shallow,Site:GroundTemperature:Shallow,June Surface Ground Temperature,14.0,12.0,16.0,Float,G033
33,Site:GroundTemperature:Shallow,Site:GroundTemperature:Shallow,July Surface Ground Temperature,14.0,12.0,16.0,Float,G034
34,Site:GroundTemperature:Shallow,Site:GroundTemperature:Shallow,August Surface Ground Temperature,14.0,12.0,16.0,Float,G035
35,Site:GroundTemperature:Shallow,Site:GroundTemperature:Shallow,September Surface Ground Temperature,14.0,12.0,16.0,Float,G036
36,Site:GroundTemperature:Shallow,Site:GroundTemperature:Shallow,October Surface Ground Temperature,14.0,12.0,16.0,Float,G037
37,Site:GroundTemperature:Shallow,Site:GroundTemperature:Shallow,November Surface Ground Temperature,14.0,12.0,16.0,Float,G038
38,Site:GroundTemperature:Shallow,Site:GroundTemperature:Shallow,December Surface Ground Temperature,14.0,12.0,16.0,Float,G039
39,Site:GroundTemperature:FCfactorMethod,Site:GroundTemperature:FCfactorMethod,January Ground Temperature,5.34,3.34,7.34,Float,G040
40,Site:GroundTemperature:FCfactorMethod,Site:GroundTemperature:FCfactorMethod,February Ground Temperature,4.9,2.9000000000000004,6.9,Float,G041
41,Site:GroundTemperature:FCfactorMethod,Site:GroundTemperature:FCfactorMethod,March Ground Temperature,5.68,3.6799999999999997,7.68,Float,G042
42,Site:GroundTemperature:FCfactorMethod,Site:GroundTemperature:FCfactorMethod,April Ground Temperature,6.89,4.89,8.89,Float,G043
43,Site:GroundTemperature:FCfactorMethod,Site:GroundTemperature:FCfactorMethod,May Ground Temperature,10.07,8.07,12.07,Float,G044
44,Site:GroundTemperature:FCfactorMethod,Site:GroundTemperature:FCfactorMethod,June Ground Temperature,12.52,10.52,14.52,Float,G045
45,Site:GroundTemperature:FCfactorMethod,Site:GroundTemperature:FCfactorMethod,July Ground Temperature,14.17,12.17,16.17,Float,G046
46,Site:GroundTemperature:FCfactorMethod,Site:GroundTemperature:FCfactorMethod,August Ground Temperature,14.68,12.68,16.68,Float,G047
47,Site:GroundTemperature:FCfactorMethod,Site:GroundTemperature:FCfactorMethod,September Ground Temperature,13.82,11.82,15.82,Float,G048
48,Site:GroundTemperature:FCfactorMethod,Site:GroundTemperature:FCfactorMethod,October Ground Temperature,11.92,9.92,13.92,Float,G049
49,Site:GroundTemperature:FCfactorMethod,Site:GroundTemperature:FCfactorMethod,November Ground Temperature,9.37,7.369999999999999,11.37,Float,G050
50,Site:GroundTemperature:FCfactorMethod,Site:GroundTemperature:FCfactorMethod,December Ground Temperature,7.01,5.01,9.01,Float,G051
51,Site:GroundReflectance,Site:GroundReflectance,January Ground Reflectance,0.2,0.13,0.26,Float,G052
52,Site:GroundReflectance,Site:GroundReflectance,February Ground Reflectance,0.2,0.13,0.26,Float,G053
53,Site:GroundReflectance,Site:GroundReflectance,March Ground Reflectance,0.2,0.13,0.26,Float,G054
54,Site:GroundReflectance,Site:GroundReflectance,April Ground Reflectance,0.2,0.13,0.26,Float,G055
55,Site:GroundReflectance,Site:GroundReflectance,May Ground Reflectance,0.2,0.13,0.26,Float,G056
56,Site:GroundReflectance,Site:GroundReflectance,June Ground Reflectance,0.2,0.13,0.26,Float,G057
57,Site:GroundReflectance,Site:GroundReflectance,July Ground Reflectance,0.2,0.13,0.26,Float,G058
58,Site:GroundReflectance,Site:GroundReflectance,August Ground Reflectance,0.2,0.13,0.26,Float,G059
59,Site:GroundReflectance,Site:GroundReflectance,September Ground Reflectance,0.2,0.13,0.26,Float,G060
60,Site:GroundReflectance,Site:GroundReflectance,October Ground Reflectance,0.2,0.13,0.26,Float,G061
61,Site:GroundReflectance,Site:GroundReflectance,November Ground Reflectance,0.2,0.13,0.26,Float,G062
62,Site:GroundReflectance,Site:GroundReflectance,December Ground Reflectance,0.2,0.13,0.26,Float,G063
186,Material:NoMass,LinearBridgingLayer,Thermal Resistance,0.6267,0.595365,0.658035,Float,G080
187,Material:NoMass,LinearBridgingLayer,Thermal Absorptance,0.01,0.0095,0.0105,Float,G081
188,Material:NoMass,LinearBridgingLayer,Solar Absorptance,0.01,0.0095,0.0105,Float,G082
189,Material:NoMass,LinearBridgingLayer,Visible Absorptance,0.01,0.0095,0.0105,Float,G083
198,WindowMaterial:Glazing,2,Solar Transmittance at Normal Incidence,0.837,0.7057583999999999,0.925,Float,G092
199,WindowMaterial:Glazing,2,Front Side Solar Reflectance at Normal Incidence,0.075,0.06323999999999999,0.08676,Float,G093
200,WindowMaterial:Glazing,2,Back Side Solar Reflectance at Normal Incidence,0.075,0.06323999999999999,0.08676,Float,G094
201,WindowMaterial:Glazing,2,Visible Transmittance at Normal Incidence,0.898,0.7571936,0.919,Float,G095
202,WindowMaterial:Glazing,2,Front Side Visible Reflectance at Normal Incidence,0.081,0.0682992,0.0937008,Float,G096
203,WindowMaterial:Glazing,2,Back Side Visible Reflectance at Normal Incidence,0.081,0.0682992,0.0937008,Float,G097
204,WindowMaterial:Glazing,2,Front Side Infrared Hemispherical Emissivity,0.84,0.708288,0.9717119999999999,Float,G098
205,WindowMaterial:Glazing,2,Back Side Infrared Hemispherical Emissivity,0.84,0.708288,0.9717119999999999,Float,G099
206,WindowMaterial:Glazing,2,Conductivity,0.9,0.21396500089281167,1.5860349991071883,Float,G100
209,Material,Floor/Roof Screed_0.05,Conductivity,0.41,0.17369905586307952,0.6463009441369204,Float,G103
210,Material,Floor/Roof Screed_0.05,Density,1200.0,929.7437882305017,1470.2562117694983,Float,G104
211,Material,Floor/Roof Screed_0.05,Specific Heat,840.0,753.379419304648,926.620580695352,Float,G105
212,Material,Floor/Roof Screed_0.05,Thermal Absorptance,0.9,0.8608,0.9392,Float,G106
213,Material,Floor/Roof Screed_0.05,Solar Absorptance,0.73,0.632,0.828,Float,G107
214,Material,Floor/Roof Screed_0.05,Visible Absorptance,0.73,0.632,0.828,Float,G108
216,Material,Cast Concrete_0.15,Conductivity,1.13,0.9728503897554943,1.2871496102445055,Float,G110
217,Material,Cast Concrete_0.15,Density,2000.0,1921.9490269118955,2078.0509730881045,Float,G111
218,Material,Cast Concrete_0.15,Specific Heat,1000.0,951.8074528583517,1048.1925471416484,Float,G112
219,Material,Cast Concrete_0.15,Thermal Absorptance,0.9,0.8608,0.9392,Float,G113
220,Material,Cast Concrete_0.15,Solar Absorptance,0.6,0.5216,0.6784,Float,G114
221,Material,Cast Concrete_0.15,Visible Absorptance,0.6,0.5216,0.6784,Float,G115
223,Material,Cast Concrete (Dense)_0.1,Conductivity,1.4,1.2428503897554943,1.5571496102445055,Float,G117
224,Material,Cast Concrete (Dense)_0.1,Density,2100.0,2021.9490269118955,2178.0509730881045,Float,G118
225,Material,Cast Concrete (Dense)_0.1,Specific Heat,840.0,791.8074528583517,888.1925471416483,Float,G119
226,Material,Cast Concrete (Dense)_0.1,Thermal Absorptance,0.9,0.8608,0.9392,Float,G120
227,Material,Cast Concrete (Dense)_0.1,Solar Absorptance,0.6,0.5216,0.6784,Float,G121
228,Material,Cast Concrete (Dense)_0.1,Visible Absorptance,0.6,0.5216,0.6784,Float,G122
230,Material,Chipboard_0.013,Conductivity,0.15,0.13415750861343667,0.16584249138656332,Float,G124
231,Material,Chipboard_0.013,Density,800.0,744.1740779711578,855.8259220288422,Float,G125
232,Material,Chipboard_0.013,Specific Heat,2093.0,1849.327394387621,2336.672605612379,Float,G126
233,Material,Chipboard_0.013,Thermal Absorptance,0.9,0.8608,0.9392,Float,G127
234,Material,Chipboard_0.013,Solar Absorptance,0.78,0.682,0.878,Float,G128
235,Material,Chipboard_0.013,Visible Absorptance,0.78,0.682,0.878,Float,G129
237,Material,Cast Concrete_0.2,Conductivity,1.13,0.9728503897554943,1.2871496102445055,Float,G131
238,Material,Cast Concrete_0.2,Density,2000.0,1921.9490269118955,2078.0509730881045,Float,G132
239,Material,Cast Concrete_0.2,Specific Heat,1000.0,951.8074528583517,1048.1925471416484,Float,G133
240,Material,Cast Concrete_0.2,Thermal Absorptance,0.9,0.8608,0.9392,Float,G134
241,Material,Cast Concrete_0.2,Solar Absorptance,0.6,0.5216,0.6784,Float,G135
242,Material,Cast Concrete_0.2,Visible Absorptance,0.6,0.5216,0.6784,Float,G136
244,Material,Standard insulation_0.0096,Conductivity,0.04,0.037006050545962184,0.04299394945403782,Float,G138
245,Material,Standard insulation_0.0096,Density,12.0,6.225954624355642,17.77404537564436,Float,G139
246,Material,Standard insulation_0.0096,Specific Heat,840.0,776.2716473354808,903.7283526645192,Float,G140
247,Material,Standard insulation_0.0096,Thermal Absorptance,0.9,0.8608,0.9392,Float,G141
248,Material,Standard insulation_0.0096,Solar Absorptance,0.7,0.602,0.7979999999999999,Float,G142
249,Material,Standard insulation_0.0096,Visible Absorptance,0.7,0.602,0.7979999999999999,Float,G143
251,Material,Painted Oak_0.042,Conductivity,0.19,0.1805,0.1995,Float,G145
252,Material,Painted Oak_0.042,Density,700.0,693.0,707.0,Float,G146
253,Material,Painted Oak_0.042,Specific Heat,2390.0,2091.25,2688.75,Float,G147
254,Material,Painted Oak_0.042,Thermal Absorptance,0.9,0.8608,0.9392,Float,G148
255,Material,Painted Oak_0.042,Solar Absorptance,0.5,0.402,0.598,Float,G149
256,Material,Painted Oak_0.042,Visible Absorptance,0.5,0.402,0.598,Float,G150
258,Material,External Rendering_0.025,Conductivity,0.5,0.2636990558630795,0.7363009441369205,Float,G152
259,Material,External Rendering_0.025,Density,1300.0,1029.7437882305017,1570.2562117694983,Float,G153
260,Material,External Rendering_0.025,Specific Heat,1000.0,913.379419304648,1086.6205806953521,Float,G154
261,Material,External Rendering_0.025,Thermal Absorptance,0.9,0.8608,0.9392,Float,G155
262,Material,External Rendering_0.025,Solar Absorptance,0.7,0.602,0.7979999999999999,Float,G156
263,Material,External Rendering_0.025,Visible Absorptance,0.7,0.602,0.7979999999999999,Float,G157
265,Material,MW Stone Wool (rolls)_0.1439,Conductivity,0.04,0.038,0.042,Float,G159
266,Material,MW Stone Wool (rolls)_0.1439,Density,30.0,29.7,30.3,Float,G160
267,Material,MW Stone Wool (rolls)_0.1439,Specific Heat,840.0,735.0,945.0,Float,G161
268,Material,MW Stone Wool (rolls)_0.1439,Thermal Absorptance,0.9,0.8608,0.9392,Float,G162
269,Material,MW Stone Wool (rolls)_0.1439,Solar Absorptance,0.6,0.40399999999999997,0.796,Float,G163
270,Material,MW Stone Wool (rolls)_0.1439,Visible Absorptance,0.6,0.40399999999999997,0.796,Float,G164
272,Material,Standard insulation_0.0159,Conductivity,0.04,0.038,0.042,Float,G166
273,Material,Standard insulation_0.0159,Density,12.0,11.88,12.12,Float,G167
274,Material,Standard insulation_0.0159,Specific Heat,840.0,735.0,945.0,Float,G168
275,Material,Standard insulation_0.0159,Thermal Absorptance,0.9,0.8608,0.9392,Float,G169
276,Material,Standard insulation_0.0159,Solar Absorptance,0.7,0.602,0.7979999999999999,Float,G170
277,Material,Standard insulation_0.0159,Visible Absorptance,0.7,0.602,0.7979999999999999,Float,G171
279,Material,XPS Extruded Polystyrene  - CO2 Blowing_0.03,Conductivity,0.034,0.030127709688302737,0.03787229031169727,Float,G173
280,Material,XPS Extruded Polystyrene  - CO2 Blowing_0.03,Density,35.0,24.615221436811876,45.38477856318812,Float,G174
281,Material,XPS Extruded Polystyrene  - CO2 Blowing_0.03,Specific Heat,1400.0,1373.0699810141055,1426.9300189858945,Float,G175
282,Material,XPS Extruded Polystyrene  - CO2 Blowing_0.03,Thermal Absorptance,0.9,0.8608,0.9392,Float,G176
283,Material,XPS Extruded Polystyrene  - CO2 Blowing_0.03,Solar Absorptance,0.6,0.502,0.698,Float,G177
284,Material,XPS Extruded Polystyrene  - CO2 Blowing_0.03,Visible Absorptance,0.6,0.502,0.698,Float,G178
286,Material,Plywood (Heavyweight)_0.006,Conductivity,0.15,0.1425,0.1575,Float,G180
287,Material,Plywood (Heavyweight)_0.006,Density,700.0,693.0,707.0,Float,G181
288,Material,Plywood (Heavyweight)_0.006,Specific Heat,1420.0,1242.5,1597.5,Float,G182
289,Material,Plywood (Heavyweight)_0.006,Thermal Absorptance,0.9,0.8608,0.9392,Float,G183
290,Material,Plywood (Heavyweight)_0.006,Solar Absorptance,0.78,0.682,0.878,Float,G184
291,Material,Plywood (Heavyweight)_0.006,Visible Absorptance,0.78,0.682,0.878,Float,G185
292,Material:NoMass,19_RVAL_2,Thermal Resistance,0.15,0.1425,0.1575,Float,G186
293,Material:NoMass,19_RVAL_2,Thermal Absorptance,0.9,0.8608,0.9392,Float,G187
294,Material:NoMass,19_RVAL_2,Solar Absorptance,0.7,0.6215999999999999,0.7784,Float,G188
295,Material:NoMass,19_RVAL_2,Visible Absorptance,0.7,0.6215999999999999,0.7784,Float,G189
296,Material:NoMass,20_RVAL_2,Thermal Resistance,0.15,0.1425,0.1575,Float,G190
297,Material:NoMass,20_RVAL_2,Thermal Absorptance,0.9,0.8608,0.9392,Float,G191
298,Material:NoMass,20_RVAL_2,Solar Absorptance,0.7,0.6215999999999999,0.7784,Float,G192
299,Material:NoMass,20_RVAL_2,Visible Absorptance,0.7,0.6215999999999999,0.7784,Float,G193
315,People,People Level1:Zone14,Number of People,18.70506875,4.040294849999999,33.369842649999995,Float,G209
316,People,People Level1:Zone14,Fraction Radiant,0.3,0.285,0.315,Float,G210
317,People,People Level1:Zone14,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
318,Lights,Level1:Zone14 General lighting,Lighting Level,797.091,750.859722,868.82919,Float,G212
319,Lights,Level1:Zone14 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
320,Lights,Level1:Zone14 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
321,Lights,Level1:Zone14 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
322,ElectricEquipment,Level1:Zone14 Equipment 1,Design Level,294.9237,261.5973219,315.568359,Float,G216
323,ElectricEquipment,Level1:Zone14 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G217
336,ZoneInfiltration:DesignFlowRate,Level1:Zone14 Infiltration,Design Flow Rate,0.036398,0.03639632885098024,0.036399671149019756,Float,G228
342,People,People Level1:Zone1,Number of People,0.427644799,0.09237127658399996,0.762918321416,Float,G209
343,People,People Level1:Zone1,Fraction Radiant,0.3,0.285,0.315,Float,G210
344,People,People Level1:Zone1,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
345,Lights,Level1:Zone1 General lighting,Lighting Level,18.2235,17.166537,19.863615000000003,Float,G212
346,Lights,Level1:Zone1 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
347,Lights,Level1:Zone1 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
348,Lights,Level1:Zone1 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
349,ElectricEquipment,Level1:Zone1 Equipment 1,Design Level,6.7427,5.9807749,7.214689,Float,G216
350,ElectricEquipment,Level1:Zone1 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G217
363,ZoneInfiltration:DesignFlowRate,Level1:Zone1 Infiltration,Design Flow Rate,0.000815,0.0008133288509802426,0.0008166711490197573,Float,G228
369,People,People Level1:Zone6,Number of People,4.1600025,0.8985605400000001,7.42144446,Float,G236
370,People,People Level1:Zone6,Fraction Radiant,0.3,0.285,0.315,Float,G237
371,People,People Level1:Zone6,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
372,Lights,Level1:Zone6 General lighting,Lighting Level,749.55,706.0761,817.0094999999999,Float,G238
373,Lights,Level1:Zone6 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
374,Lights,Level1:Zone6 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
375,Lights,Level1:Zone6 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
376,ElectricEquipment,Level1:Zone6 Computing gain 1,Design Level,224.865,199.45525500000002,240.60555000000002,Float,G239
377,ElectricEquipment,Level1:Zone6 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G240
378,ElectricEquipment,Level1:Zone6 Equipment 2,Design Level,224.865,199.45525500000002,240.60555000000002,Float,G241
379,ElectricEquipment,Level1:Zone6 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G242
380,WaterUse:Equipment,DHW Level1:Zone6,Peak Flow Rate,2.31e-07,1.57542e-07,3.38415e-07,Float,G243
393,ZoneInfiltration:DesignFlowRate,Level1:Zone6 Infiltration,Design Flow Rate,0.00838,0.008378328850980244,0.008381671149019757,Float,G228
399,People,People Level1:Zone3,Number of People,1.213896,0.26220153599999996,2.165590464,Float,G248
400,People,People Level1:Zone3,Fraction Radiant,0.3,0.285,0.315,Float,G249
401,People,People Level1:Zone3,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
402,Lights,Level1:Zone3 General lighting,Lighting Level,218.72,206.03424,238.4048,Float,G250
403,Lights,Level1:Zone3 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
404,Lights,Level1:Zone3 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
405,Lights,Level1:Zone3 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
406,ElectricEquipment,Level1:Zone3 Computing gain 1,Design Level,65.616,58.201392,70.20912,Float,G239
407,ElectricEquipment,Level1:Zone3 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G240
408,ElectricEquipment,Level1:Zone3 Equipment 2,Design Level,65.616,58.201392,70.20912,Float,G241
409,ElectricEquipment,Level1:Zone3 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G242
410,WaterUse:Equipment,DHW Level1:Zone3,Peak Flow Rate,6.75e-08,4.6035e-08,9.88875e-08,Float,G251
423,ZoneInfiltration:DesignFlowRate,Level1:Zone3 Infiltration,Design Flow Rate,0.002445,0.0024433288509802427,0.0024466711490197576,Float,G228
429,People,People Level1:Zone2,Number of People,1.0391376,0.2244537216,1.8538214784000002,Float,G256
430,People,People Level1:Zone2,Fraction Radiant,0.3,0.285,0.315,Float,G257
431,People,People Level1:Zone2,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
432,Lights,Level1:Zone2 General lighting,Lighting Level,187.232,176.372544,204.08288,Float,G258
433,Lights,Level1:Zone2 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
434,Lights,Level1:Zone2 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
435,Lights,Level1:Zone2 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
436,ElectricEquipment,Level1:Zone2 Computing gain 1,Design Level,56.1696,49.8224352,60.101472,Float,G239
437,ElectricEquipment,Level1:Zone2 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G240
438,ElectricEquipment,Level1:Zone2 Equipment 2,Design Level,56.1696,49.8224352,60.101472,Float,G241
439,ElectricEquipment,Level1:Zone2 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G242
440,WaterUse:Equipment,DHW Level1:Zone2,Peak Flow Rate,5.78e-08,3.9419599999999997e-08,8.467700000000001e-08,Float,G259
453,ZoneInfiltration:DesignFlowRate,Level1:Zone2 Infiltration,Design Flow Rate,0.002093,0.0020913288509802424,0.0020946711490197572,Float,G228
459,People,People Level1:Zone4,Number of People,1.7741463,0.38321560079999983,3.1650769992,Float,G209
460,People,People Level1:Zone4,Fraction Radiant,0.3,0.285,0.315,Float,G210
461,People,People Level1:Zone4,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
462,Lights,Level1:Zone4 General lighting,Lighting Level,319.666,301.12537199999997,348.43594,Float,G212
463,Lights,Level1:Zone4 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
464,Lights,Level1:Zone4 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
465,Lights,Level1:Zone4 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
466,ElectricEquipment,Level1:Zone4 Computing gain 1,Design Level,95.8998,85.0631226,102.612786,Float,G239
467,ElectricEquipment,Level1:Zone4 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G240
468,ElectricEquipment,Level1:Zone4 Equipment 2,Design Level,95.8998,85.0631226,102.612786,Float,G241
469,ElectricEquipment,Level1:Zone4 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G242
470,WaterUse:Equipment,DHW Level1:Zone4,Peak Flow Rate,9.87e-08,6.731340000000001e-08,1.445955e-07,Float,G262
483,ZoneInfiltration:DesignFlowRate,Level1:Zone4 Infiltration,Design Flow Rate,0.003574,0.0035723288509802425,0.0035756711490197574,Float,G228
489,People,People Level1:Zone5,Number of People,0.7265283,0.15693011280000002,1.2961264872,Float,G267
490,People,People Level1:Zone5,Fraction Radiant,0.3,0.285,0.315,Float,G268
491,People,People Level1:Zone5,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
492,Lights,Level1:Zone5 General lighting,Lighting Level,130.906,123.31345200000001,142.68754,Float,G269
493,Lights,Level1:Zone5 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
494,Lights,Level1:Zone5 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
495,Lights,Level1:Zone5 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
496,ElectricEquipment,Level1:Zone5 Computing gain 1,Design Level,39.2718,34.8340866,42.020826,Float,G239
497,ElectricEquipment,Level1:Zone5 Computing gain 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G240
498,ElectricEquipment,Level1:Zone5 Equipment 2,Design Level,39.2718,34.8340866,42.020826,Float,G241
499,ElectricEquipment,Level1:Zone5 Equipment 2,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G242
500,WaterUse:Equipment,DHW Level1:Zone5,Peak Flow Rate,4.04e-08,2.7552799999999998e-08,5.9186e-08,Float,G270
513,ZoneInfiltration:DesignFlowRate,Level1:Zone5 Infiltration,Design Flow Rate,0.001464,0.0014623288509802428,0.0014656711490197572,Float,G228
519,People,People Level1:Zone10,Fraction Radiant,0.3,0.285,0.315,Float,G210
520,People,People Level1:Zone10,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
521,Lights,Level1:Zone10 General lighting,Lighting Level,106.8893,100.6897206,116.509337,Float,G212
522,Lights,Level1:Zone10 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
523,Lights,Level1:Zone10 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
524,Lights,Level1:Zone10 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
537,ZoneInfiltration:DesignFlowRate,Level1:Zone10 Infiltration,Design Flow Rate,0.003187,0.0031853288509802427,0.0031886711490197576,Float,G228
543,People,People Level1:Zone7,Number of People,48.33607666,10.440592558559999,86.23156076144001,Float,G277
544,People,People Level1:Zone7,Fraction Radiant,0.3,0.285,0.315,Float,G278
545,People,People Level1:Zone7,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
546,Lights,Level1:Zone7 General lighting,Lighting Level,2059.776,1940.3089919999998,2245.15584,Float,G279
547,Lights,Level1:Zone7 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
548,Lights,Level1:Zone7 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
549,Lights,Level1:Zone7 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
550,ElectricEquipment,Level1:Zone7 Equipment 1,Design Level,762.1171,675.9978677,815.4652970000001,Float,G216
551,ElectricEquipment,Level1:Zone7 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G217
