0, 0, 155.926429278, [1.7321e-07, 3.3764e-05, 4.6529e-07, 1.3929e-07, 7.7619e-08, 5.2086e-08, 4.7088e-08, 9.7985e-08, 7.8048e-08, 4.7801e-07, 2.7521e-07, 5.7544e-08, 5.9331e-07, 2.8498e-07, 3.5095e-07, 2.4427e-07, 2.7416e-07, 2.4193e-07, 4.0879e-08, 1.7348e-07, 3.5963e-07, 3.7994e-07, 7.0144e-08, 3.2663e-07, 4.3643e-07, 2.8218e-07, 5.3879e-07, 7.7342e-08, 4.1437e-07, 3.3612e-07, 2.3288e-07, 6.3938e-07, 1.1866e-07, 1.3579e-07, 1.4157e-07, 6.8322e-08, 1.7797e-07, 1.7134e-07, 3.4727e-07, 1.1799e-07, 1.3341e-05, 2.7842e-07, 5.3874e-08, 2.767e-07, 2.8012e-08, 2.6671e-07, 8.03e-08, 1.6708e-07, 1.8837e-07, 3.0323e-07, 1.1968e-07, 2.0881e-07, 1.1441e-07, 1.2243e-07, 2.0024e-07, 3.8081e-07, 1.0645e-07, 9.4468e-08, 2.383e-07, 1.498e-07, 1.1325e-06, 2.2921e-07, 9.5564e-07, 5.6888e-08, 3.727e-07, 5.7941e-08]
0, 1, 156.809723785, [2.8443e-07, 3.0229e-05, 3.0023e-07, 1.2595e-07, 6.2167e-08, 4.9909e-08, 6.8248e-08, 1.6257e-07, 6.5229e-08, 6.8542e-07, 4.7827e-07, 7.1188e-08, 3.543e-07, 4.4553e-07, 2.171e-07, 3.0887e-07, 3.4755e-07, 3.3533e-07, 5.5543e-08, 1.568e-07, 3.5156e-07, 4.5316e-07, 6.4654e-08, 3.9365e-07, 4.4462e-07, 2.7997e-07, 5.4229e-07, 6.0816e-08, 4.372e-07, 2.3099e-07, 2.3324e-07, 5.8984e-07, 1.4973e-07, 9.307e-08, 2.477e-07, 1.1269e-07, 2.0989e-07, 1.4358e-07, 2.3285e-07, 9.4061e-08, 1.2523e-05, 2.7057e-07, 6.4733e-08, 1.9749e-07, 3.2644e-08, 3.3596e-07, 1.0829e-07, 1.8036e-07, 1.6607e-07, 3.0912e-07, 1.9494e-07, 2.249e-07, 8.0201e-08, 1.0556e-07, 2.0462e-07, 4.9565e-07, 1.4912e-07, 1.3134e-07, 3.229e-07, 1.7535e-07, 7.8918e-07, 2.7043e-07, 1.3105e-06, 6.241e-08, 2.2112e-07, 6.1506e-08]
0, 2, 156.939149342, [2.431e-07, 2.5802e-05, 2.5727e-07, 1.4718e-07, 8.4992e-08, 6.0145e-08, 6.7134e-08, 1.6476e-07, 6.0007e-08, 5.3524e-07, 5.0633e-07, 8.7128e-08, 5.9823e-07, 3.3239e-07, 2.5893e-07, 2.18e-07, 3.5476e-07, 3.5824e-07, 4.3829e-08, 2.6262e-07, 2.0263e-07, 4.3672e-07, 6.4258e-08, 2.9214e-07, 2.8245e-07, 5.308e-07, 3.3449e-07, 7.2387e-08, 3.2284e-07, 3.232e-07, 3.8259e-07, 9.2206e-07, 1.8393e-07, 9.838e-08, 2.2084e-07, 1.0516e-07, 2.1486e-07, 1.9257e-07, 1.8565e-07, 8.1569e-08, 1.3097e-05, 3.5126e-07, 4.8038e-08, 2.4849e-07, 4.1579e-08, 3.5941e-07, 6.9374e-08, 1.9231e-07, 2.26e-07, 4.0436e-07, 1.7259e-07, 3.0332e-07, 8.4943e-08, 8.963e-08, 1.7944e-07, 3.4735e-07, 1.9678e-07, 1.0948e-07, 3.7042e-07, 1.9054e-07, 1.1484e-06, 2.3538e-07, 1.2728e-06, 6.713e-08, 3.3364e-07, 8.6476e-08]
0, 3, 157.289227173, [2.1283e-07, 3.179e-05, 2.515e-07, 1.3273e-07, 5.0817e-08, 6.9393e-08, 5.6004e-08, 9.5822e-08, 6.9289e-08, 6.2385e-07, 5.2325e-07, 8.3686e-08, 5.2906e-07, 3.4609e-07, 2.1277e-07, 3.6564e-07, 3.8818e-07, 3.4418e-07, 6.1069e-08, 3.2792e-07, 2.7068e-07, 4.4746e-07, 5.516e-08, 3.2339e-07, 3.2403e-07, 4.5205e-07, 3.0005e-07, 9.0808e-08, 2.7897e-07, 3.8993e-07, 3.656e-07, 5.8761e-07, 1.1276e-07, 1.3525e-07, 2.6003e-07, 7.3926e-08, 2.1482e-07, 2.0149e-07, 1.7366e-07, 1.193e-07, 1.1021e-05, 3.5271e-07, 7.9114e-08, 2.7553e-07, 3.1066e-08, 2.145e-07, 7.6938e-08, 2.2398e-07, 2.65e-07, 3.8058e-07, 1.3946e-07, 2.1711e-07, 9.3814e-08, 8.0324e-08, 2.4079e-07, 6.1355e-07, 1.3097e-07, 8.1392e-08, 1.8636e-07, 1.8029e-07, 1.2568e-06, 2.5478e-07, 1.4044e-06, 3.9042e-08, 2.0637e-07, 8.351e-08]
0, 4, 157.302655724, [2.9582e-07, 2.4601e-05, 2.8582e-07, 1.0094e-07, 7.8816e-08, 5.9766e-08, 6.7231e-08, 1.4549e-07, 5.8603e-08, 7.6942e-07, 5.4014e-07, 7.8587e-08, 6.0226e-07, 2.9977e-07, 2.3711e-07, 2.0213e-07, 2.7844e-07, 2.7383e-07, 4.1793e-08, 2.3476e-07, 4.1535e-07, 4.9353e-07, 6.9229e-08, 2.8654e-07, 2.8669e-07, 4.4196e-07, 5.7231e-07, 5.6738e-08, 4.0443e-07, 3.6419e-07, 2.0332e-07, 9.9266e-07, 9.8998e-08, 1.1901e-07, 1.7363e-07, 7.781e-08, 2.977e-07, 1.1974e-07, 2.3476e-07, 1.2477e-07, 1.3138e-05, 2.7181e-07, 7.9957e-08, 2.6357e-07, 5.1011e-08, 3.5513e-07, 1.1613e-07, 1.972e-07, 1.5757e-07, 2.0796e-07, 1.1226e-07, 3.5932e-07, 9.8693e-08, 6.6876e-08, 1.8319e-07, 4.5111e-07, 1.4165e-07, 8.7958e-08, 1.8929e-07, 1.0714e-07, 1.1149e-06, 3.3883e-07, 1.1897e-06, 7.4513e-08, 2.4081e-07, 7.8115e-08]
0, 5, 158.019283184, [3.1009e-07, 2.6097e-05, 4.4412e-07, 1.9699e-07, 8.5334e-08, 9.8606e-08, 5.7776e-08, 1.5759e-07, 4.1501e-08, 4.3439e-07, 3.8444e-07, 8.1656e-08, 5.6679e-07, 3.0988e-07, 2.4363e-07, 3.3586e-07, 2.7903e-07, 4.0159e-07, 4.5457e-08, 3.0396e-07, 3.9878e-07, 4.2293e-07, 5.9186e-08, 2.7633e-07, 4.0272e-07, 4.3472e-07, 5.0143e-07, 6.7984e-08, 3.6931e-07, 2.4034e-07, 2.3614e-07, 7.5047e-07, 1.8999e-07, 1.0669e-07, 1.9766e-07, 7.5799e-08, 1.8611e-07, 1.0689e-07, 2.9368e-07, 1.2423e-07, 1.1945e-05, 3.733e-07, 7.7403e-08, 1.9408e-07, 5.813e-08, 2.3633e-07, 1.1255e-07, 1.9651e-07, 2.073e-07, 2.8445e-07, 1.9615e-07, 2.6416e-07, 1.2363e-07, 1.2282e-07, 2.3946e-07, 4.2323e-07, 1.2775e-07, 1.5022e-07, 2.2693e-07, 1.51e-07, 8.1835e-07, 1.8187e-07, 9.5612e-07, 4.5365e-08, 3.192e-07, 4.9959e-08]
0, 6, 159.366188589, [2.8874e-07, 2.2039e-05, 2.6024e-07, 1.8416e-07, 8.1863e-08, 6.333e-08, 3.3113e-08, 1.0366e-07, 4.2168e-08, 7.1127e-07, 4.6814e-07, 7.2973e-08, 6.4915e-07, 4.6939e-07, 2.6201e-07, 2.1327e-07, 3.2688e-07, 2.4472e-07, 6.2271e-08, 3.1096e-07, 3.6675e-07, 3.2403e-07, 6.7314e-08, 3.3316e-07, 3.8794e-07, 2.7319e-07, 5.0189e-07, 9.2849e-08, 4.779e-07, 2.8387e-07, 2.8157e-07, 7.0544e-07, 1.6077e-07, 8.4073e-08, 2.6877e-07, 1.1555e-07, 3.3922e-07, 1.6928e-07, 2.9164e-07, 1.2467e-07, 1.0571e-05, 3.3831e-07, 6.6525e-08, 2.6538e-07, 4.6938e-08, 2.3865e-07, 1.1781e-07, 1.6837e-07, 2.3027e-07, 3.5073e-07, 1.0912e-07, 2.4322e-07, 6.5972e-08, 8.5774e-08, 1.9937e-07, 5.6179e-07, 1.6869e-07, 1.5507e-07, 3.0862e-07, 1.3073e-07, 9.2725e-07, 1.8252e-07, 1.3164e-06, 5.3057e-08, 3.2197e-07, 8.4032e-08]
0, 7, 160.22967546, [1.793e-07, 1.7026e-05, 4.9331e-07, 1.7634e-07, 5.6886e-08, 9.9085e-08, 3.4283e-08, 9.4157e-08, 3.8483e-08, 5.737e-07, 5.7239e-07, 4.8835e-08, 5.3501e-07, 4.7566e-07, 2.1567e-07, 2.1045e-07, 4.3639e-07, 3.0541e-07, 4.4511e-08, 1.6281e-07, 3.7243e-07, 3.0193e-07, 4.7672e-08, 4.3394e-07, 4.2569e-07, 5.2583e-07, 3.4264e-07, 8.8667e-08, 2.5798e-07, 2.2965e-07, 3.1001e-07, 5.4475e-07, 1.661e-07, 7.2173e-08, 2.2432e-07, 1.2563e-07, 1.8598e-07, 1.0174e-07, 3.3961e-07, 1.1428e-07, 1.1514e-05, 2.4157e-07, 7.8664e-08, 2.8835e-07, 5.3001e-08, 2.0185e-07, 6.2717e-08, 2.6395e-07, 2.1891e-07, 3.8813e-07, 1.4094e-07, 1.8695e-07, 1.3217e-07, 1.3436e-07, 1.7142e-07, 4.2132e-07, 1.2034e-07, 1.1486e-07, 3.0004e-07, 1.7995e-07, 6.4804e-07, 2.8512e-07, 1.3466e-06, 5.9297e-08, 2.7919e-07, 9.7673e-08]
0, 8, 160.363231524, [2.4296e-07, 2.0087e-05, 4.4511e-07, 1.6248e-07, 4.8309e-08, 6.2426e-08, 4.0818e-08, 1.6678e-07, 4.018e-08, 7.3414e-07, 3.5795e-07, 4.8287e-08, 4.3575e-07, 3.6274e-07, 2.775e-07, 2.9343e-07, 2.9753e-07, 2.194e-07, 4.9786e-08, 1.583e-07, 4.0564e-07, 4.5701e-07, 7.4309e-08, 2.8372e-07, 4.0692e-07, 4.4155e-07, 3.1749e-07, 5.2066e-08, 3.2397e-07, 2.4785e-07, 3.7376e-07, 5.5822e-07, 1.591e-07, 1.0331e-07, 1.4163e-07, 6.8783e-08, 2.6655e-07, 1.3295e-07, 2.5535e-07, 8.1503e-08, 1.0456e-05, 2.1911e-07, 7.1497e-08, 1.7482e-07, 3.6271e-08, 2.6105e-07, 8.2688e-08, 2.3415e-07, 2.5321e-07, 3.318e-07, 1.874e-07, 2.866e-07, 1.2867e-07, 9.0025e-08, 2.3882e-07, 4.7236e-07, 1.3841e-07, 1.539e-07, 1.8752e-07, 1.2955e-07, 1.2048e-06, 2.9544e-07, 8.8836e-07, 7.1631e-08, 2.7332e-07, 8.5925e-08]
0, 9, 160.455213665, [2.5159e-07, 2.9688e-05, 3.2187e-07, 1.7441e-07, 4.5007e-08, 5.8197e-08, 3.6274e-08, 1.669e-07, 6.5821e-08, 4.1285e-07, 2.9699e-07, 6.1721e-08, 4.0684e-07, 4.4827e-07, 2.7855e-07, 3.2591e-07, 3.795e-07, 3.2777e-07, 5.2259e-08, 2.1592e-07, 3.0025e-07, 3.4829e-07, 6.1203e-08, 2.3057e-07, 2.6796e-07, 5.711e-07, 3.6251e-07, 6.3877e-08, 3.1332e-07, 2.293e-07, 2.6463e-07, 5.6971e-07, 1.5446e-07, 1.0013e-07, 1.6581e-07, 7.4096e-08, 1.9754e-07, 1.4426e-07, 2.8505e-07, 1.0877e-07, 7.2117e-06, 3.3837e-07, 4.9621e-08, 1.8235e-07, 3.4123e-08, 3.7739e-07, 1.1938e-07, 2.9034e-07, 2.5101e-07, 3.54e-07, 1.9118e-07, 3.1981e-07, 1.0746e-07, 6.9334e-08, 1.8381e-07, 3.495e-07, 1.2959e-07, 9.3399e-08, 2.72e-07, 2.0888e-07, 1.0228e-06, 2.8704e-07, 1.0883e-06, 7.7985e-08, 2.1478e-07, 7.9944e-08]
