Class,Object,Field,Default,Minimum,Maximum,Type,Group
ElectricEquipment,Level1AddedPart:Zone9 Equipment 1,Design Level,11.8291,10.64619,13.01201,Float,G700
ElectricEquipment,Level1AddedPart:Zone9 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G701
Daylighting:Controls,Level1AddedPart:Zone9,Total Daylighting Reference Points,1,1,1.1,Integer,G671
Daylighting:Controls,Level1AddedPart:Zone9,X-Coordinate of First Reference Point,52.904,47.6136,58.1944,Float,G672
Daylighting:Controls,Level1AddedPart:Zone9,Y-Coordinate of First Reference Point,96.573,86.9157,106.2303,Float,G672
Daylighting:Controls,Level1AddedPart:Zone9,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G672
Daylighting:Controls,Level1AddedPart:Zone9,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G673
Daylighting:Controls,Level1AddedPart:Zone9,Illuminance Setpoint at First Reference Point,200,180,220,Float,G674
Daylighting:Controls,Level1AddedPart:Zone9,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G675
Daylighting:Controls,Level1AddedPart:Zone9,Lighting Control Type,3,2.7,3,Integer,G676
Daylighting:Controls,Level1AddedPart:Zone9,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G677
Daylighting:Controls,Level1AddedPart:Zone9,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G678
Daylighting:Controls,Level1AddedPart:Zone9,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G679
Daylighting:Controls,Level1AddedPart:Zone9,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G680
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone9 Infiltration,Design Flow Rate,0.000483,0.0004347,0.0005313,Float,G681
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone9 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G682
Zone,Level1AddedPart:Zone10,Type,1,1,1,Integer,G694
Zone,Level1AddedPart:Zone10,Multiplier,1,1,1.1,Integer,G695
Zone,Level1AddedPart:Zone10,Volume,7.555,6.7995,8.3105,Float,G696
Zone,Level1AddedPart:Zone10,Floor Area,2.1586,1.94274,2.37446,Float,G697
People,People Level1AddedPart:Zone10,Number of People,0.242722577,0.218450319,0.266994835,Float,G698
People,People Level1AddedPart:Zone10,Fraction Radiant,0.3,0.27,0.33,Float,G699
People,People Level1AddedPart:Zone10,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G661
Lights,Level1AddedPart:Zone10 General lighting,Lighting Level,21.586,19.4274,23.7446,Float,G662
Lights,Level1AddedPart:Zone10 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G663
Lights,Level1AddedPart:Zone10 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G664
Lights,Level1AddedPart:Zone10 General lighting,Fraction Replaceable,1,0.9,1,Float,G665
ElectricEquipment,Level1AddedPart:Zone10 Equipment 1,Design Level,11.8291,10.64619,13.01201,Float,G700
ElectricEquipment,Level1AddedPart:Zone10 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G701
Daylighting:Controls,Level1AddedPart:Zone10,Total Daylighting Reference Points,1,1,1.1,Integer,G671
Daylighting:Controls,Level1AddedPart:Zone10,X-Coordinate of First Reference Point,52.261,47.0349,57.4871,Float,G672
Daylighting:Controls,Level1AddedPart:Zone10,Y-Coordinate of First Reference Point,95.807,86.2263,105.3877,Float,G672
Daylighting:Controls,Level1AddedPart:Zone10,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G672
Daylighting:Controls,Level1AddedPart:Zone10,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G673
Daylighting:Controls,Level1AddedPart:Zone10,Illuminance Setpoint at First Reference Point,200,180,220,Float,G674
Daylighting:Controls,Level1AddedPart:Zone10,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G675
Daylighting:Controls,Level1AddedPart:Zone10,Lighting Control Type,3,2.7,3,Integer,G676
Daylighting:Controls,Level1AddedPart:Zone10,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G677
Daylighting:Controls,Level1AddedPart:Zone10,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G678
Daylighting:Controls,Level1AddedPart:Zone10,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G679
Daylighting:Controls,Level1AddedPart:Zone10,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G680
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone10 Infiltration,Design Flow Rate,0.000483,0.0004347,0.0005313,Float,G681
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone10 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G682
Zone,Level1AddedPart:Zone11,Type,1,1,1,Integer,G694
Zone,Level1AddedPart:Zone11,Multiplier,1,1,1.1,Integer,G695
Zone,Level1AddedPart:Zone11,Volume,7.555,6.7995,8.3105,Float,G696
Zone,Level1AddedPart:Zone11,Floor Area,2.1586,1.94274,2.37446,Float,G697
People,People Level1AddedPart:Zone11,Number of People,0.242722577,0.218450319,0.266994835,Float,G698
People,People Level1AddedPart:Zone11,Fraction Radiant,0.3,0.27,0.33,Float,G699
People,People Level1AddedPart:Zone11,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G661
Lights,Level1AddedPart:Zone11 General lighting,Lighting Level,21.586,19.4274,23.7446,Float,G662
Lights,Level1AddedPart:Zone11 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G663
Lights,Level1AddedPart:Zone11 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G664
Lights,Level1AddedPart:Zone11 General lighting,Fraction Replaceable,1,0.9,1,Float,G665
ElectricEquipment,Level1AddedPart:Zone11 Equipment 1,Design Level,11.8291,10.64619,13.01201,Float,G700
ElectricEquipment,Level1AddedPart:Zone11 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G701
Daylighting:Controls,Level1AddedPart:Zone11,Total Daylighting Reference Points,1,1,1.1,Integer,G671
Daylighting:Controls,Level1AddedPart:Zone11,X-Coordinate of First Reference Point,51.618,46.4562,56.7798,Float,G672
Daylighting:Controls,Level1AddedPart:Zone11,Y-Coordinate of First Reference Point,95.041,85.5369,104.5451,Float,G672
Daylighting:Controls,Level1AddedPart:Zone11,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G672
Daylighting:Controls,Level1AddedPart:Zone11,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G673
Daylighting:Controls,Level1AddedPart:Zone11,Illuminance Setpoint at First Reference Point,200,180,220,Float,G674
Daylighting:Controls,Level1AddedPart:Zone11,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G675
Daylighting:Controls,Level1AddedPart:Zone11,Lighting Control Type,3,2.7,3,Integer,G676
Daylighting:Controls,Level1AddedPart:Zone11,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G677
Daylighting:Controls,Level1AddedPart:Zone11,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G678
Daylighting:Controls,Level1AddedPart:Zone11,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G679
Daylighting:Controls,Level1AddedPart:Zone11,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G680
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone11 Infiltration,Design Flow Rate,0.000483,0.0004347,0.0005313,Float,G681
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone11 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G682
Zone,Level1AddedPart:Zone12,Type,1,1,1,Integer,G694
Zone,Level1AddedPart:Zone12,Multiplier,1,1,1.1,Integer,G695
Zone,Level1AddedPart:Zone12,Volume,7.555,6.7995,8.3105,Float,G696
Zone,Level1AddedPart:Zone12,Floor Area,2.1586,1.94274,2.37446,Float,G697
People,People Level1AddedPart:Zone12,Number of People,0.242722577,0.218450319,0.266994835,Float,G698
People,People Level1AddedPart:Zone12,Fraction Radiant,0.3,0.27,0.33,Float,G699
People,People Level1AddedPart:Zone12,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G661
Lights,Level1AddedPart:Zone12 General lighting,Lighting Level,21.586,19.4274,23.7446,Float,G662
Lights,Level1AddedPart:Zone12 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G663
Lights,Level1AddedPart:Zone12 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G664
Lights,Level1AddedPart:Zone12 General lighting,Fraction Replaceable,1,0.9,1,Float,G665
ElectricEquipment,Level1AddedPart:Zone12 Equipment 1,Design Level,11.8291,10.64619,13.01201,Float,G700
ElectricEquipment,Level1AddedPart:Zone12 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G701
Daylighting:Controls,Level1AddedPart:Zone12,Total Daylighting Reference Points,1,1,1.1,Integer,G671
Daylighting:Controls,Level1AddedPart:Zone12,X-Coordinate of First Reference Point,50.976,45.8784,56.0736,Float,G672
Daylighting:Controls,Level1AddedPart:Zone12,Y-Coordinate of First Reference Point,94.275,84.8475,103.7025,Float,G672
Daylighting:Controls,Level1AddedPart:Zone12,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G672
Daylighting:Controls,Level1AddedPart:Zone12,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G673
Daylighting:Controls,Level1AddedPart:Zone12,Illuminance Setpoint at First Reference Point,200,180,220,Float,G674
Daylighting:Controls,Level1AddedPart:Zone12,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G675
Daylighting:Controls,Level1AddedPart:Zone12,Lighting Control Type,3,2.7,3,Integer,G676
Daylighting:Controls,Level1AddedPart:Zone12,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G677
Daylighting:Controls,Level1AddedPart:Zone12,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G678
Daylighting:Controls,Level1AddedPart:Zone12,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G679
Daylighting:Controls,Level1AddedPart:Zone12,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G680
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone12 Infiltration,Design Flow Rate,0.000483,0.0004347,0.0005313,Float,G681
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone12 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G682
Zone,Level1AddedPart:Zone8,Type,1,1,1,Integer,G721
Zone,Level1AddedPart:Zone8,Multiplier,1,1,1.1,Integer,G722
Zone,Level1AddedPart:Zone8,Volume,11.7848,10.60632,12.96328,Float,G723
Zone,Level1AddedPart:Zone8,Floor Area,3.3671,3.03039,3.70381,Float,G724
People,People Level1AddedPart:Zone8,Number of People,0.378611687,0.340750519,0.416472856,Float,G725
People,People Level1AddedPart:Zone8,Fraction Radiant,0.3,0.27,0.33,Float,G726
People,People Level1AddedPart:Zone8,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G661
Lights,Level1AddedPart:Zone8 General lighting,Lighting Level,33.671,30.3039,37.0381,Float,G662
Lights,Level1AddedPart:Zone8 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G663
Lights,Level1AddedPart:Zone8 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G664
Lights,Level1AddedPart:Zone8 General lighting,Fraction Replaceable,1,0.9,1,Float,G665
ElectricEquipment,Level1AddedPart:Zone8 Equipment 1,Design Level,18.4517,16.60653,20.29687,Float,G700
ElectricEquipment,Level1AddedPart:Zone8 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G701
Daylighting:Controls,Level1AddedPart:Zone8,Total Daylighting Reference Points,1,1,1.1,Integer,G671
Daylighting:Controls,Level1AddedPart:Zone8,X-Coordinate of First Reference Point,50.155,45.1395,55.1705,Float,G672
Daylighting:Controls,Level1AddedPart:Zone8,Y-Coordinate of First Reference Point,93.297,83.9673,102.6267,Float,G672
Daylighting:Controls,Level1AddedPart:Zone8,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G672
Daylighting:Controls,Level1AddedPart:Zone8,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G673
Daylighting:Controls,Level1AddedPart:Zone8,Illuminance Setpoint at First Reference Point,200,180,220,Float,G674
Daylighting:Controls,Level1AddedPart:Zone8,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G675
Daylighting:Controls,Level1AddedPart:Zone8,Lighting Control Type,3,2.7,3,Integer,G676
Daylighting:Controls,Level1AddedPart:Zone8,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G677
Daylighting:Controls,Level1AddedPart:Zone8,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G678
Daylighting:Controls,Level1AddedPart:Zone8,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G679
Daylighting:Controls,Level1AddedPart:Zone8,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G680
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone8 Infiltration,Design Flow Rate,0.000753,0.0006777,0.0008283,Float,G681
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone8 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G682
Zone,Level1AddedPart:Zone7,Type,1,1,1,Integer,G727
Zone,Level1AddedPart:Zone7,Multiplier,1,1,1.1,Integer,G728
Zone,Level1AddedPart:Zone7,Volume,29.6385,26.67465,32.60235,Float,G729
Zone,Level1AddedPart:Zone7,Floor Area,8.4681,7.62129,9.31491,Float,G730
People,People Level1AddedPart:Zone7,Number of People,0.993590397,0.894231357,1.092949437,Float,G731
People,People Level1AddedPart:Zone7,Fraction Radiant,0.3,0.27,0.33,Float,G732
People,People Level1AddedPart:Zone7,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G661
Lights,Level1AddedPart:Zone7 General lighting,Lighting Level,42.3405,38.10645,46.57455,Float,G662
Lights,Level1AddedPart:Zone7 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G663
Lights,Level1AddedPart:Zone7 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G664
Lights,Level1AddedPart:Zone7 General lighting,Fraction Replaceable,1,0.9,1,Float,G665
ElectricEquipment,Level1AddedPart:Zone7 Equipment 1,Design Level,15.666,14.0994,17.2326,Float,G700
ElectricEquipment,Level1AddedPart:Zone7 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G701
Daylighting:Controls,Level1AddedPart:Zone7,Total Daylighting Reference Points,1,1,1.1,Integer,G671
Daylighting:Controls,Level1AddedPart:Zone7,X-Coordinate of First Reference Point,49.791,44.8119,54.7701,Float,G672
Daylighting:Controls,Level1AddedPart:Zone7,Y-Coordinate of First Reference Point,95.561,86.0049,105.1171,Float,G672
Daylighting:Controls,Level1AddedPart:Zone7,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G672
Daylighting:Controls,Level1AddedPart:Zone7,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G673
Daylighting:Controls,Level1AddedPart:Zone7,Illuminance Setpoint at First Reference Point,100,90,110,Float,G674
Daylighting:Controls,Level1AddedPart:Zone7,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G675
Daylighting:Controls,Level1AddedPart:Zone7,Lighting Control Type,3,2.7,3,Integer,G676
Daylighting:Controls,Level1AddedPart:Zone7,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G677
Daylighting:Controls,Level1AddedPart:Zone7,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G678
Daylighting:Controls,Level1AddedPart:Zone7,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G679
Daylighting:Controls,Level1AddedPart:Zone7,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G680
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone7 Infiltration,Design Flow Rate,0.001894,0.0017046,0.0020834,Float,G681
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone7 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G682
Zone,Level1AddedPart:Zone2,Type,1,1,1,Integer,G694
Zone,Level1AddedPart:Zone2,Multiplier,1,1,1.1,Integer,G695
Zone,Level1AddedPart:Zone2,Volume,4.4846,4.03614,4.93306,Float,G696
Zone,Level1AddedPart:Zone2,Floor Area,1.2813,1.15317,1.40943,Float,G697
People,People Level1AddedPart:Zone2,Fraction Radiant,0.3,0.27,0.33,Float,G699
People,People Level1AddedPart:Zone2,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G661
Lights,Level1AddedPart:Zone2 General lighting,Lighting Level,9.6098,8.64882,10.57078,Float,G662
Lights,Level1AddedPart:Zone2 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G663
Lights,Level1AddedPart:Zone2 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G664
Lights,Level1AddedPart:Zone2 General lighting,Fraction Replaceable,1,0.9,1,Float,G665
Daylighting:Controls,Level1AddedPart:Zone2,Total Daylighting Reference Points,1,1,1.1,Integer,G671
Daylighting:Controls,Level1AddedPart:Zone2,X-Coordinate of First Reference Point,49.32,44.388,54.252,Float,G672
Daylighting:Controls,Level1AddedPart:Zone2,Y-Coordinate of First Reference Point,104.95,94.455,115.445,Float,G672
Daylighting:Controls,Level1AddedPart:Zone2,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G672
Daylighting:Controls,Level1AddedPart:Zone2,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G673
Daylighting:Controls,Level1AddedPart:Zone2,Illuminance Setpoint at First Reference Point,150,135,165,Float,G674
Daylighting:Controls,Level1AddedPart:Zone2,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G675
Daylighting:Controls,Level1AddedPart:Zone2,Lighting Control Type,3,2.7,3,Integer,G676
Daylighting:Controls,Level1AddedPart:Zone2,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G677
Daylighting:Controls,Level1AddedPart:Zone2,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G678
Daylighting:Controls,Level1AddedPart:Zone2,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G679
Daylighting:Controls,Level1AddedPart:Zone2,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G680
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone2 Infiltration,Design Flow Rate,0.000287,0.0002583,0.0003157,Float,G681
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone2 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G682
Zone,Level1AddedPart:Zone13,Type,1,1,1,Integer,G694
Zone,Level1AddedPart:Zone13,Multiplier,1,1,1.1,Integer,G695
Zone,Level1AddedPart:Zone13,Volume,577.2745,519.54705,635.00195,Float,G696
Zone,Level1AddedPart:Zone13,Floor Area,164.9356,148.44204,181.42916,Float,G697
People,People Level1AddedPart:Zone13,Number of People,18.3078516,16.47706644,20.13863676,Float,G698
People,People Level1AddedPart:Zone13,Fraction Radiant,0.3,0.27,0.33,Float,G699
People,People Level1AddedPart:Zone13,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G661
Lights,Level1AddedPart:Zone13 General lighting,Lighting Level,3298.712,2968.8408,3628.5832,Float,G662
Lights,Level1AddedPart:Zone13 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G663
Lights,Level1AddedPart:Zone13 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G664
Lights,Level1AddedPart:Zone13 General lighting,Fraction Replaceable,1,0.9,1,Float,G665
ElectricEquipment,Level1AddedPart:Zone13 Computing gain 1,Design Level,989.6136,890.65224,1088.57496,Float,G733
ElectricEquipment,Level1AddedPart:Zone13 Computing gain 1,Fraction Radiant,0.2,0.18,0.22,Float,G734
ElectricEquipment,Level1AddedPart:Zone13 Equipment 2,Design Level,989.6136,890.65224,1088.57496,Float,G735
ElectricEquipment,Level1AddedPart:Zone13 Equipment 2,Fraction Radiant,0.2,0.18,0.22,Float,G736
WaterUse:Equipment,DHW Level1AddedPart:Zone13,Peak Flow Rate,1.02E-06,9.16E-07,1.12E-06,Float,G702
Daylighting:Controls,Level1AddedPart:Zone13,Total Daylighting Reference Points,1,1,1.1,Integer,G671
Daylighting:Controls,Level1AddedPart:Zone13,X-Coordinate of First Reference Point,38.269,34.4421,42.0959,Float,G672
Daylighting:Controls,Level1AddedPart:Zone13,Y-Coordinate of First Reference Point,98.353,88.5177,108.1883,Float,G672
Daylighting:Controls,Level1AddedPart:Zone13,Z-Coordinate of First Reference Point,0.8,0.72,0.88,Float,G672
Daylighting:Controls,Level1AddedPart:Zone13,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G673
Daylighting:Controls,Level1AddedPart:Zone13,Illuminance Setpoint at First Reference Point,400,360,440,Float,G674
Daylighting:Controls,Level1AddedPart:Zone13,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G675
Daylighting:Controls,Level1AddedPart:Zone13,Lighting Control Type,3,2.7,3,Integer,G676
Daylighting:Controls,Level1AddedPart:Zone13,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G677
Daylighting:Controls,Level1AddedPart:Zone13,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G678
Daylighting:Controls,Level1AddedPart:Zone13,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G679
Daylighting:Controls,Level1AddedPart:Zone13,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G680
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone13 Infiltration,Design Flow Rate,0.036881,0.0331929,0.0405691,Float,G681
ZoneInfiltration:DesignFlowRate,Level1AddedPart:Zone13 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G682
Zone,ExtensionNE:Zone1,Type,1,1,1,Integer,G737
Zone,ExtensionNE:Zone1,Multiplier,1,1,1.1,Integer,G738
Zone,ExtensionNE:Zone1,Volume,10.2825,9.25425,11.31075,Float,G739
Zone,ExtensionNE:Zone1,Floor Area,2.1734,1.95606,2.39074,Float,G740
People,People ExtensionNE:Zone1,Number of People,0.2412474,0.21712266,0.26537214,Float,G741
People,People ExtensionNE:Zone1,Fraction Radiant,0.3,0.27,0.33,Float,G742
People,People ExtensionNE:Zone1,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G743
Lights,ExtensionNE:Zone1 General lighting,Lighting Level,43.468,39.1212,47.8148,Float,G744
Lights,ExtensionNE:Zone1 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G745
Lights,ExtensionNE:Zone1 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G746
Lights,ExtensionNE:Zone1 General lighting,Fraction Replaceable,1,0.9,1,Float,G747
ElectricEquipment,ExtensionNE:Zone1 Computing gain 1,Design Level,13.0404,11.73636,14.34444,Float,G748
ElectricEquipment,ExtensionNE:Zone1 Computing gain 1,Fraction Radiant,0.2,0.18,0.22,Float,G749
ElectricEquipment,ExtensionNE:Zone1 Equipment 2,Design Level,13.0404,11.73636,14.34444,Float,G750
ElectricEquipment,ExtensionNE:Zone1 Equipment 2,Fraction Radiant,0.2,0.18,0.22,Float,G751
WaterUse:Equipment,DHW ExtensionNE:Zone1,Peak Flow Rate,1.34E-08,1.21E-08,1.48E-08,Float,G752
Daylighting:Controls,ExtensionNE:Zone1,Total Daylighting Reference Points,1,1,1.1,Integer,G753
Daylighting:Controls,ExtensionNE:Zone1,X-Coordinate of First Reference Point,47.375,42.6375,52.1125,Float,G754
Daylighting:Controls,ExtensionNE:Zone1,Y-Coordinate of First Reference Point,107.072,96.3648,117.7792,Float,G754
Daylighting:Controls,ExtensionNE:Zone1,Z-Coordinate of First Reference Point,1.72,1.548,1.892,Float,G754
Daylighting:Controls,ExtensionNE:Zone1,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G755
Daylighting:Controls,ExtensionNE:Zone1,Illuminance Setpoint at First Reference Point,400,360,440,Float,G756
Daylighting:Controls,ExtensionNE:Zone1,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G757
Daylighting:Controls,ExtensionNE:Zone1,Lighting Control Type,3,2.7,3,Integer,G758
Daylighting:Controls,ExtensionNE:Zone1,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G759
Daylighting:Controls,ExtensionNE:Zone1,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G760
Daylighting:Controls,ExtensionNE:Zone1,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G761
Daylighting:Controls,ExtensionNE:Zone1,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G762
ZoneInfiltration:DesignFlowRate,ExtensionNE:Zone1 Infiltration,Design Flow Rate,0.000657,0.0005913,0.0007227,Float,G763
ZoneInfiltration:DesignFlowRate,ExtensionNE:Zone1 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G764
Zone,ExtensionSW:Zone1,Type,1,1,1,Integer,G765
Zone,ExtensionSW:Zone1,Multiplier,1,1,1.1,Integer,G766
Zone,ExtensionSW:Zone1,Volume,10.2825,9.25425,11.31075,Float,G767
Zone,ExtensionSW:Zone1,Floor Area,2.1734,1.95606,2.39074,Float,G768
People,People ExtensionSW:Zone1,Number of People,0.2412474,0.21712266,0.26537214,Float,G769
People,People ExtensionSW:Zone1,Fraction Radiant,0.3,0.27,0.33,Float,G770
People,People ExtensionSW:Zone1,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G771
Lights,ExtensionSW:Zone1 General lighting,Lighting Level,43.468,39.1212,47.8148,Float,G772
Lights,ExtensionSW:Zone1 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G773
Lights,ExtensionSW:Zone1 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G774
Lights,ExtensionSW:Zone1 General lighting,Fraction Replaceable,1,0.9,1,Float,G775
ElectricEquipment,ExtensionSW:Zone1 Computing gain 1,Design Level,13.0404,11.73636,14.34444,Float,G776
ElectricEquipment,ExtensionSW:Zone1 Computing gain 1,Fraction Radiant,0.2,0.18,0.22,Float,G777
ElectricEquipment,ExtensionSW:Zone1 Equipment 2,Design Level,13.0404,11.73636,14.34444,Float,G778
ElectricEquipment,ExtensionSW:Zone1 Equipment 2,Fraction Radiant,0.2,0.18,0.22,Float,G779
WaterUse:Equipment,DHW ExtensionSW:Zone1,Peak Flow Rate,1.34E-08,1.21E-08,1.48E-08,Float,G780
Daylighting:Controls,ExtensionSW:Zone1,Total Daylighting Reference Points,1,1,1.1,Integer,G781
Daylighting:Controls,ExtensionSW:Zone1,X-Coordinate of First Reference Point,28.111,25.2999,30.9221,Float,G782
Daylighting:Controls,ExtensionSW:Zone1,Y-Coordinate of First Reference Point,84.113,75.7017,92.5243,Float,G782
Daylighting:Controls,ExtensionSW:Zone1,Z-Coordinate of First Reference Point,1.72,1.548,1.892,Float,G782
Daylighting:Controls,ExtensionSW:Zone1,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G783
Daylighting:Controls,ExtensionSW:Zone1,Illuminance Setpoint at First Reference Point,400,360,440,Float,G784
Daylighting:Controls,ExtensionSW:Zone1,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G785
