Class,Object,Field,Default,Minimum,Maximum,Type,Group
ElectricEquipment,Level1Z1:Zone8 Computing gain 1,Fraction Radiant,0.2,0.18,0.22,Float,G327
ElectricEquipment,Level1Z1:Zone8 Equipment 2,Design Level,289.536,260.5824,318.4896,Float,G328
ElectricEquipment,Level1Z1:Zone8 Equipment 2,Fraction Radiant,0.2,0.18,0.22,Float,G329
WaterUse:Equipment,DHW Level1Z1:Zone8,Peak Flow Rate,2.98E-07,2.68E-07,3.28E-07,Float,G330
Daylighting:Controls,Level1Z1:Zone8,Total Daylighting Reference Points,1,1,1.1,Integer,G331
Daylighting:Controls,Level1Z1:Zone8,X-Coordinate of First Reference Point,56.405,50.7645,62.0455,Float,G332
Daylighting:Controls,Level1Z1:Zone8,Y-Coordinate of First Reference Point,103.106,92.7954,113.4166,Float,G332
Daylighting:Controls,Level1Z1:Zone8,Z-Coordinate of First Reference Point,7.9,7.11,8.69,Float,G332
Daylighting:Controls,Level1Z1:Zone8,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level1Z1:Zone8,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level1Z1:Zone8,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level1Z1:Zone8,Lighting Control Type,3,2.7,3,Integer,G333
Daylighting:Controls,Level1Z1:Zone8,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G334
Daylighting:Controls,Level1Z1:Zone8,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level1Z1:Zone8,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level1Z1:Zone8,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone8 Infiltration,Design Flow Rate,0.010482,0.0094338,0.0115302,Float,G335
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone8 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level1Z1:Zone10,Type,1,1,1,Integer,G396
Zone,Level1Z1:Zone10,Multiplier,1,1,1.1,Integer,G293
Zone,Level1Z1:Zone10,Volume,158.3084,142.47756,174.13924,Float,G397
Zone,Level1Z1:Zone10,Floor Area,46.5613,41.90517,51.21743,Float,G295
People,People Level1Z1:Zone10,Number of People,5.1683043,4.65147387,5.68513473,Float,G296
People,People Level1Z1:Zone10,Fraction Radiant,0.3,0.27,0.33,Float,G297
People,People Level1Z1:Zone10,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level1Z1:Zone10 General lighting,Lighting Level,931.226,838.1034,1024.3486,Float,G298
Lights,Level1Z1:Zone10 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level1Z1:Zone10 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level1Z1:Zone10 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level1Z1:Zone10 Computing gain 1,Design Level,279.3678,251.43102,307.30458,Float,G299
ElectricEquipment,Level1Z1:Zone10 Computing gain 1,Fraction Radiant,0.2,0.18,0.22,Float,G300
ElectricEquipment,Level1Z1:Zone10 Equipment 2,Design Level,279.3678,251.43102,307.30458,Float,G301
ElectricEquipment,Level1Z1:Zone10 Equipment 2,Fraction Radiant,0.2,0.18,0.22,Float,G302
WaterUse:Equipment,DHW Level1Z1:Zone10,Peak Flow Rate,2.87E-07,2.59E-07,3.16E-07,Float,G303
Daylighting:Controls,Level1Z1:Zone10,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level1Z1:Zone10,X-Coordinate of First Reference Point,51.11,45.999,56.221,Float,G219
Daylighting:Controls,Level1Z1:Zone10,Y-Coordinate of First Reference Point,96.795,87.1155,106.4745,Float,G219
Daylighting:Controls,Level1Z1:Zone10,Z-Coordinate of First Reference Point,7.9,7.11,8.69,Float,G219
Daylighting:Controls,Level1Z1:Zone10,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level1Z1:Zone10,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level1Z1:Zone10,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level1Z1:Zone10,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level1Z1:Zone10,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level1Z1:Zone10,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level1Z1:Zone10,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level1Z1:Zone10,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone10 Infiltration,Design Flow Rate,0.010114,0.0091026,0.0111254,Float,G228
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone10 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level1Z1:Zone29,Type,1,1,1,Integer,G398
Zone,Level1Z1:Zone29,Multiplier,1,1,1.1,Integer,G316
Zone,Level1Z1:Zone29,Volume,6.2627,5.63643,6.88897,Float,G399
Zone,Level1Z1:Zone29,Floor Area,1.842,1.6578,2.0262,Float,G318
People,People Level1Z1:Zone29,Number of People,0.204462,0.1840158,0.2249082,Float,G319
People,People Level1Z1:Zone29,Fraction Radiant,0.3,0.27,0.33,Float,G320
People,People Level1Z1:Zone29,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G321
Lights,Level1Z1:Zone29 General lighting,Lighting Level,36.84,33.156,40.524,Float,G322
Lights,Level1Z1:Zone29 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G323
Lights,Level1Z1:Zone29 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G324
Lights,Level1Z1:Zone29 General lighting,Fraction Replaceable,1,0.9,1,Float,G325
ElectricEquipment,Level1Z1:Zone29 Computing gain 1,Design Level,11.052,9.9468,12.1572,Float,G326
ElectricEquipment,Level1Z1:Zone29 Computing gain 1,Fraction Radiant,0.2,0.18,0.22,Float,G327
ElectricEquipment,Level1Z1:Zone29 Equipment 2,Design Level,11.052,9.9468,12.1572,Float,G328
ElectricEquipment,Level1Z1:Zone29 Equipment 2,Fraction Radiant,0.2,0.18,0.22,Float,G329
WaterUse:Equipment,DHW Level1Z1:Zone29,Peak Flow Rate,1.14E-08,1.02E-08,1.25E-08,Float,G330
Daylighting:Controls,Level1Z1:Zone29,Total Daylighting Reference Points,1,1,1.1,Integer,G331
Daylighting:Controls,Level1Z1:Zone29,X-Coordinate of First Reference Point,49.712,44.7408,54.6832,Float,G332
Daylighting:Controls,Level1Z1:Zone29,Y-Coordinate of First Reference Point,91.749,82.5741,100.9239,Float,G332
Daylighting:Controls,Level1Z1:Zone29,Z-Coordinate of First Reference Point,7.9,7.11,8.69,Float,G332
Daylighting:Controls,Level1Z1:Zone29,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level1Z1:Zone29,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level1Z1:Zone29,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level1Z1:Zone29,Lighting Control Type,3,2.7,3,Integer,G333
Daylighting:Controls,Level1Z1:Zone29,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G334
Daylighting:Controls,Level1Z1:Zone29,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level1Z1:Zone29,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level1Z1:Zone29,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone29 Infiltration,Design Flow Rate,0.0004,0.00036,0.00044,Float,G335
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone29 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level1Z1:Zone28,Type,1,1,1,Integer,G400
Zone,Level1Z1:Zone28,Multiplier,1,1,1.1,Integer,G293
Zone,Level1Z1:Zone28,Volume,27.345,24.6105,30.0795,Float,G401
Zone,Level1Z1:Zone28,Floor Area,8.0426,7.23834,8.84686,Float,G295
People,People Level1Z1:Zone28,Number of People,0.8927286,0.80345574,0.98200146,Float,G296
People,People Level1Z1:Zone28,Fraction Radiant,0.3,0.27,0.33,Float,G297
People,People Level1Z1:Zone28,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level1Z1:Zone28 General lighting,Lighting Level,160.852,144.7668,176.9372,Float,G298
Lights,Level1Z1:Zone28 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level1Z1:Zone28 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level1Z1:Zone28 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level1Z1:Zone28 Computing gain 1,Design Level,48.2556,43.43004,53.08116,Float,G299
ElectricEquipment,Level1Z1:Zone28 Computing gain 1,Fraction Radiant,0.2,0.18,0.22,Float,G300
ElectricEquipment,Level1Z1:Zone28 Equipment 2,Design Level,48.2556,43.43004,53.08116,Float,G301
ElectricEquipment,Level1Z1:Zone28 Equipment 2,Fraction Radiant,0.2,0.18,0.22,Float,G302
WaterUse:Equipment,DHW Level1Z1:Zone28,Peak Flow Rate,4.96E-08,4.47E-08,5.46E-08,Float,G303
Daylighting:Controls,Level1Z1:Zone28,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level1Z1:Zone28,X-Coordinate of First Reference Point,48.121,43.3089,52.9331,Float,G219
Daylighting:Controls,Level1Z1:Zone28,Y-Coordinate of First Reference Point,90.446,81.4014,99.4906,Float,G219
Daylighting:Controls,Level1Z1:Zone28,Z-Coordinate of First Reference Point,7.9,7.11,8.69,Float,G219
Daylighting:Controls,Level1Z1:Zone28,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level1Z1:Zone28,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level1Z1:Zone28,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level1Z1:Zone28,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level1Z1:Zone28,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level1Z1:Zone28,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level1Z1:Zone28,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level1Z1:Zone28,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone28 Infiltration,Design Flow Rate,0.001747,0.0015723,0.0019217,Float,G228
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone28 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level1Z1:Zone11,Type,1,1,1,Integer,G402
Zone,Level1Z1:Zone11,Multiplier,1,1,1.1,Integer,G293
Zone,Level1Z1:Zone11,Volume,124.6954,112.22586,137.16494,Float,G403
Zone,Level1Z1:Zone11,Floor Area,36.6751,33.00759,40.34261,Float,G295
People,People Level1Z1:Zone11,Number of People,4.0709361,3.66384249,4.47802971,Float,G296
People,People Level1Z1:Zone11,Fraction Radiant,0.3,0.27,0.33,Float,G297
People,People Level1Z1:Zone11,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level1Z1:Zone11 General lighting,Lighting Level,733.502,660.1518,806.8522,Float,G298
Lights,Level1Z1:Zone11 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level1Z1:Zone11 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level1Z1:Zone11 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level1Z1:Zone11 Computing gain 1,Design Level,220.0506,198.04554,242.05566,Float,G299
ElectricEquipment,Level1Z1:Zone11 Computing gain 1,Fraction Radiant,0.2,0.18,0.22,Float,G300
ElectricEquipment,Level1Z1:Zone11 Equipment 2,Design Level,220.0506,198.04554,242.05566,Float,G301
ElectricEquipment,Level1Z1:Zone11 Equipment 2,Fraction Radiant,0.2,0.18,0.22,Float,G302
WaterUse:Equipment,DHW Level1Z1:Zone11,Peak Flow Rate,2.26E-07,2.04E-07,2.49E-07,Float,G303
Daylighting:Controls,Level1Z1:Zone11,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level1Z1:Zone11,X-Coordinate of First Reference Point,44.616,40.1544,49.0776,Float,G219
Daylighting:Controls,Level1Z1:Zone11,Y-Coordinate of First Reference Point,89.056,80.1504,97.9616,Float,G219
Daylighting:Controls,Level1Z1:Zone11,Z-Coordinate of First Reference Point,7.9,7.11,8.69,Float,G219
Daylighting:Controls,Level1Z1:Zone11,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level1Z1:Zone11,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level1Z1:Zone11,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level1Z1:Zone11,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level1Z1:Zone11,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level1Z1:Zone11,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level1Z1:Zone11,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level1Z1:Zone11,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone11 Infiltration,Design Flow Rate,0.007967,0.0071703,0.0087637,Float,G228
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone11 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level1Z1:Zone13,Type,1,1,1,Integer,G404
Zone,Level1Z1:Zone13,Multiplier,1,1,1.1,Integer,G293
Zone,Level1Z1:Zone13,Volume,154.3792,138.94128,169.81712,Float,G405
Zone,Level1Z1:Zone13,Floor Area,46.3448,41.71032,50.97928,Float,G295
People,People Level1Z1:Zone13,Number of People,5.1442728,4.62984552,5.65870008,Float,G296
People,People Level1Z1:Zone13,Fraction Radiant,0.3,0.27,0.33,Float,G297
People,People Level1Z1:Zone13,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level1Z1:Zone13 General lighting,Lighting Level,926.896,834.2064,1019.5856,Float,G298
Lights,Level1Z1:Zone13 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level1Z1:Zone13 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level1Z1:Zone13 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level1Z1:Zone13 Computing gain 1,Design Level,278.0688,250.26192,305.87568,Float,G299
ElectricEquipment,Level1Z1:Zone13 Computing gain 1,Fraction Radiant,0.2,0.18,0.22,Float,G300
ElectricEquipment,Level1Z1:Zone13 Equipment 2,Design Level,278.0688,250.26192,305.87568,Float,G301
ElectricEquipment,Level1Z1:Zone13 Equipment 2,Fraction Radiant,0.2,0.18,0.22,Float,G302
WaterUse:Equipment,DHW Level1Z1:Zone13,Peak Flow Rate,2.86E-07,2.57E-07,3.15E-07,Float,G303
Daylighting:Controls,Level1Z1:Zone13,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level1Z1:Zone13,X-Coordinate of First Reference Point,40.213,36.1917,44.2343,Float,G219
Daylighting:Controls,Level1Z1:Zone13,Y-Coordinate of First Reference Point,83.794,75.4146,92.1734,Float,G219
Daylighting:Controls,Level1Z1:Zone13,Z-Coordinate of First Reference Point,7.969,7.1721,8.7659,Float,G219
Daylighting:Controls,Level1Z1:Zone13,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level1Z1:Zone13,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level1Z1:Zone13,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level1Z1:Zone13,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level1Z1:Zone13,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level1Z1:Zone13,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level1Z1:Zone13,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level1Z1:Zone13,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone13 Infiltration,Design Flow Rate,0.009863,0.0088767,0.0108493,Float,G228
ZoneInfiltration:DesignFlowRate,Level1Z1:Zone13 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level2:Zone4,Type,1,1,1,Integer,G406
Zone,Level2:Zone4,Multiplier,1,1,1.1,Integer,G407
Zone,Level2:Zone4,Volume,186.9703,168.27327,205.66733,Float,G408
Zone,Level2:Zone4,Floor Area,54.9913,49.49217,60.49043,Float,G409
People,People Level2:Zone4,Number of People,6.1040343,5.49363087,6.71443773,Float,G410
People,People Level2:Zone4,Fraction Radiant,0.3,0.27,0.33,Float,G411
People,People Level2:Zone4,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level2:Zone4 General lighting,Lighting Level,1099.826,989.8434,1209.8086,Float,G412
Lights,Level2:Zone4 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level2:Zone4 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level2:Zone4 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level2:Zone4 Equipment 1,Design Level,647.2476,582.52284,711.97236,Float,G413
ElectricEquipment,Level2:Zone4 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G414
WaterUse:Equipment,DHW Level2:Zone4,Peak Flow Rate,3.39E-07,3.06E-07,3.73E-07,Float,G415
Daylighting:Controls,Level2:Zone4,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level2:Zone4,X-Coordinate of First Reference Point,78.915,71.0235,86.8065,Float,G219
Daylighting:Controls,Level2:Zone4,Y-Coordinate of First Reference Point,64.703,58.2327,71.1733,Float,G219
Daylighting:Controls,Level2:Zone4,Z-Coordinate of First Reference Point,11.4,10.26,12.54,Float,G219
Daylighting:Controls,Level2:Zone4,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level2:Zone4,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level2:Zone4,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level2:Zone4,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level2:Zone4,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level2:Zone4,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level2:Zone4,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level2:Zone4,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level2:Zone4 Infiltration,Design Flow Rate,0.011945,0.0107505,0.0131395,Float,G228
ZoneInfiltration:DesignFlowRate,Level2:Zone4 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level2:Zone5,Type,1,1,1,Integer,G416
Zone,Level2:Zone5,Multiplier,1,1,1.1,Integer,G417
Zone,Level2:Zone5,Volume,175.6365,158.07285,193.20015,Float,G418
Zone,Level2:Zone5,Floor Area,52.7263,47.45367,57.99893,Float,G419
People,People Level2:Zone5,Number of People,5.8526193,5.26735737,6.43788123,Float,G420
People,People Level2:Zone5,Fraction Radiant,0.3,0.27,0.33,Float,G421
People,People Level2:Zone5,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level2:Zone5 General lighting,Lighting Level,1054.526,949.0734,1159.9786,Float,G422
Lights,Level2:Zone5 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level2:Zone5 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level2:Zone5 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level2:Zone5 Equipment 1,Design Level,620.5886,558.52974,682.64746,Float,G413
ElectricEquipment,Level2:Zone5 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G414
WaterUse:Equipment,DHW Level2:Zone5,Peak Flow Rate,3.25E-07,2.93E-07,3.58E-07,Float,G423
Daylighting:Controls,Level2:Zone5,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level2:Zone5,X-Coordinate of First Reference Point,73.873,66.4857,81.2603,Float,G219
Daylighting:Controls,Level2:Zone5,Y-Coordinate of First Reference Point,55.551,49.9959,61.1061,Float,G219
Daylighting:Controls,Level2:Zone5,Z-Coordinate of First Reference Point,11.469,10.3221,12.6159,Float,G219
Daylighting:Controls,Level2:Zone5,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level2:Zone5,Illuminance Setpoint at First Reference Point,400,360,440,Float,G221
Daylighting:Controls,Level2:Zone5,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level2:Zone5,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level2:Zone5,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level2:Zone5,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level2:Zone5,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level2:Zone5,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level2:Zone5 Infiltration,Design Flow Rate,0.011221,0.0100989,0.0123431,Float,G228
ZoneInfiltration:DesignFlowRate,Level2:Zone5 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level2:Zone10,Type,1,1,1,Integer,G424
Zone,Level2:Zone10,Multiplier,1,1,1.1,Integer,G425
Zone,Level2:Zone10,Volume,74.0159,66.61431,81.41749,Float,G426
Zone,Level2:Zone10,Floor Area,21.7694,19.59246,23.94634,Float,G427
People,People Level2:Zone10,Number of People,2.554276259,2.298848633,2.809703885,Float,G428
People,People Level2:Zone10,Fraction Radiant,0.3,0.27,0.33,Float,G429
People,People Level2:Zone10,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level2:Zone10 General lighting,Lighting Level,108.847,97.9623,119.7317,Float,G430
Lights,Level2:Zone10 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level2:Zone10 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level2:Zone10 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level2:Zone10 Equipment 1,Design Level,40.2734,36.24606,44.30074,Float,G431
ElectricEquipment,Level2:Zone10 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G432
Daylighting:Controls,Level2:Zone10,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level2:Zone10,X-Coordinate of First Reference Point,72.862,65.5758,80.1482,Float,G219
Daylighting:Controls,Level2:Zone10,Y-Coordinate of First Reference Point,61.873,55.6857,68.0603,Float,G219
Daylighting:Controls,Level2:Zone10,Z-Coordinate of First Reference Point,11.4,10.26,12.54,Float,G219
Daylighting:Controls,Level2:Zone10,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level2:Zone10,Illuminance Setpoint at First Reference Point,100,90,110,Float,G221
Daylighting:Controls,Level2:Zone10,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level2:Zone10,Lighting Control Type,3,2.7,3,Integer,G223
Daylighting:Controls,Level2:Zone10,Maximum Allowable Discomfort Glare Index,22,19.8,24.2,Float,G224
Daylighting:Controls,Level2:Zone10,Minimum Input Power Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G225
Daylighting:Controls,Level2:Zone10,Minimum Light Output Fraction for Continuous Dimming Control,0.1,0.09,0.11,Float,G226
Daylighting:Controls,Level2:Zone10,Probability Lighting will be Reset When Needed in Manual Stepped Control,1,0.9,1,Float,G227
ZoneInfiltration:DesignFlowRate,Level2:Zone10 Infiltration,Design Flow Rate,0.004729,0.0042561,0.0052019,Float,G228
ZoneInfiltration:DesignFlowRate,Level2:Zone10 Infiltration,Constant Term Coefficient,1,0.9,1.1,Float,G229
Zone,Level2:Zone17,Type,1,1,1,Integer,G433
Zone,Level2:Zone17,Multiplier,1,1,1.1,Integer,G434
Zone,Level2:Zone17,Volume,25.3449,22.81041,27.87939,Float,G435
Zone,Level2:Zone17,Floor Area,7.4544,6.70896,8.19984,Float,G436
People,People Level2:Zone17,Number of People,0.838205863,0.754385277,0.92202645,Float,G437
People,People Level2:Zone17,Fraction Radiant,0.3,0.27,0.33,Float,G438
People,People Level2:Zone17,Carbon Dioxide Generation Rate,3.82E-08,3.44E-08,4.20E-08,Float,G211
Lights,Level2:Zone17 General lighting,Lighting Level,74.544,67.0896,81.9984,Float,G439
Lights,Level2:Zone17 General lighting,Fraction Radiant,0.42,0.378,0.462,Float,G213
Lights,Level2:Zone17 General lighting,Fraction Visible,0.18,0.162,0.198,Float,G214
Lights,Level2:Zone17 General lighting,Fraction Replaceable,1,0.9,1,Float,G215
ElectricEquipment,Level2:Zone17 Equipment 1,Design Level,40.8501,36.76509,44.93511,Float,G431
ElectricEquipment,Level2:Zone17 Equipment 1,Fraction Radiant,0.2,0.18,0.22,Float,G432
Daylighting:Controls,Level2:Zone17,Total Daylighting Reference Points,1,1,1.1,Integer,G218
Daylighting:Controls,Level2:Zone17,X-Coordinate of First Reference Point,70.293,63.2637,77.3223,Float,G219
Daylighting:Controls,Level2:Zone17,Y-Coordinate of First Reference Point,63.079,56.7711,69.3869,Float,G219
Daylighting:Controls,Level2:Zone17,Z-Coordinate of First Reference Point,11.4,10.26,12.54,Float,G219
Daylighting:Controls,Level2:Zone17,Fraction of Zone Controlled by First Reference Point,1,0.9,1,Float,G220
Daylighting:Controls,Level2:Zone17,Illuminance Setpoint at First Reference Point,200,180,220,Float,G221
Daylighting:Controls,Level2:Zone17,Illuminance Setpoint at Second Reference Point,300,270,330,Float,G222
Daylighting:Controls,Level2:Zone17,Lighting Control Type,3,2.7,3,Integer,G223
