#,Job_ID,Reserved,TotalSiteEnergy
96,Job96,,538246.71
97,Job97,,538246.71
98,Job100,,538715.47
99,Job95,,538246.71
100,Job101,,537849.29
101,Job103,,537616.18
102,Job104,,539013.75
103,Job102,,539000.82
104,Job105,,537617.30
105,Job106,,539063.68
106,Job130,,551220.71
107,Job131,,530129.13
108,Job132,,537479.05
109,Job109,,538019.70
110,Job108,,538538.79
111,Job107,,537602.02
112,Job110,,538415.13
113,Job111,,538114.28
114,Job115,,537974.82
115,Job112,,538504.77
116,Job114,,538577.99
117,Job116,,538624.87
118,Job113,,538042.30
119,Job117,,537927.70
120,Job118,,538567.64
121,Job119,,537972.01
122,Job120,,538436.41
123,Job123,,538246.71
124,Job126,,538246.71
125,Job122,,538246.71
126,Job124,,538246.71
127,Job125,,538246.71
128,Job121,,538084.49
129,Job127,,538246.71
130,Job129,,538246.71
131,Job128,,538246.71
132,Job149,,537016.53
133,Job134,,538541.98
134,Job133,,539351.40
135,Job135,,538270.88
136,Job138,,538407.60
137,Job140,,538416.12
138,Job137,,537730.22
139,Job136,,542707.02
140,Job139,,538375.25
141,Job141,,538366.10
142,Job143,,543233.25
143,Job148,,541550.75
144,Job147,,539241.02
145,Job145,,543721.33
146,Job142,,532906.15
147,Job146,,531415.15
148,Job144,,532439.78
149,Job151,,538241.74
150,Job150,,538251.07
151,Job153,,538244.44
152,Job154,,538246.71
153,Job152,,538248.99
154,Job155,,538246.71
155,Job156,,538246.71
156,Job157,,538246.71
157,Job158,,538246.71
158,Job159,,538246.71
159,Job160,,538558.30
160,Job161,,538015.65
161,Job162,,538221.20
162,Job170,,538091.65
163,Job168,,537945.30
164,Job169,,538538.86
165,Job171,,538399.23
166,Job174,,538005.45
167,Job173,,538435.84
168,Job172,,538007.83
169,Job175,,538477.05
170,Job163,,538275.22
171,Job164,,538214.41
172,Job166,,538359.83
173,Job165,,538280.97
174,Job167,,538144.64
175,Job176,,537873.40
176,Job177,,538602.43
177,Job181,,537930.90
178,Job179,,538538.07
179,Job178,,537937.86
180,Job180,,538600.15
181,Job182,,537905.20
182,Job184,,538200.60
183,Job183,,538577.70
184,Job185,,538289.16
185,Job186,,537830.62
186,Job187,,538663.42
187,Job218,,538172.27
188,Job189,,538933.69
189,Job190,,537966.33
190,Job191,,538512.82
191,Job193,,537861.92
192,Job192,,538674.63
193,Job188,,537551.16
194,Job194,,537545.41
195,Job195,,538919.16
196,Job196,,530691.15
197,Job198,,538433.91
198,Job200,,538477.05
199,Job199,,538077.56
200,Job197,,544448.02
201,Job201,,538037.63
202,Job202,,537198.91
203,Job203,,539288.95
204,Job205,,535673.02
205,Job207,,538246.71
206,Job206,,538246.71
207,Job204,,540848.23
208,Job208,,535926.22
209,Job209,,540377.94
210,Job211,,538248.29
211,Job210,,538245.11
212,Job214,,538101.11
213,Job215,,538382.48
214,Job213,,538246.96
215,Job212,,538246.46
216,Job216,,538272.78
217,Job217,,538224.18
218,Job234,,538244.29
219,Job240,,538259.39
220,Job219,,538320.87
221,Job220,,538246.50
222,Job223,,538247.48
223,Job222,,538246.00
224,Job226,,538245.64
225,Job230,,538242.89
226,Job221,,538246.87
227,Job225,,538255.50
228,Job228,,538250.25
229,Job227,,538247.78
230,Job250,,538247.43
231,Job231,,538250.58
232,Job232,,538219.84
233,Job229,,538243.32
234,Job224,,538235.86
235,Job233,,538256.34
236,Job251,,538250.64
237,Job235,,538248.61
238,Job236,,538245.71
239,Job238,,538245.25
240,Job252,,538308.55
241,Job237,,538247.47
242,Job239,,538248.13
243,Job241,,538233.91
244,Job243,,538246.71
245,Job242,,538246.71
246,Job247,,538246.95
247,Job245,,538362.59
248,Job244,,538134.56
249,Job246,,538246.41
250,Job248,,538243.32
251,Job249,,538249.47
252,Job269,,538253.18
253,Job253,,538187.60
254,Job254,,538175.61
255,Job270,,538246.70
256,Job255,,538319.73
257,Job271,,538246.73
258,Job256,,535104.08
259,Job261,,538248.16
260,Job259,,538246.83
261,Job260,,538245.28
262,Job272,,538246.71
263,Job257,,541260.82
264,Job258,,538246.60
265,Job264,,538366.94
266,Job262,,538166.52
267,Job263,,538320.03
268,Job267,,538305.11
269,Job266,,538186.25
270,Job268,,538239.87
271,Job265,,538138.08
272,Job273,,538246.72
273,Job274,,538246.71
274,Job275,,538246.71
275,Job276,,538246.71
276,Job277,,538246.71
277,Job279,,538246.71
278,Job278,,538246.71
279,Job280,,538236.70
280,Job283,,538246.81
281,Job281,,538255.96
282,Job282,,538246.62
283,Job284,,538245.52
284,Job291,,538249.01
285,Job293,,538229.03
286,Job292,,538265.07
287,Job294,,538246.71
288,Job304,,538246.71
289,Job305,,538246.71
290,Job307,,538246.71
291,Job308,,539449.14
292,Job310,,538235.76
293,Job309,,537477.72
294,Job311,,538257.49
295,Job312,,538246.71
296,Job285,,538247.89
297,Job287,,538254.24
298,Job290,,538244.70
299,Job286,,538239.01
300,Job288,,538256.08
301,Job289,,538237.42
302,Job297,,538246.71
303,Job295,,538246.71
304,Job298,,538246.71
305,Job296,,538246.71
306,Job299,,538246.71
307,Job300,,538246.71
308,Job301,,538246.71
309,Job302,,538246.71
310,Job303,,538246.71
311,Job323,,538297.44
312,Job306,,538246.71
313,Job326,,538246.66
314,Job327,,538246.77
315,Job328,,538286.01
316,Job329,,538212.63
317,Job330,,538246.26
318,Job313,,538246.71
319,Job314,,538143.94
320,Job321,,538246.71
321,Job317,,538255.32
322,Job318,,538242.67
323,Job315,,538405.57
324,Job322,,538164.22
325,Job319,,538250.35
326,Job316,,538237.81
327,Job320,,538246.71
328,Job331,,538247.17
329,Job332,,538246.71
330,Job334,,538244.91
331,Job333,,538246.71
332,Job335,,538249.52
333,Job350,,538246.71
334,Job351,,538246.72
335,Job352,,538246.71
336,Job353,,538246.71
337,Job354,,538130.42
338,Job324,,538245.21
339,Job325,,538248.22
340,Job372,,538246.68
341,Job336,,538246.29
342,Job338,,538246.53
343,Job337,,538247.14
344,Job339,,538246.89
345,Job341,,538246.71
346,Job340,,538246.71
347,Job342,,538245.42
348,Job343,,538247.52
349,Job344,,538246.64
350,Job380,,538211.56
351,Job348,,538320.50
352,Job345,,538246.79
353,Job347,,538246.80
354,Job349,,538178.74
355,Job346,,538246.63
356,Job355,,538425.70
357,Job356,,538246.69
358,Job357,,538246.73
359,Job358,,538246.73
360,Job359,,538246.69
361,Job361,,538246.71
362,Job364,,538246.71
363,Job367,,538296.05
364,Job360,,538246.71
365,Job363,,538296.05
366,Job362,,538166.39
367,Job365,,538246.72
368,Job366,,538166.39
369,Job368,,538246.71
370,Job369,,538246.72
371,Job370,,538217.95
372,Job371,,538288.88
373,Job381,,538300.63
374,Job373,,538246.74
375,Job374,,538265.70
376,Job375,,538229.01
377,Job382,,538246.60
378,Job377,,538246.75
379,Job378,,538246.71
380,Job376,,538246.68
381,Job379,,538246.71
382,Job383,,538246.83
383,Job384,,538246.66
384,Job385,,538246.77
385,Job386,,538246.71
386,Job388,,538222.46
387,Job387,,538246.71
388,Job390,,538246.69
389,Job389,,538261.48
390,Job392,,538222.46
391,Job391,,538246.73
392,Job393,,538261.48
393,Job394,,538246.69
394,Job395,,538246.73
395,Job396,,538239.29
396,Job397,,538257.56
397,Job398,,538246.69
398,Job399,,538246.74
399,Job400,,538269.19
400,Job401,,538224.46
401,Job403,,538246.73
402,Job407,,538290.05
403,Job402,,538246.70
404,Job404,,538246.71
405,Job405,,538246.71
406,Job406,,538218.10
407,Job408,,538246.67
408,Job409,,538246.76
409,Job410,,538246.70
410,Job411,,538246.73
411,Job412,,538246.71
412,Job413,,538246.71
413,Job414,,538227.08
414,Job416,,538246.70
415,Job415,,538258.61
416,Job420,,538246.70
417,Job418,,538227.08
418,Job417,,538246.72
419,Job419,,538258.61
420,Job421,,538246.72
421,Job422,,538240.36
422,Job431,,538246.71
423,Job430,,538246.71
424,Job432,,538197.19
425,Job433,,538322.38
426,Job434,,538246.62
427,Job424,,538246.68
428,Job425,,538246.75
429,Job423,,538256.01
430,Job426,,538281.94
431,Job427,,538213.40
432,Job428,,538246.69
433,Job429,,538246.74
434,Job435,,538246.81
435,Job436,,538246.68
436,Job460,,538246.62
437,Job461,,538246.80
438,Job462,,538246.68
439,Job463,,538246.75
440,Job464,,538246.71
441,Job465,,538246.71
442,Job466,,538233.27
443,Job475,,538253.21
444,Job437,,538246.75
445,Job438,,538246.71
446,Job444,,538212.70
447,Job439,,538246.71
448,Job451,,538246.75
449,Job440,,538212.70
450,Job447,,538246.73
451,Job445,,538267.53
452,Job450,,538246.68
453,Job449,,538262.71
454,Job446,,538246.70
455,Job441,,538267.53
456,Job443,,538246.73
457,Job442,,538246.70
458,Job452,,538264.39
459,Job448,,538235.86
460,Job476,,538246.68
461,Job453,,538229.94
462,Job455,,538246.75
463,Job477,,538246.75
464,Job458,,538227.15
465,Job478,,538246.71
466,Job481,,538246.71
467,Job480,,538246.71
468,Job459,,538277.10
469,Job456,,538246.71
470,Job454,,538246.68
471,Job479,,538246.71
472,Job482,,538230.92
473,Job457,,538246.71
474,Job469,,538246.73
475,Job468,,538246.70
476,Job467,,538255.04
477,Job470,,538233.27
478,Job471,,538255.04
479,Job472,,538246.70
480,Job483,,538271.19
481,Job473,,538246.73
482,Job484,,538246.77
483,Job485,,538246.76
484,Job486,,538246.75
485,Job489,,538246.71
486,Job474,,538242.29
487,Job521,,538247.30
488,Job522,,538246.47
489,Job524,,538246.71
490,Job523,,538246.96
491,Job525,,538246.71
492,Job526,,538241.16
493,Job490,,538246.68
494,Job491,,538246.75
495,Job488,,538246.71
496,Job494,,538226.94
497,Job496,,538246.71
498,Job487,,538246.70
499,Job495,,538266.39
500,Job499,,538545.34
501,Job492,,541666.45
502,Job493,,535667.19
503,Job497,,538246.71
504,Job527,,538250.17
505,Job498,,538053.67
506,Job500,,538228.75
507,Job511,,538246.79
508,Job501,,538264.48
509,Job509,,538250.09
510,Job508,,538243.36
511,Job513,,538189.29
512,Job506,,538058.72
513,Job502,,538238.85
514,Job504,,538246.71
515,Job505,,538246.71
516,Job503,,538254.22
517,Job510,,538246.64
518,Job512,,538326.57
519,Job528,,538246.61
520,Job507,,538362.78
521,Job530,,538246.64
522,Job529,,538246.82
523,Job531,,538246.79
524,Job514,,538246.13
525,Job532,,538471.93
526,Job515,,538247.30
527,Job519,,538257.57
528,Job516,,538246.71
529,Job517,,538246.71
530,Job518,,538239.75
531,Job520,,538246.13
532,Job533,,538045.03
533,Job567,,538246.74
534,Job569,,538246.71
535,Job568,,538246.71
536,Job570,,538246.71
537,Job573,,538257.31
538,Job575,,538246.72
539,Job574,,538246.71
540,Job576,,538229.63
541,Job535,,538246.66
542,Job534,,538246.45
543,Job536,,538246.71
544,Job537,,538246.71
545,Job541,,538246.78
546,Job539,,538611.09
547,Job538,,538010.60
548,Job542,,538246.55
549,Job540,,538246.14
550,Job544,,538246.71
551,Job543,,538246.61
552,Job545,,538246.71
553,Job546,,538083.26
554,Job547,,538347.23
555,Job548,,538246.49
556,Job552,,538246.49
557,Job550,,538083.26
558,Job549,,538246.62
559,Job555,,538326.53
560,Job554,,538192.12
561,Job551,,538347.23
562,Job553,,538246.62
563,Job557,,538246.75
564,Job558,,538279.77
565,Job556,,538246.68
566,Job563,,538246.71
567,Job559,,538214.29
568,Job561,,538246.73
569,Job562,,538246.71
570,Job560,,538246.70
571,Job566,,538246.69
572,Job564,,538221.51
573,Job565,,538284.87
574,Job571,,538246.71
575,Job572,,538229.63
576,Job577,,538257.31
577,Job578,,538246.71
578,Job579,,538246.72
579,Job580,,538240.56
580,Job581,,538255.70
581,Job582,,538246.66
582,Job583,,538246.76
583,Job584,,538620.84
584,Job585,,537901.57
585,Job587,,538250.12
586,Job586,,538243.30
587,Job588,,538246.71
588,Job589,,538246.71
589,Job592,,538244.61
590,Job591,,538275.07
591,Job590,,538227.49
592,Job593,,538248.84
593,Job594,,538245.69
594,Job595,,538247.74
595,Job596,,538246.71
596,Job597,,538246.71
597,Job598,,538179.42
598,Job599,,538287.63
599,Job600,,538245.30
