#,Job_ID,Reserved,Electricity
300,Job1499,,285083.15
301,Job1496,,284950.61
302,Job1497,,284950.61
303,Job1501,,284950.61
304,Job1494,,284950.61
305,Job1498,,284736.66
306,Job1504,,284950.61
307,Job1508,,284950.61
308,Job1509,,284950.61
309,Job1511,,284950.61
310,Job1510,,284950.61
311,Job1512,,284912.48
312,Job1513,,285009.78
313,Job1515,,284950.61
314,Job1514,,284950.61
315,Job1518,,284950.61
316,Job1516,,284950.61
317,Job1517,,284950.61
318,Job1519,,284950.61
319,Job1520,,284732.20
320,Job1521,,285085.91
321,Job1522,,284950.61
322,Job1523,,284950.61
323,Job1525,,284950.61
324,Job1524,,284950.61
325,Job1527,,284950.61
326,Job1526,,284950.61
327,Job1528,,284950.61
328,Job1529,,284950.61
329,Job1530,,284950.61
330,Job1531,,284950.61
331,Job1533,,284950.61
332,Job1532,,284950.61
333,Job1534,,284940.46
334,Job1535,,284966.36
335,Job1537,,284950.61
336,Job1536,,284950.61
337,Job1538,,284950.61
338,Job1539,,284950.61
339,Job1540,,284950.61
340,Job1542,,284941.99
341,Job1543,,284955.95
342,Job1541,,284950.61
343,Job1544,,284950.61
344,Job1546,,284950.61
345,Job1545,,284950.61
346,Job1547,,284950.61
347,Job1548,,284950.61
348,Job1549,,284950.61
349,Job1550,,284950.61
350,Job1551,,284950.61
351,Job1553,,284950.61
352,Job1552,,284950.61
353,Job1555,,285045.12
354,Job1554,,284889.70
355,Job1556,,284950.61
356,Job1558,,284950.61
357,Job1557,,284950.61
358,Job1559,,284950.61
359,Job1562,,284672.41
360,Job1560,,284950.61
361,Job1561,,284950.61
362,Job1563,,285122.95
363,Job1564,,284950.61
364,Job1565,,284950.61
365,Job1567,,284950.61
366,Job1566,,284950.61
367,Job1568,,284950.61
368,Job1569,,284950.61
369,Job1570,,284950.61
370,Job1571,,284950.61
371,Job1572,,284950.61
372,Job1573,,284950.61
373,Job1574,,284950.61
374,Job1575,,284950.61
375,Job1583,,284950.61
376,Job1585,,284954.62
377,Job1584,,284944.14
378,Job1576,,284944.06
379,Job1577,,284960.77
380,Job1579,,284950.61
381,Job1580,,284950.61
382,Job1578,,284950.61
383,Job1582,,284950.61
384,Job1581,,284950.61
385,Job1587,,284950.61
386,Job1586,,284950.61
387,Job1588,,284950.61
388,Job1590,,284950.61
389,Job1592,,284950.61
390,Job1591,,284950.61
391,Job1593,,284950.61
392,Job1589,,284950.61
393,Job1594,,284950.61
394,Job1595,,284950.61
395,Job1596,,284943.61
396,Job1598,,284950.61
397,Job1597,,284961.47
398,Job1599,,284950.61
399,Job1600,,284950.61
400,Job1603,,284950.61
401,Job1602,,284950.61
402,Job1605,,284980.77
403,Job1601,,284950.61
404,Job1606,,284950.61
405,Job1604,,284901.92
406,Job1608,,284950.61
407,Job1607,,284950.61
408,Job1609,,284950.61
409,Job1610,,284950.61
410,Job1612,,284950.61
411,Job1611,,284950.61
412,Job1613,,284950.61
413,Job1614,,284950.61
414,Job1615,,284950.61
415,Job1616,,284942.52
416,Job1619,,284950.61
417,Job1620,,284950.61
418,Job1618,,284950.61
419,Job1617,,284963.16
420,Job1622,,284950.61
421,Job1621,,284950.61
422,Job1634,,284950.61
423,Job1623,,284950.61
424,Job1624,,284942.62
425,Job1626,,284950.61
426,Job1627,,284950.61
427,Job1625,,284955.56
428,Job1628,,284950.61
429,Job1629,,284950.61
430,Job1630,,284950.61
431,Job1631,,284950.61
432,Job1632,,284950.61
433,Job1633,,284950.61
434,Job1635,,284950.61
435,Job1636,,284943.67
436,Job1638,,284950.61
437,Job1637,,284961.38
438,Job1639,,284950.61
439,Job1640,,284950.61
440,Job1642,,284950.61
441,Job1641,,284950.61
442,Job1644,,284943.75
443,Job1643,,284950.61
444,Job1645,,284954.86
445,Job1647,,284950.61
446,Job1646,,284950.61
447,Job1648,,284950.61
448,Job1649,,284950.61
449,Job1650,,284950.61
450,Job1653,,284950.61
451,Job1652,,284950.61
452,Job1651,,284950.61
453,Job1654,,284950.61
454,Job1655,,284950.61
455,Job1656,,284935.85
456,Job1657,,284973.52
457,Job1658,,284950.61
458,Job1659,,284950.61
459,Job1660,,284950.61
460,Job1661,,284950.61
461,Job1662,,284950.61
462,Job1663,,284950.61
463,Job1664,,284938.07
464,Job1665,,284958.38
465,Job1679,,284950.61
466,Job1668,,284950.61
467,Job1666,,284950.61
468,Job1667,,284950.61
469,Job1669,,284950.61
470,Job1670,,284950.61
471,Job1681,,284950.61
472,Job1682,,284950.61
473,Job1671,,284950.61
474,Job1672,,284950.61
475,Job1673,,284950.61
476,Job1674,,284950.61
477,Job1675,,284950.61
478,Job1676,,284933.40
479,Job1677,,284977.31
480,Job1678,,284950.61
481,Job1680,,284950.61
482,Job1683,,284950.61
483,Job1684,,284933.61
484,Job1685,,284961.14
485,Job1688,,284950.61
486,Job1687,,284950.61
487,Job1689,,284950.61
488,Job1686,,284950.61
489,Job1690,,284950.61
490,Job1691,,284950.61
491,Job1700,,284950.61
492,Job1701,,284950.61
493,Job1692,,284950.61
494,Job1693,,284950.61
495,Job1702,,284950.61
496,Job1694,,284950.61
497,Job1696,,284947.24
498,Job1695,,284950.61
499,Job1697,,284955.84
500,Job1698,,284950.61
501,Job1699,,284950.61
502,Job1713,,284950.61
503,Job1714,,284950.61
504,Job1715,,284950.61
505,Job1716,,284877.58
506,Job1703,,284950.61
507,Job1704,,284929.83
508,Job1705,,284963.49
509,Job1707,,284950.61
510,Job1706,,284950.61
511,Job1708,,284950.61
512,Job1710,,284950.61
513,Job1709,,284950.61
514,Job1722,,284950.61
515,Job1711,,284950.61
516,Job1712,,284950.61
517,Job1717,,285063.94
518,Job1719,,284950.61
519,Job1718,,284950.61
520,Job1720,,284950.61
521,Job1721,,284950.61
522,Job1723,,284950.61
523,Job1724,,284842.79
524,Job1729,,284950.61
525,Job1725,,285017.40
526,Job1731,,284950.61
527,Job1730,,284950.61
528,Job1726,,284950.61
529,Job1732,,284950.61
530,Job1733,,284950.61
531,Job1727,,284950.61
532,Job1734,,284950.61
533,Job1728,,284950.61
534,Job1735,,284950.61
535,Job1736,,284950.61
536,Job1737,,284950.61
537,Job1738,,284843.90
538,Job1739,,285116.20
539,Job1740,,284950.61
540,Job1741,,284950.61
541,Job1742,,284950.61
542,Job1744,,284950.61
543,Job1745,,284950.61
544,Job1743,,284950.61
545,Job1758,,284950.61
546,Job1759,,284950.61
547,Job1760,,284933.09
548,Job1761,,284977.80
549,Job1747,,285039.95
550,Job1750,,284950.61
551,Job1749,,284950.61
552,Job1746,,284806.39
553,Job1748,,284950.61
554,Job1751,,284950.61
555,Job1752,,284950.61
556,Job1754,,284950.61
557,Job1753,,284950.61
558,Job1755,,284950.61
559,Job1756,,284950.61
560,Job1757,,284950.61
561,Job1762,,284950.61
562,Job1763,,284950.61
563,Job1764,,284950.61
564,Job1780,,284950.61
565,Job1781,,284950.61
566,Job1765,,284950.61
567,Job1766,,284950.61
568,Job1767,,284950.61
569,Job1768,,284878.85
570,Job1769,,284995.07
571,Job1771,,284950.61
572,Job1770,,284950.61
573,Job1774,,284950.61
574,Job1773,,284950.61
575,Job1772,,284950.61
576,Job1777,,284950.61
577,Job1775,,284950.61
578,Job1776,,284950.61
579,Job1778,,284950.61
580,Job1779,,284950.61
581,Job1782,,284877.59
582,Job1783,,285063.92
583,Job1784,,284950.61
584,Job1785,,284950.61
585,Job1786,,284950.61
586,Job1787,,284950.61
587,Job1788,,284950.61
588,Job1789,,284950.61
589,Job1790,,284766.93
590,Job1791,,285064.40
591,Job1792,,284950.61
592,Job1794,,284950.61
593,Job1793,,284950.61
594,Job1796,,284950.61
595,Job1795,,284950.61
596,Job1800,,284950.61
597,Job1797,,284950.61
598,Job1798,,284950.61
599,Job1799,,284950.61
