#,Job_ID,Reserved,Electricity
0,Job1801,,284950.61
1,Job1804,,284885.67
2,Job1814,,284950.61
3,Job1811,,284950.61
4,Job1816,,284950.61
5,Job1807,,284950.61
6,Job1818,,284950.61
7,Job1813,,285018.48
8,Job1805,,285051.39
9,Job1815,,284950.61
10,Job1806,,284950.61
11,Job1820,,284950.61
12,Job1810,,284950.61
13,Job1817,,284950.61
14,Job1809,,284950.61
15,Job1812,,284841.05
16,Job1803,,284950.61
17,Job1819,,284950.61
18,Job1808,,284950.61
19,Job1802,,284950.61
20,Job1821,,284950.61
21,Job1822,,284950.61
22,Job1823,,284950.61
23,Job1824,,284950.61
24,Job1830,,284950.61
25,Job1825,,284950.61
26,Job1826,,284944.65
27,Job1827,,284959.87
28,Job1828,,284950.61
29,Job1829,,284950.61
30,Job1831,,284950.61
31,Job1833,,284950.61
32,Job1832,,284950.61
33,Job1837,,284950.61
34,Job1835,,284954.26
35,Job1836,,284950.61
36,Job1834,,284944.72
37,Job1839,,284950.61
38,Job1840,,284950.61
39,Job1838,,284950.61
40,Job1841,,284950.61
41,Job1843,,284950.61
42,Job1842,,284950.61
43,Job1861,,284950.61
44,Job1862,,284950.61
45,Job1863,,284950.61
46,Job1844,,284950.61
47,Job1847,,284955.88
48,Job1845,,284950.61
49,Job1846,,284947.22
50,Job1848,,284950.61
51,Job1851,,284950.61
52,Job1853,,284950.61
53,Job1849,,284950.61
54,Job1852,,284950.61
55,Job1850,,284950.61
56,Job1860,,284950.61
57,Job1857,,284950.61
58,Job1856,,284950.61
59,Job1855,,284952.69
60,Job1854,,284947.26
61,Job1858,,284950.61
62,Job1859,,284950.61
63,Job1864,,284950.61
64,Job1865,,284950.61
65,Job1866,,284945.72
66,Job1867,,284958.21
67,Job1868,,284950.61
68,Job1869,,284950.61
69,Job1870,,284950.61
70,Job1872,,284950.61
71,Job1873,,284950.61
72,Job1876,,284950.61
73,Job1874,,284946.45
74,Job1875,,284953.19
75,Job1878,,284950.61
76,Job1871,,284950.61
77,Job1882,,284950.61
78,Job1877,,284950.61
79,Job1883,,284950.61
80,Job1879,,284950.61
81,Job1880,,284950.61
82,Job1881,,284950.61
83,Job1884,,284950.61
84,Job1885,,284950.61
85,Job1886,,284947.22
86,Job1887,,284955.88
87,Job1888,,284950.61
88,Job1889,,284950.61
89,Job1890,,284950.61
90,Job1891,,284950.61
91,Job1892,,284950.61
92,Job1893,,284950.61
93,Job1897,,284950.61
94,Job1896,,284950.61
95,Job1894,,284947.26
96,Job1895,,284952.69
97,Job1899,,284950.61
98,Job1900,,284950.61
99,Job1903,,284950.61
100,Job1898,,284950.61
101,Job1902,,284950.61
102,Job1901,,284950.61
103,Job1904,,284950.61
104,Job1905,,284950.61
105,Job1906,,284944.58
106,Job1910,,284950.61
107,Job1907,,284959.97
108,Job1908,,284950.61
109,Job1909,,284950.61
110,Job1911,,284950.61
111,Job1914,,284944.65
112,Job1912,,284950.61
113,Job1915,,284954.30
114,Job1913,,284950.61
115,Job1916,,284950.61
116,Job1917,,284950.61
117,Job1919,,284950.61
118,Job1921,,284950.61
119,Job1920,,284950.61
120,Job1918,,284950.61
121,Job1922,,284950.61
122,Job1923,,284950.61
123,Job1925,,284950.61
124,Job1924,,284950.61
125,Job1926,,284938.03
126,Job1927,,284970.14
127,Job1930,,284950.61
128,Job1928,,284950.61
129,Job1929,,284950.61
130,Job1931,,284950.61
131,Job1946,,284917.26
132,Job1932,,284950.61
133,Job1933,,284950.61
134,Job1947,,285002.37
135,Job1934,,284939.92
136,Job1935,,284957.24
137,Job1936,,284950.61
138,Job1937,,284950.61
139,Job1948,,284950.61
140,Job1939,,284950.61
141,Job1941,,284950.61
142,Job1940,,284950.61
143,Job1942,,284950.61
144,Job1938,,284950.61
145,Job1943,,284950.61
146,Job1949,,284950.61
147,Job1950,,284950.61
148,Job1944,,284950.61
149,Job1945,,284950.61
150,Job1951,,284950.61
151,Job1952,,284950.61
152,Job1953,,284950.61
153,Job1955,,285068.52
154,Job1957,,284950.61
155,Job1954,,284760.27
156,Job1956,,284950.61
157,Job1958,,284950.61
158,Job1959,,284950.61
159,Job1960,,284950.61
160,Job1961,,284950.61
161,Job1963,,284950.61
162,Job1962,,284950.61
163,Job1964,,284950.61
164,Job1965,,284950.61
165,Job1966,,284950.61
166,Job1967,,284950.61
167,Job1968,,284901.21
168,Job1969,,285027.26
169,Job1970,,284950.61
170,Job1980,,284950.61
171,Job1979,,284950.61
172,Job1982,,284950.61
173,Job1984,,284950.61
174,Job1986,,284950.61
175,Job1985,,284950.61
176,Job1981,,284950.61
177,Job1983,,284950.61
178,Job1987,,284950.61
179,Job1971,,284950.61
180,Job1972,,284950.61
181,Job1988,,284950.61
182,Job1973,,284950.61
183,Job1974,,284950.61
184,Job1976,,284883.85
185,Job1975,,284950.61
186,Job1977,,284991.97
187,Job1978,,284950.61
188,Job1989,,284950.61
189,Job1990,,284150.84
190,Job1993,,284950.61
191,Job1994,,284950.61
192,Job1991,,286191.63
193,Job1992,,284950.61
194,Job1995,,284950.61
195,Job2002,,284950.61
196,Job2001,,284950.61
197,Job2000,,284950.61
198,Job2003,,284950.61
199,Job1996,,284950.61
200,Job1997,,284950.61
201,Job1998,,277823.39
202,Job1999,,289365.71
203,Job2005,,284950.61
204,Job2004,,284950.61
205,Job2008,,284950.61
206,Job2006,,284950.61
207,Job2007,,284950.61
208,Job2009,,284950.61
209,Job2010,,284950.61
210,Job2013,,285205.51
211,Job2012,,284786.34
212,Job2011,,284950.61
213,Job2014,,284950.61
214,Job2015,,284950.61
215,Job2016,,284950.61
216,Job2017,,284950.61
217,Job2020,,284728.61
218,Job2018,,284950.61
219,Job2019,,284950.61
220,Job2023,,284950.61
