#,Job_ID,Reserved,DistrictHeating
229,Job1432,,253448.49
230,Job1426,,253290.30
231,Job1431,,253296.10
232,Job1433,,253202.45
233,Job1439,,253296.20
234,Job1435,,253301.12
235,Job1437,,253394.63
236,Job1434,,253291.09
237,Job1440,,253385.94
238,Job1438,,253296.01
239,Job1436,,253228.83
240,Job1441,,253213.88
241,Job1442,,253295.62
242,Job1443,,253296.59
243,Job1444,,253296.10
244,Job1463,,252870.88
245,Job1445,,253296.10
246,Job1464,,253292.38
247,Job1447,,253279.68
248,Job1446,,253306.80
249,Job1448,,253294.83
250,Job1449,,253297.39
251,Job1450,,253295.56
252,Job1451,,253296.65
253,Job1454,,253321.97
254,Job1455,,253279.84
255,Job1452,,253296.10
256,Job1453,,253296.10
257,Job1456,,253295.46
258,Job1459,,253312.84
259,Job1458,,253284.66
260,Job1460,,253296.00
261,Job1457,,253296.74
262,Job1461,,253296.20
263,Job1462,,253754.24
264,Job1465,,253299.86
265,Job1466,,253296.10
266,Job1467,,253296.10
267,Job1468,,253318.71
268,Job1469,,253261.17
269,Job1470,,253291.83
270,Job1471,,253300.41
271,Job1472,,253294.16
272,Job1474,,253296.10
273,Job1473,,253298.07
274,Job1476,,253433.73
275,Job1475,,253296.10
276,Job1477,,253212.22
277,Job1478,,253291.34
278,Job1479,,253300.90
279,Job1480,,253240.49
280,Job1481,,253377.68
281,Job1482,,253296.00
282,Job1483,,253296.21
283,Job1484,,253714.40
284,Job1485,,252902.07
285,Job1486,,253292.88
286,Job1487,,253298.91
287,Job1505,,253296.21
288,Job1506,,253734.38
289,Job1488,,253296.10
290,Job1507,,252882.37
291,Job1489,,253296.10
292,Job1490,,253314.32
293,Job1491,,253267.44
294,Job1492,,253292.88
295,Job1493,,253298.91
296,Job1495,,253297.18
297,Job1500,,253292.06
298,Job1502,,253250.02
299,Job1503,,253363.37
300,Job1499,,253218.74
301,Job1496,,253296.10
302,Job1497,,253296.10
303,Job1501,,253299.76
304,Job1494,,253294.59
305,Job1498,,253421.21
306,Job1504,,253295.99
307,Job1508,,253292.73
308,Job1509,,253299.08
309,Job1511,,253296.10
310,Job1510,,253296.10
311,Job1512,,253324.35
312,Job1513,,253251.93
313,Job1515,,253300.42
314,Job1514,,253291.38
315,Job1518,,253296.10
316,Job1516,,253293.92
317,Job1517,,253297.88
318,Job1519,,253296.10
319,Job1520,,253426.28
320,Job1521,,253215.74
321,Job1522,,253291.90
322,Job1523,,253299.90
323,Job1525,,253364.96
324,Job1524,,253248.96
325,Job1527,,253296.21
326,Job1526,,253295.99
327,Job1528,,253408.31
328,Job1529,,253191.45
329,Job1530,,253295.38
330,Job1531,,253296.81
331,Job1533,,253296.10
332,Job1532,,253296.10
333,Job1534,,253300.84
334,Job1535,,253288.75
335,Job1537,,253296.77
336,Job1536,,253295.43
337,Job1538,,253295.81
338,Job1539,,253296.39
339,Job1540,,253296.10
340,Job1542,,253300.44
341,Job1543,,253293.42
342,Job1541,,253296.10
343,Job1544,,253295.97
344,Job1546,,253296.01
345,Job1545,,253296.22
346,Job1547,,253296.18
347,Job1548,,254254.94
348,Job1549,,252392.97
349,Job1550,,253286.89
350,Job1551,,253305.35
351,Job1553,,253296.10
352,Job1552,,253296.10
353,Job1555,,253255.41
354,Job1554,,253322.61
355,Job1556,,253293.71
356,Job1558,,253294.63
357,Job1557,,253298.64
358,Job1559,,253297.58
359,Job1562,,253407.09
360,Job1560,,253296.10
361,Job1561,,253296.10
362,Job1563,,253227.56
363,Job1564,,253292.08
364,Job1565,,253300.14
365,Job1567,,253466.13
366,Job1566,,253178.51
367,Job1568,,253296.05
368,Job1569,,253296.16
369,Job1570,,253329.40
370,Job1571,,253264.59
371,Job1572,,253295.89
372,Job1573,,253296.31
373,Job1574,,253296.10
374,Job1575,,253296.10
375,Job1583,,253296.10
376,Job1585,,253294.11
377,Job1584,,253299.50
378,Job1576,,253299.20
379,Job1577,,253291.56
380,Job1579,,253296.53
381,Job1580,,253295.92
382,Job1578,,253295.69
383,Job1582,,253296.10
384,Job1581,,253296.29
385,Job1587,,253296.18
386,Job1586,,253296.02
387,Job1588,,253296.02
388,Job1590,,254123.06
389,Job1592,,253287.21
390,Job1591,,252499.33
391,Job1593,,253304.70
392,Job1589,,253296.18
393,Job1594,,253296.10
394,Job1595,,253296.10
395,Job1596,,253301.13
396,Job1598,,253294.95
397,Job1597,,253288.32
398,Job1599,,253297.26
399,Job1600,,253295.55
400,Job1603,,253296.10
401,Job1602,,253296.10
402,Job1605,,253275.72
403,Job1601,,253296.65
404,Job1606,,253294.26
405,Job1604,,253328.62
406,Job1608,,253296.00
407,Job1607,,253297.62
408,Job1609,,253296.21
409,Job1610,,253339.55
410,Job1612,,253295.92
411,Job1611,,253255.14
412,Job1613,,253296.30
413,Job1614,,253296.10
414,Job1615,,253296.10
415,Job1616,,253300.06
416,Job1619,,253296.49
417,Job1620,,253295.95
418,Job1618,,253295.74
419,Job1617,,253290.00
420,Job1622,,253296.10
421,Job1621,,253296.28
422,Job1634,,253296.10
423,Job1623,,253296.10
424,Job1624,,253300.29
425,Job1626,,253296.03
426,Job1627,,253296.18
427,Job1625,,253293.53
428,Job1628,,253296.01
429,Job1629,,253296.20
430,Job1630,,253331.43
431,Job1631,,253263.34
432,Job1632,,253295.98
433,Job1633,,253296.25
434,Job1635,,253296.10
435,Job1636,,253299.33
436,Job1638,,253295.83
437,Job1637,,253291.19
438,Job1639,,253296.39
439,Job1640,,253296.00
440,Job1642,,253296.10
441,Job1641,,253296.23
442,Job1644,,253299.45
443,Job1643,,253296.10
444,Job1645,,253294.06
445,Job1647,,253296.16
446,Job1646,,253296.07
447,Job1648,,253296.02
448,Job1649,,253296.20
449,Job1650,,253490.03
450,Job1653,,253297.43
451,Job1652,,253294.81
452,Job1651,,253116.29
453,Job1654,,253296.10
454,Job1655,,253296.10
455,Job1656,,253304.15
456,Job1657,,253283.35
457,Job1658,,253294.87
458,Job1659,,253297.36
459,Job1660,,253295.58
460,Job1661,,253296.63
461,Job1662,,253296.10
462,Job1663,,253296.10
463,Job1664,,253303.57
464,Job1665,,253291.49
465,Job1679,,253296.40
466,Job1668,,253296.00
467,Job1666,,253295.88
468,Job1667,,253296.32
469,Job1669,,253296.20
470,Job1670,,253386.80
471,Job1681,,253296.41
472,Job1682,,253296.10
473,Job1671,,253213.79
474,Job1672,,253295.77
475,Job1673,,253296.46
476,Job1674,,253296.10
477,Job1675,,253296.10
478,Job1676,,253304.38
479,Job1677,,253282.95
480,Job1678,,253295.41
481,Job1680,,253295.81
482,Job1683,,253296.10
483,Job1684,,253304.73
484,Job1685,,253290.84
485,Job1688,,253296.01
486,Job1687,,253296.26
487,Job1689,,253296.20
488,Job1686,,253295.96
489,Job1690,,253404.81
490,Job1691,,253197.87
491,Job1700,,253295.97
492,Job1701,,253296.25
493,Job1692,,253295.59
494,Job1693,,253296.62
495,Job1702,,253296.10
496,Job1694,,253296.10
497,Job1696,,253298.53
498,Job1695,,253296.10
499,Job1697,,253292.35
500,Job1698,,253295.81
501,Job1699,,253296.42
502,Job1713,,253297.92
503,Job1714,,253296.10
504,Job1715,,253296.10
505,Job1716,,253329.18
506,Job1703,,253296.10
507,Job1704,,253306.86
508,Job1705,,253289.01
509,Job1707,,253296.43
510,Job1706,,253295.84
511,Job1708,,253296.01
512,Job1710,,253481.66
513,Job1709,,253296.20
514,Job1722,,253296.10
515,Job1711,,253128.74
516,Job1712,,253294.29
517,Job1717,,253245.51
518,Job1719,,253303.96
519,Job1718,,253288.32
520,Job1720,,253292.67
521,Job1721,,253299.55
522,Job1723,,253296.10
523,Job1724,,253350.93
524,Job1729,,253330.00
525,Job1725,,253262.65
526,Job1731,,253296.20
527,Job1730,,253296.01
528,Job1726,,253293.74
529,Job1732,,253459.72
530,Job1733,,253157.00
531,Job1727,,253298.46
532,Job1734,,253295.57
533,Job1728,,253272.85
534,Job1735,,253296.64
535,Job1736,,253296.10
536,Job1737,,253296.10
537,Job1738,,253330.25
538,Job1739,,253241.96
539,Job1740,,253293.48
540,Job1741,,253298.87
541,Job1742,,253295.02
542,Job1744,,253296.10
543,Job1745,,253296.10
544,Job1743,,253297.21
545,Job1758,,253296.10
546,Job1759,,253296.10
547,Job1760,,253306.98
548,Job1761,,253279.33
549,Job1747,,253265.66
550,Job1750,,253264.85
551,Job1749,,253296.91
552,Job1746,,253345.51
553,Job1748,,253295.30
554,Job1751,,253341.66
555,Job1752,,253296.02
556,Job1754,,253434.91
557,Job1753,,253296.18
558,Job1755,,253167.64
559,Job1756,,253294.63
560,Job1757,,253297.58
561,Job1762,,253293.50
562,Job1763,,253298.72
563,Job1764,,253294.92
564,Job1780,,253296.10
565,Job1781,,253296.10
566,Job1765,,253297.29
567,Job1766,,253296.10
568,Job1767,,253296.10
569,Job1768,,253336.79
570,Job1769,,253271.33
571,Job1771,,253297.94
572,Job1770,,253294.28
573,Job1774,,253296.00
574,Job1773,,253318.88
575,Job1772,,253280.58
576,Job1777,,252990.65
577,Job1775,,253296.20
578,Job1776,,253636.70
579,Job1778,,253292.53
580,Job1779,,253299.69
581,Job1782,,253337.95
582,Job1783,,253231.80
583,Job1784,,253285.56
584,Job1785,,253306.74
585,Job1786,,253291.48
586,Job1787,,253300.75
587,Job1788,,253296.10
588,Job1789,,253296.10
589,Job1790,,253395.36
590,Job1791,,253235.30
591,Job1792,,253291.56
592,Job1794,,253256.38
593,Job1793,,253300.66
594,Job1796,,253296.01
595,Job1795,,253353.84
596,Job1800,,253294.34
597,Job1797,,253296.20
598,Job1798,,253486.25
599,Job1799,,253123.98
