#,Job_ID,Reserved,DistrictHeating
0,Job603,,253268.89
1,Job619,,253296.39
2,Job608,,253296.05
3,Job602,,253338.79
4,Job609,,253296.16
5,Job614,,253296.1
6,Job616,,253302.13
7,Job607,,253340.68
8,Job620,,253295.99
9,Job610,,253370.64
10,Job615,,253296.1
11,Job611,,253230.46
12,Job613,,253296.31
13,Job612,,253295.92
14,Job605,,253297.53
15,Job601,,253297.53
16,Job606,,253265.7
17,Job604,,253294.68
18,Job617,,253286.83
19,Job618,,253295.86
20,Job621,,253296.21
21,Job622,,253296.1
22,Job623,,253296.1
23,Job626,,253296.02
24,Job624,,253304.94
25,Job625,,253290.73
26,Job628,,253304.94
27,Job630,,253296.02
28,Job634,,253296.05
29,Job629,,253290.73
30,Job635,,253296.15
31,Job632,,253288.16
32,Job631,,253296.18
33,Job637,,253037.12
34,Job640,,253296.1
35,Job636,,253638.14
36,Job627,,253296.18
37,Job638,,253295.1
38,Job639,,253296.55
39,Job633,,253307.75
40,Job641,,253296.1
41,Job642,,253306.98
42,Job643,,253278.88
43,Job657,,253296.19
44,Job645,,253296.64
45,Job644,,253295.23
46,Job647,,253296.44
47,Job646,,253295.6
48,Job648,,253296.1
49,Job651,,253163.27
50,Job649,,253296.1
51,Job650,,253489.51
52,Job656,,253296.01
53,Job662,,253296.1
54,Job660,,253293.78
55,Job661,,253298.49
56,Job655,,255202.99
57,Job663,,253296.1
58,Job659,,252977.44
59,Job658,,253661.18
60,Job654,,251989.54
61,Job653,,253303.21
62,Job652,,253285.49
63,Job664,,253316.02
64,Job665,,253265.39
65,Job666,,253294.36
66,Job680,,253258.78
67,Job679,,253297.06
68,Job683,,253296.16
69,Job678,,253295.17
70,Job682,,253296.04
71,Job669,,253297.06
72,Job681,,253350.7
73,Job667,,253297.84
74,Job668,,253295.17
75,Job673,,253267.86
76,Job671,,253296.1
77,Job670,,253296.1
78,Job676,,253341.5
79,Job672,,253341.5
80,Job674,,253295.17
81,Job675,,253297.06
82,Job677,,253267.86
83,Job684,,253476.97
84,Job685,,253125.77
85,Job686,,253294.44
86,Job690,,253302.98
87,Job689,,253296.1
88,Job691,,253285.44
89,Job688,,253296.1
90,Job687,,253297.73
91,Job693,,253296.95
92,Job692,,253295.24
93,Job695,,253296.55
94,Job694,,253295.64
95,Job696,,253296.1
96,Job697,,253296.1
97,Job698,,253316.47
98,Job700,,253295.39
99,Job699,,253283.47
100,Job702,,253316.47
101,Job701,,253296.75
102,Job703,,253283.47
103,Job704,,253295.39
104,Job705,,253296.75
105,Job706,,253281.18
106,Job708,,253296.05
107,Job707,,253317.87
108,Job709,,253296.15
109,Job711,,253185.82
110,Job710,,253342.9
111,Job712,,253294.83
112,Job713,,253296.03
113,Job714,,253296.1
114,Job716,,253309.87
115,Job715,,253296.1
116,Job717,,253270.24
117,Job719,,253296.16
118,Job720,,253295.94
119,Job718,,253296.12
120,Job722,,253296.1
121,Job721,,253296.35
122,Job723,,253296.1
123,Job724,,253341.93
124,Job725,,253267.58
125,Job726,,253296.24
126,Job732,,253364.49
127,Job736,,253296.1
128,Job733,,253235.23
129,Job734,,253295.98
130,Job737,,253296.1
131,Job728,,253286.49
132,Job727,,253295.96
133,Job735,,253296.2
134,Job729,,253310.18
135,Job730,,253296.03
136,Job731,,253296.18
137,Job739,,253284.28
138,Job738,,253303.72
139,Job740,,253295.83
140,Job742,,253295.98
141,Job741,,253296.35
142,Job743,,253296.2
143,Job744,,253296.1
144,Job764,,253304.41
145,Job745,,253296.1
146,Job746,,253304.4
147,Job747,,253291
148,Job748,,253296.06
149,Job749,,253296.12
150,Job751,,253291
151,Job750,,253304.4
152,Job753,,253296.12
153,Job754,,253288.33
154,Job755,,253307.3
155,Job752,,253296.06
156,Job756,,253296.05
157,Job757,,253296.15
158,Job759,,253260.19
159,Job762,,253296.1
160,Job758,,253333.55
161,Job760,,253296.1
162,Job763,,253296.1
163,Job761,,253296.11
164,Job765,,253283.22
165,Job776,,253301.85
166,Job778,,253296.1
167,Job777,,253292.56
168,Job766,,253296.1
169,Job767,,253296.07
170,Job768,,253296.1
171,Job769,,253296.1
172,Job770,,253296.1
173,Job771,,253296.1
174,Job772,,253301.85
175,Job773,,253292.56
176,Job774,,253296.1
177,Job775,,253296.11
178,Job780,,253290.82
179,Job781,,253303.84
180,Job779,,253296.11
181,Job783,,253296.17
182,Job782,,253296.04
183,Job784,,253389.02
184,Job785,,253154.73
185,Job786,,253296.64
186,Job787,,253296.02
187,Job788,,253296.1
188,Job790,,253328.3
189,Job791,,253252.21
190,Job789,,253296.1
191,Job792,,253292.04
192,Job793,,253301.39
193,Job794,,253293.74
194,Job796,,253296.1
195,Job795,,253296.55
196,Job797,,253296.1
197,Job798,,253376.07
198,Job809,,253296.11
199,Job799,,253242.77
200,Job801,,253295.82
201,Job802,,253278.04
202,Job804,,253296.03
203,Job803,,253322.32
204,Job800,,253295.72
205,Job805,,253296.18
206,Job806,,253336.17
207,Job807,,253257.44
208,Job808,,253296.13
209,Job810,,253296.1
210,Job811,,253296.1
211,Job812,,253304.83
212,Job814,,253296.15
213,Job813,,253281.99
214,Job817,,253296.1
215,Job816,,253296.14
216,Job818,,253296.1
217,Job815,,253296.09
218,Job825,,253292.24
219,Job819,,253296.1
220,Job820,,253302.4
221,Job823,,253296.1
222,Job821,,253292.24
223,Job822,,253296.1
224,Job824,,253302.4
225,Job826,,253296.1
226,Job827,,253296.1
227,Job828,,253290.26
228,Job829,,253304.67
229,Job830,,253296.04
230,Job831,,253296.17
231,Job832,,254018.62
232,Job837,,253296.1
233,Job838,,253317
234,Job833,,252644.46
235,Job834,,253290.27
236,Job835,,253301.93
237,Job836,,253296.1
238,Job839,,253264.1
239,Job840,,253294.42
240,Job841,,253297.81
241,Job842,,253295.2
242,Job843,,253297.01
243,Job845,,253296.1
244,Job844,,253296.1
245,Job846,,253378.49
246,Job847,,253245.54
247,Job849,,253298.46
248,Job848,,253293.75
249,Job850,,253378.49
250,Job855,,253385.6
251,Job856,,253296.05
252,Job851,,253245.54
253,Job852,,253293.75
254,Job853,,253298.46
255,Job854,,253234.94
256,Job857,,253296.15
257,Job858,,253639.48
258,Job859,,253006.9
259,Job864,,253315.98
260,Job862,,253296.1
261,Job863,,253296.1
262,Job865,,253264.93
263,Job860,,253295.19
264,Job861,,253297.11
265,Job866,,253294.99
266,Job867,,253297.31
267,Job868,,253295.54
268,Job869,,253296.65
269,Job870,,253296.1
270,Job871,,253296.1
271,Job872,,253341.8
272,Job873,,253266.33
273,Job874,,253295.72
274,Job875,,253296.61
275,Job876,,253341.8
276,Job877,,253266.33
277,Job878,,253295.72
278,Job879,,253296.61
279,Job880,,253252.57
280,Job881,,253359.68
281,Job882,,253296.04
282,Job883,,253296.16
283,Job884,,253390.81
284,Job885,,253209.96
285,Job886,,253295.99
286,Job887,,253296.24
287,Job888,,253296.1
288,Job889,,253296.1
289,Job890,,253305.26
290,Job892,,253295.82
291,Job891,,253281.25
292,Job893,,253296.42
293,Job894,,253295.98
294,Job895,,253296.25
295,Job896,,253296.1
296,Job897,,253296.1
297,Job898,,253305.2
298,Job899,,253290.51
299,Job907,,253296.49
300,Job908,,253296.1
301,Job909,,253296.1
302,Job901,,253296.16
303,Job900,,253296.05
304,Job902,,253296.02
305,Job904,,253418.28
306,Job903,,253296.19
307,Job905,,253173.05
308,Job906,,253295.16
309,Job910,,253308.27
310,Job912,,253295.19
311,Job911,,253274.58
312,Job913,,253296.29
313,Job914,,253295.29
314,Job915,,253296.19
315,Job916,,253296.1
316,Job917,,253296.1
317,Job918,,253308.84
318,Job919,,253286.41
319,Job920,,253295.34
320,Job921,,253296.11
321,Job922,,253296.02
322,Job929,,253296.1
323,Job923,,253296.18
324,Job924,,253665.09
325,Job925,,252979.75
326,Job926,,253295.47
327,Job927,,253296.71
