#,Job_ID,Reserved,DistrictHeating
0,Job8,,256262.75
1,Job2,,258643.07
2,Job7,,249577.87
3,Job1,,253296.1
4,Job15,,252733.31
5,Job19,,251668.43
6,Job6,,257399.23
7,Job16,,254515.07
8,Job20,,256620.83
9,Job18,,255245.36
10,Job11,,251273.34
11,Job14,,254080.63
12,Job4,,257716.11
13,Job12,,254216.75
14,Job10,,255717.48
15,Job13,,252566.58
16,Job5,,249239.17
17,Job9,,250648.32
18,Job3,,248493.97
19,Job17,,252273.21
20,Job23,,249332
21,Job21,,250407.21
22,Job26,,253296.1
23,Job24,,257862.95
24,Job32,,253296.1
25,Job22,,257666.56
26,Job36,,253296.1
27,Job28,,253296.1
28,Job25,,249361.02
29,Job27,,253296.1
30,Job35,,253296.1
31,Job40,,253296.1
32,Job31,,253296.1
33,Job34,,253296.1
34,Job38,,253296.1
35,Job30,,253296.1
36,Job33,,253296.1
37,Job29,,253296.1
38,Job37,,253296.1
39,Job39,,253296.1
40,Job41,,253296.1
41,Job46,,253296.1
42,Job42,,253296.1
43,Job43,,253296.1
44,Job44,,253296.1
45,Job49,,253296.1
46,Job55,,253296.1
47,Job48,,253296.1
48,Job53,,253296.1
49,Job45,,253296.1
50,Job47,,253296.1
51,Job51,,253296.1
52,Job52,,253296.1
53,Job57,,253296.1
54,Job56,,253296.1
55,Job50,,253296.1
56,Job58,,253296.1
57,Job60,,253296.1
58,Job54,,253296.1
59,Job59,,253296.1
60,Job61,,253296.1
61,Job64,,253296.1
62,Job62,,253296.1
63,Job63,,253296.1
64,Job65,,253296.1
65,Job66,,253296.1
66,Job70,,253296.1
67,Job68,,253296.1
68,Job67,,253296.1
69,Job73,,253296.1
70,Job69,,253296.1
71,Job72,,253296.1
72,Job74,,253296.1
73,Job71,,253296.1
74,Job76,,253296.1
75,Job75,,253296.1
76,Job78,,253296.1
77,Job77,,253296.1
78,Job80,,253296.1
79,Job79,,253296.1
80,Job85,,253296.1
81,Job84,,253296.1
82,Job82,,253296.1
83,Job86,,253296.1
84,Job83,,253296.1
