#,Job_ID,Reserved,Electricity
0,Job603,,285018.74
1,Job619,,284950.61
2,Job608,,284950.61
3,Job602,,284840.63
4,Job609,,284950.61
5,Job614,,284950.61
6,Job616,,284937.08
7,Job607,,284950.61
8,Job620,,284950.61
9,Job610,,284950.61
10,Job615,,284950.61
11,Job611,,284950.61
12,Job613,,284950.61
13,Job612,,284950.61
14,Job605,,284950.61
15,Job601,,284950.61
16,Job606,,284950.61
17,Job604,,284950.61
18,Job617,,284971.60
19,Job618,,284950.61
20,Job621,,284950.61
21,Job622,,284950.61
22,Job623,,284950.61
23,Job626,,284950.61
24,Job624,,284921.85
25,Job625,,284968.43
26,Job628,,284921.85
27,Job630,,284950.61
28,Job634,,284950.61
29,Job629,,284968.43
30,Job635,,284950.61
31,Job632,,284950.61
32,Job631,,284950.61
33,Job637,,284950.61
34,Job640,,284950.61
35,Job636,,284950.61
36,Job627,,284950.61
37,Job638,,284950.61
38,Job639,,284950.61
39,Job633,,284950.61
40,Job641,,284950.61
41,Job642,,284922.60
42,Job643,,284994.07
43,Job657,,284950.61
44,Job645,,284950.61
45,Job644,,284950.61
46,Job647,,284950.61
47,Job646,,284950.61
48,Job648,,284950.61
49,Job651,,285205.59
50,Job649,,284950.61
51,Job650,,284539.01
52,Job656,,284950.61
53,Job662,,284950.61
54,Job660,,284950.61
55,Job661,,284950.61
56,Job655,,284950.61
57,Job663,,284950.61
58,Job659,,284950.61
59,Job658,,284950.61
60,Job654,,284950.61
61,Job653,,284950.61
62,Job652,,284950.61
63,Job664,,284908.10
64,Job665,,285016.57
65,Job666,,284950.61
66,Job680,,284950.61
67,Job679,,284950.61
68,Job683,,284950.61
69,Job678,,284950.61
70,Job682,,284950.61
71,Job669,,284950.61
72,Job681,,284950.61
73,Job667,,284950.61
74,Job668,,284950.61
75,Job673,,285034.14
76,Job671,,284950.61
77,Job670,,284950.61
78,Job676,,284815.77
79,Job672,,284815.77
80,Job674,,284950.61
81,Job675,,284950.61
82,Job677,,285034.14
83,Job684,,284950.61
84,Job685,,284950.61
85,Job686,,284950.61
86,Job690,,284935.00
87,Job689,,284950.61
88,Job691,,284974.83
89,Job688,,284950.61
90,Job687,,284950.61
91,Job693,,284950.61
92,Job692,,284950.61
93,Job695,,284950.61
94,Job694,,284950.61
95,Job696,,284950.61
96,Job697,,284950.61
97,Job698,,284896.33
98,Job700,,284950.61
99,Job699,,284984.24
100,Job702,,284896.33
101,Job701,,284950.61
102,Job703,,284984.24
103,Job704,,284950.61
104,Job705,,284950.61
105,Job706,,284950.61
106,Job708,,284950.61
107,Job707,,284950.61
108,Job709,,284950.61
109,Job711,,284950.61
110,Job710,,284950.61
111,Job712,,284950.61
112,Job713,,284950.61
113,Job714,,284950.61
114,Job716,,284910.83
115,Job715,,284950.61
116,Job717,,285012.35
117,Job719,,284950.61
118,Job720,,284950.61
119,Job718,,284950.61
120,Job722,,284950.61
121,Job721,,284950.61
122,Job723,,284950.61
123,Job724,,284817.45
124,Job725,,285033.10
125,Job726,,284950.61
126,Job732,,284950.61
127,Job736,,284950.61
128,Job733,,284950.61
129,Job734,,284950.61
130,Job737,,284950.61
131,Job728,,284950.61
132,Job727,,284950.61
133,Job735,,284950.61
134,Job729,,284950.61
135,Job730,,284950.61
136,Job731,,284950.61
137,Job739,,284977.66
138,Job738,,284933.18
139,Job740,,284950.61
140,Job742,,284950.61
141,Job741,,284950.61
142,Job743,,284950.61
143,Job744,,284950.61
144,Job764,,284922.85
145,Job745,,284950.61
146,Job746,,284922.52
147,Job747,,284968.01
148,Job748,,284950.61
149,Job749,,284950.61
150,Job751,,284968.01
151,Job750,,284922.52
152,Job753,,284950.61
153,Job754,,284950.61
154,Job755,,284950.61
155,Job752,,284950.61
156,Job756,,284950.61
157,Job757,,284950.61
158,Job759,,284950.61
159,Job762,,284950.61
160,Job758,,284950.61
161,Job760,,284950.61
162,Job763,,284950.61
163,Job761,,284950.61
164,Job765,,284993.69
165,Job776,,284931.49
166,Job778,,284950.61
167,Job777,,284962.46
168,Job766,,284950.61
169,Job767,,284950.61
170,Job768,,284950.61
171,Job769,,284950.61
172,Job770,,284950.61
173,Job771,,284950.61
174,Job772,,284931.49
175,Job773,,284962.46
176,Job774,,284950.61
177,Job775,,284950.61
178,Job780,,284950.61
179,Job781,,284950.61
180,Job779,,284950.61
181,Job783,,284950.61
182,Job782,,284950.61
183,Job784,,284950.61
184,Job785,,284950.61
185,Job786,,284950.61
186,Job787,,284950.61
187,Job788,,284950.61
188,Job790,,284876.09
189,Job791,,285066.25
190,Job789,,284950.61
191,Job792,,284950.61
192,Job793,,284950.61
193,Job794,,284950.61
194,Job796,,284950.61
195,Job795,,284950.61
196,Job797,,284950.61
197,Job798,,284701.18
198,Job809,,284950.61
199,Job799,,285105.12
